id,sobol_block,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10
5131,b,92,67,16,22,73,98,48,35,86,60
5132,b,10,7,57,82,32,45,95,70,19,13
5133,b,63,89,38,26,76,51,0,1,51,77
5134,b,26,39,89,64,13,20,70,95,45,32
5135,b,83,58,7,10,61,86,35,48,99,73
5136,b,23,17,67,92,42,29,80,54,4,6
5137,b,56,81,31,43,94,69,18,24,75,100
5138,b,50,37,88,62,12,9,59,84,34,47
5139,b,97,72,21,15,65,91,40,28,78,53
5140,b,2,2,52,77,27,39,90,65,14,20
5141,b,71,96,46,33,84,58,8,11,62,87
5142,b,36,49,99,74,24,17,68,93,43,30
5143,b,80,55,5,3,54,79,28,41,91,66
5144,b,16,22,73,98,47,35,85,60,9,6
5145,b,57,82,32,44,95,69,19,13,63,88
5146,b,38,25,76,50,0,0,51,76,25,38
5147,b,89,63,13,19,70,95,44,32,82,57
5148,b,6,10,60,85,35,48,98,73,22,16
5149,b,66,92,41,29,79,54,3,5,55,81
5150,b,30,43,93,68,18,24,74,100,49,36
5151,b,87,62,11,8,59,84,33,46,96,71
5152,b,21,14,65,90,40,27,77,52,2,3
5153,b,53,78,28,40,91,66,15,21,72,97
5154,b,47,34,85,59,9,12,63,88,37,50
5155,b,100,75,25,18,69,94,44,31,81,56
5156,b,6,4,55,80,29,42,92,67,17,23
5157,b,74,99,48,36,86,61,10,7,58,83
5158,b,33,45,96,70,20,14,64,89,39,26
5159,b,77,51,1,1,51,76,26,38,89,64
5160,b,13,20,70,95,45,32,83,57,7,10
5161,b,61,86,35,48,98,73,23,16,67,92
5162,b,42,29,79,54,4,5,56,81,31,43
5163,b,94,68,18,24,75,100,49,37,87,62
5164,b,12,8,59,84,34,46,97,72,21,15
5165,b,65,91,40,27,78,53,2,1,52,77
5166,b,27,39,90,64,14,20,71,96,46,33
5167,b,83,58,8,11,61,87,36,49,99,74
5168,b,23,17,68,93,42,30,80,55,5,3
5169,b,53,79,28,41,91,66,16,22,72,98
5170,b,47,35,85,60,9,6,57,82,31,44
5171,b,94,69,19,12,63,88,38,25,76,50
5172,b,0,0,50,76,25,38,88,63,13,19
5173,b,69,95,44,31,82,57,6,9,60,85
5174,b,35,47,98,72,22,16,66,91,41,28
5175,b,79,54,3,5,55,80,30,42,93,68
5176,b,17,24,74,99,49,36,87,61,11,8
5177,b,58,84,33,46,96,71,20,14,65,90
5178,b,39,27,77,52,1,2,53,78,27,40
5179,b,91,65,15,21,72,97,46,34,84,59
5180,b,9,12,62,87,37,50,100,75,24,18
5181,b,69,94,43,31,81,56,5,4,54,80
5182,b,29,42,92,67,16,23,73,99,48,35
5183,b,86,61,10,7,57,83,32,45,95,70
5184,b,20,13,64,89,39,26,76,51,1,1
5185,b,52,77,26,39,89,64,14,20,70,96
5186,b,45,33,83,58,7,11,61,86,36,48
5187,b,99,74,23,17,67,93,42,29,80,55
5188,b,4,6,56,82,31,44,94,69,18,25
5189,b,75,100,50,37,88,63,12,9,59,85
5190,b,34,47,97,72,22,15,66,91,41,28
5191,b,78,53,3,2,52,78,27,40,90,65
5192,b,14,21,71,97,46,33,84,59,8,11
5193,b,62,87,37,49,100,74,24,18,68,93
5194,b,43,30,81,56,5,3,54,79,29,41
5195,b,92,67,16,22,73,98,48,35,85,60
5196,b,10,7,57,82,32,44,95,70,19,13
5197,b,63,89,38,26,76,51,0,0,51,76
5198,b,25,38,88,63,13,19,70,95,44,32
5199,b,82,57,6,10,60,85,35,47,98,73
5200,b,22,16,66,92,41,28,79,54,3,5
5201,b,55,81,30,43,93,68,17,24,74,99
5202,b,49,36,87,62,11,8,58,84,33,46
5203,b,96,71,21,14,65,90,40,27,77,52
5204,b,2,2,53,78,28,40,91,66,15,21
5205,b,72,97,47,34,84,59,9,12,62,88
5206,b,37,50,100,75,25,18,69,94,43,31
5207,b,81,56,6,4,55,80,29,42,92,67
5208,b,17,23,73,99,48,36,86,61,10,7
5209,b,58,83,32,45,96,70,20,13,64,89
5210,b,39,26,77,51,1,0,51,76,26,38
5211,b,89,64,13,19,70,95,45,32,83,57
5212,b,7,10,60,86,35,48,98,73,23,16
5213,b,67,92,42,29,79,54,4,5,56,81
5214,b,30,43,94,68,18,24,75,100,49,37
5215,b,87,62,12,8,59,84,34,46,97,71
5216,b,21,15,65,90,40,27,78,53,2,1
5217,b,52,77,27,39,90,64,14,20,71,96
5218,b,45,33,83,58,8,11,61,86,36,49
5219,b,99,74,23,17,68,93,42,30,80,55
5220,b,4,3,53,79,28,41,91,66,15,22
5221,b,72,98,47,34,85,60,9,6,56,82
5222,b,31,44,94,69,19,12,63,88,38,25
5223,b,75,50,0,0,50,75,25,38,88,63
5224,b,12,19,69,94,44,31,82,56,6,9
5225,b,60,85,34,47,97,72,22,15,66,91
5226,b,41,28,79,53,3,4,55,80,30,42
5227,b,93,67,17,23,74,99,49,36,86,61
5228,b,11,8,58,83,33,45,96,71,20,14
5229,b,64,90,39,26,77,52,1,2,52,78
5230,b,27,40,90,65,15,21,71,97,46,34
5231,b,84,59,8,11,62,87,37,49,100,75
5232,b,24,18,68,94,43,30,81,56,5,4
5233,b,54,79,29,41,92,67,16,23,73,98
5234,b,48,35,86,60,10,7,57,82,32,45
5235,b,95,70,19,13,64,89,38,26,76,51
5236,b,0,1,51,77,26,39,89,64,13,20
5237,b,70,95,45,32,83,58,7,10,61,86
5238,b,36,48,99,73,23,17,67,92,42,29
5239,b,80,54,4,6,56,81,31,43,94,69
5240,b,18,24,75,100,50,37,88,62,12,9
5241,b,59,84,34,47,97,72,21,15,66,91
5242,b,40,28,78,53,2,2,52,77,27,39
5243,b,90,65,14,21,71,96,46,33,84,58
5244,b,8,11,62,87,36,49,99,74,24,17
5245,b,68,93,43,30,81,55,5,3,54,79
5246,b,28,41,92,66,16,22,73,98,47,35
5247,b,85,60,10,6,57,82,32,44,95,69
5248,b,19,13,63,88,38,25,76,51,0,0
5249,b,51,76,25,38,89,63,13,19,70,95
5250,b,44,32,82,57,7,10,60,85,35,48
5251,b,98,73,22,16,67,92,41,29,79,54
5252,b,3,5,55,81,30,43,93,68,18,24
5253,b,74,100,49,37,87,62,11,8,59,84
5254,b,33,46,96,71,21,14,65,90,40,27
5255,b,78,52,2,3,53,78,28,40,91,66
5256,b,15,22,72,97,47,34,85,59,9,12
5257,b,63,88,37,50,100,75,25,18,69,94
5258,b,44,31,81,56,6,4,55,80,29,42
5259,b,93,67,17,23,74,99,48,36,86,61
5260,b,10,7,58,83,33,45,96,70,20,14
5261,b,64,89,39,26,77,52,1,1,51,76
5262,b,26,38,89,64,13,20,70,95,45,32
5263,b,83,57,7,10,61,86,35,48,98,73
5264,b,23,16,67,92,42,29,80,54,4,5
5265,b,56,81,31,43,94,68,18,24,75,100
5266,b,50,37,87,62,12,9,59,84,34,46
5267,b,97,72,21,15,65,91,40,27,78,53
5268,b,2,1,52,77,27,39,90,65,14,20
5269,b,71,96,46,33,83,58,8,11,61,87
5270,b,36,49,99,74,24,17,68,93,42,30
5271,b,80,55,5,3,53,79,28,41,91,66
5272,b,16,22,72,98,47,35,85,60,9,6
5273,b,57,82,31,44,95,69,19,12,63,88
5274,b,38,25,76,50,0,0,50,75,25,38
5275,b,88,63,12,19,69,94,44,31,82,57
5276,b,6,9,60,85,34,47,98,72,22,16
5277,b,66,91,41,28,79,53,3,4,55,80
5278,b,30,42,93,68,17,23,74,99,49,36
5279,b,87,61,11,8,58,83,33,45,96,71
5280,b,20,14,64,90,39,27,77,52,1,2
5281,b,53,78,27,40,90,65,15,21,72,97
5282,b,46,34,84,59,8,12,62,87,37,49
5283,b,100,75,24,18,68,94,43,31,81,56
5284,b,5,4,54,79,29,42,92,67,16,23
5285,b,73,98,48,35,86,60,10,7,57,83
5286,b,32,45,95,70,19,13,64,89,38,26
5287,b,76,51,1,1,51,77,26,39,89,64
5288,b,14,20,70,96,45,32,83,58,7,10
5289,b,61,86,36,48,99,74,23,17,67,92
5290,b,42,29,80,55,4,6,56,81,31,44
5291,b,94,69,18,25,75,100,50,37,88,62
5292,b,12,9,59,85,34,47,97,72,21,15
5293,b,66,91,40,28,78,53,3,2,52,77
5294,b,27,40,90,65,14,21,71,96,46,33
5295,b,84,59,8,11,62,87,36,49,100,74
5296,b,24,17,68,93,43,30,81,55,5,3
5297,b,54,79,29,41,92,66,16,22,73,98
5298,b,47,35,85,60,10,6,57,82,32,44
5299,b,95,70,19,13,63,88,38,25,76,51
5300,b,0,0,50,76,25,38,88,63,13,19
5301,b,69,95,44,31,82,57,6,9,60,85
5302,b,35,47,98,73,22,16,66,91,41,28
5303,b,79,54,3,5,55,80,30,43,93,68
5304,b,17,24,74,99,49,36,87,61,11,8
5305,b,58,84,33,46,96,71,20,14,65,90
5306,b,39,27,77,52,2,2,53,78,28,40
5307,b,91,65,15,21,72,97,46,34,84,59
5308,b,9,12,62,88,37,50,100,75,24,18
5309,b,69,94,43,31,81,56,5,4,54,80
5310,b,29,42,92,67,17,23,73,99,48,35
5311,b,86,61,10,7,58,83,32,45,95,70
5312,b,20,13,64,89,39,26,76,51,1,0
5313,b,51,76,26,38,89,63,13,19,70,95
5314,b,45,32,82,57,7,10,60,86,35,48
5315,b,98,73,22,16,67,92,41,29,79,54
5316,b,3,5,56,81,30,43,93,68,18,24
5317,b,74,100,49,37,87,62,11,8,59,84
5318,b,33,46,97,71,21,15,65,90,40,27
5319,b,78,52,2,1,52,77,26,39,89,64
5320,b,14,20,71,96,45,33,83,58,7,11
5321,b,61,86,36,48,99,74,23,17,67,93
5322,b,42,30,80,55,4,3,53,78,28,41
5323,b,91,66,15,22,72,97,47,34,85,59
5324,b,9,6,56,82,31,44,94,69,18,12
5325,b,63,88,37,25,75,50,0,0,50,75
5326,b,25,37,88,63,12,18,69,94,44,31
5327,b,82,56,6,9,60,85,34,47,97,72
5328,b,22,15,66,91,41,28,78,53,3,4
5329,b,55,80,30,42,93,67,17,23,74,99
5330,b,48,36,86,61,11,7,58,83,33,45
5331,b,96,71,20,14,64,89,39,26,77,52
5332,b,1,2,52,78,27,40,90,65,15,21
5333,b,71,97,46,33,84,59,8,11,62,87
5334,b,37,49,100,75,24,18,68,93,43,30
5335,b,81,56,5,3,54,79,29,41,92,67
5336,b,16,22,73,98,48,35,86,60,10,7
5337,b,57,82,32,45,95,70,19,13,63,89
5338,b,38,26,76,51,0,1,51,76,26,39
5339,b,89,64,13,20,70,95,45,32,83,58
5340,b,7,10,61,86,35,48,99,73,23,17
5341,b,67,92,42,29,80,54,4,5,56,81
5342,b,31,43,94,69,18,24,75,100,50,37
5343,b,88,62,12,9,59,84,34,46,97,72
5344,b,21,15,65,91,40,28,78,53,2,2
5345,b,52,77,27,39,90,65,14,20,71,96
5346,b,46,33,84,58,8,11,61,87,36,49
5347,b,99,74,24,17,68,93,43,30,80,55
5348,b,5,3,54,79,28,41,91,66,16,22
5349,b,73,98,47,35,85,60,9,6,57,82
5350,b,32,44,95,69,19,13,63,88,38,25
5351,b,76,50,0,0,51,76,25,38,89,63
5352,b,13,19,70,95,44,32,82,57,6,10
5353,b,60,85,35,47,98,73,22,16,66,92
5354,b,41,29,79,54,3,5,55,81,30,43
5355,b,93,68,18,24,74,100,49,36,87,62
5356,b,11,8,59,84,33,46,96,71,21,14
5357,b,65,90,40,27,77,52,2,3,53,78
5358,b,28,40,91,66,15,21,72,97,47,34
5359,b,85,59,9,12,62,88,37,50,100,75
5360,b,25,18,69,94,44,31,81,56,6,4
5361,b,55,80,29,42,92,67,17,23,74,99
5362,b,48,36,86,61,10,7,58,83,32,45
5363,b,96,70,20,14,64,89,39,26,77,51
5364,b,1,1,51,76,26,38,89,64,13,19
5365,b,70,95,45,32,83,57,7,10,60,86
5366,b,35,48,98,73,23,16,67,92,42,29
5367,b,79,54,4,5,56,81,31,43,94,68
5368,b,18,24,75,100,49,37,87,62,12,8
5369,b,59,84,34,46,97,72,21,15,65,90
5370,b,40,27,78,53,2,1,52,77,27,39
5371,b,90,64,14,20,71,96,46,33,83,58
5372,b,8,11,61,87,36,49,99,74,23,17
5373,b,68,93,42,30,80,55,4,3,53,79
5374,b,28,41,91,66,16,22,72,98,47,34
5375,b,85,60,9,6,57,82,31,44,94,69
5376,b,19,12,63,88,38,25,75,50,0,0
5377,b,50,76,25,38,88,63,12,19,69,95
5378,b,44,31,82,57,6,9,60,85,35,47
5379,b,98,72,22,16,66,91,41,28,79,53
5380,b,3,5,55,80,30,42,93,68,17,24
5381,b,74,99,49,36,87,61,11,8,58,83
5382,b,33,46,96,71,20,14,65,90,39,27
5383,b,77,52,1,2,53,78,27,40,91,65
5384,b,15,21,72,97,46,34,84,59,9,12
5385,b,62,87,37,50,100,75,24,18,68,94
5386,b,43,31,81,56,5,4,54,80,29,42
5387,b,92,67,16,23,73,98,48,35,86,61
5388,b,10,7,57,83,32,45,95,70,20,13
5389,b,64,89,39,26,76,51,1,1,52,77
5390,b,26,39,89,64,14,20,70,96,45,33
5391,b,83,58,7,11,61,86,36,48,99,74
5392,b,23,17,67,93,42,29,80,55,4,6
5393,b,56,82,31,44,94,69,18,25,75,100
5394,b,50,37,88,63,12,9,59,85,34,47
5395,b,97,72,22,15,66,91,40,28,78,53
5396,b,3,2,52,78,27,40,90,65,14,21
5397,b,71,96,46,33,84,59,8,11,62,87
5398,b,37,49,100,74,24,18,68,93,43,30
5399,b,81,55,5,3,54,79,29,41,92,67
5400,b,16,22,73,98,48,35,85,60,10,7
5401,b,57,82,32,44,95,70,19,13,63,89
5402,b,38,25,76,51,0,0,51,76,25,38
5403,b,88,63,13,19,69,95,44,32,82,57
5404,b,6,10,60,85,35,47,98,73,22,16
5405,b,66,92,41,28,79,54,3,5,55,81
5406,b,30,43,93,68,17,24,74,99,49,36
5407,b,87,62,11,8,58,84,33,46,96,71
5408,b,21,14,65,90,39,27,77,52,2,2
5409,b,53,78,28,40,91,66,15,21,72,97
5410,b,47,34,84,59,9,12,62,88,37,50
5411,b,100,75,25,18,69,94,43,31,81,56
5412,b,6,4,54,80,29,42,92,67,17,23
5413,b,73,99,48,36,86,61,10,7,58,83
5414,b,32,45,96,70,20,13,64,89,39,26
5415,b,77,51,1,0,51,76,26,38,89,64
5416,b,13,19,70,95,45,32,82,57,7,10
5417,b,60,86,35,48,98,73,23,16,67,92
5418,b,41,29,79,54,4,5,56,81,30,43
5419,b,94,68,18,24,75,100,49,37,87,62
5420,b,11,8,59,84,34,46,97,71,21,15
5421,b,65,90,40,27,78,53,2,1,52,77
5422,b,26,39,90,64,14,20,71,96,45,33
5423,b,83,58,8,11,61,86,36,49,99,74
5424,b,23,17,67,93,42,30,80,55,4,3
5425,b,53,79,28,41,91,66,15,22,72,97
5426,b,47,34,85,60,9,6,56,82,31,44
5427,b,94,69,19,12,63,88,38,25,75,50
5428,b,0,0,50,75,25,38,88,63,12,19
5429,b,69,94,44,31,82,57,6,9,60,85
5430,b,34,47,98,72,22,15,66,91,41,28
5431,b,79,53,3,4,55,80,30,42,93,68
5432,b,17,23,74,99,49,36,86,61,11,8
5433,b,58,83,33,45,96,71,20,14,64,90
5434,b,39,27,77,52,1,2,53,78,27,40
5435,b,90,65,15,21,71,97,46,34,84,59
5436,b,8,12,62,87,37,49,100,75,24,18
5437,b,68,94,43,30,81,56,5,4,54,79
5438,b,29,42,92,67,16,23,73,98,48,35
5439,b,86,60,10,7,57,83,32,45,95,70
5440,b,19,13,64,89,38,26,76,51,0,1
5441,b,51,77,26,39,89,64,14,20,70,96
5442,b,45,32,83,58,7,10,61,86,36,48
5443,b,99,73,23,17,67,92,42,29,80,55
5444,b,4,6,56,81,31,43,94,69,18,25
5445,b,75,100,50,37,88,62,12,9,59,85
5446,b,34,47,97,72,21,15,66,91,40,28
5447,b,78,53,2,2,52,77,27,40,90,65
5448,b,14,21,71,96,46,33,84,58,8,11
5449,b,62,87,36,49,99,74,24,17,68,93
5450,b,43,30,81,55,5,3,54,79,28,41
5451,b,92,66,16,22,73,98,47,35,85,60
5452,b,10,6,57,82,32,44,95,70,19,13
5453,b,63,88,38,25,76,51,0,0,51,76
5454,b,26,38,89,63,13,19,70,95,44,32
5455,b,82,57,7,10,60,85,35,48,98,73
5456,b,22,16,67,92,41,29,79,54,3,5
5457,b,56,81,30,43,93,68,18,24,74,100
5458,b,49,37,87,62,11,8,59,84,33,46
5459,b,97,71,21,14,65,90,40,27,78,52
5460,b,2,3,53,78,28,41,91,66,15,22
5461,b,72,97,47,34,85,59,9,12,63,88
5462,b,37,50,100,75,25,18,69,94,44,31
5463,b,82,56,6,4,55,80,29,42,93,67
5464,b,17,23,74,99,48,36,86,61,11,7
5465,b,58,83,33,45,96,71,20,14,64,89
5466,b,39,26,77,52,1,1,51,76,26,39
5467,b,89,64,13,20,70,95,45,32,83,57
5468,b,7,10,61,86,35,48,99,73,23,16
5469,b,67,92,42,29,80,54,4,5,56,81
5470,b,31,43,94,69,18,24,75,100,50,37
5471,b,87,62,12,9,59,84,34,46,97,72
5472,b,21,15,65,91,40,28,78,53,2,1
5473,b,52,77,27,39,90,65,14,20,71,96
5474,b,46,33,84,58,8,11,61,87,36,49
5475,b,99,74,24,17,68,93,43,30,80,55
5476,b,5,3,54,79,28,41,91,66,16,22
5477,b,72,98,47,35,85,60,9,6,57,82
5478,b,31,44,95,69,19,13,63,88,38,25
5479,b,76,50,0,0,50,76,25,38,88,63
5480,b,12,19,69,94,44,31,82,57,6,9
5481,b,60,85,35,47,98,72,22,16,66,91
5482,b,41,28,79,53,3,5,55,80,30,42
5483,b,93,68,17,23,74,99,49,36,87,61
5484,b,11,8,58,83,33,46,96,71,20,14
5485,b,64,90,39,27,77,52,1,2,53,78
5486,b,27,40,91,65,15,21,72,97,46,34
5487,b,84,59,8,12,62,87,37,50,100,75
5488,b,24,18,68,94,43,31,81,56,5,4
5489,b,54,79,29,42,92,67,16,23,73,98
5490,b,48,35,86,61,10,7,57,83,32,45
5491,b,95,70,20,13,64,89,38,26,76,51
5492,b,1,1,51,77,26,39,89,64,14,20
5493,b,70,96,45,33,83,58,7,10,61,86
5494,b,36,48,99,74,23,17,67,92,42,29
5495,b,80,55,4,6,56,81,31,44,94,69
5496,b,18,25,75,100,50,37,88,63,12,9
5497,b,59,85,34,47,97,72,21,15,66,91
5498,b,40,28,78,53,3,2,52,78,27,40
5499,b,90,65,14,21,71,96,46,33,84,59
5500,b,8,11,62,87,36,49,100,74,24,18
5501,b,68,93,43,30,81,55,5,3,54,79
5502,b,29,41,92,66,16,22,73,98,48,35
5503,b,85,60,10,7,57,82,32,44,95,70
5504,b,19,13,63,89,38,25,76,51,0,0
5505,b,50,76,25,38,88,63,13,19,69,95
5506,b,44,32,82,57,6,9,60,85,35,47
5507,b,98,73,22,16,66,92,41,28,79,54
5508,b,3,5,55,80,30,43,93,68,17,24
5509,b,74,99,49,36,87,62,11,8,58,84
5510,b,33,46,96,71,21,14,65,90,39,27
5511,b,77,52,2,2,53,78,28,40,91,65
5512,b,15,21,72,97,47,34,84,59,9,12
5513,b,62,88,37,50,100,75,24,18,69,94
5514,b,43,31,81,56,6,4,54,80,29,42
5515,b,92,67,17,23,73,99,48,35,86,61
5516,b,10,7,58,83,32,45,95,70,20,13
5517,b,64,89,39,26,77,51,1,0,51,76
5518,b,26,38,89,64,13,19,70,95,45,32
5519,b,82,57,7,10,60,86,35,48,98,73
5520,b,22,16,67,92,41,29,79,54,4,5
5521,b,56,81,30,43,93,68,18,24,75,100
5522,b,49,37,87,62,11,8,59,84,34,46
5523,b,97,71,21,15,65,90,40,27,78,52
5524,b,2,1,52,77,26,39,90,64,14,20
5525,b,71,96,45,33,83,58,7,11,61,86
5526,b,36,49,99,74,23,17,67,93,42,30
5527,b,80,55,4,3,53,78,28,41,91,66
5528,b,15,22,72,97,47,34,85,60,9,6
5529,b,56,82,31,44,94,69,19,12,63,88
5530,b,37,25,75,50,0,0,50,75,25,37
5531,b,88,63,12,19,69,94,44,31,82,56
5532,b,6,9,60,85,34,47,97,72,22,15
5533,b,66,91,41,28,78,53,3,4,55,80
5534,b,30,42,93,67,17,23,74,99,48,36
5535,b,86,61,11,7,58,83,33,45,96,71
5536,b,20,14,64,90,39,26,77,52,1,2
5537,b,52,78,27,40,90,65,15,21,71,97
5538,b,46,34,84,59,8,11,62,87,37,49
5539,b,100,75,24,18,68,93,43,30,81,56
5540,b,5,4,54,79,29,41,92,67,16,22
5541,b,73,98,48,35,86,60,10,7,57,82
5542,b,32,45,95,70,19,13,63,89,38,26
5543,b,76,51,0,1,51,76,26,39,89,64
5544,b,13,20,70,95,45,32,83,58,7,10
5545,b,61,86,35,48,99,73,23,17,67,92
5546,b,42,29,80,54,4,5,56,81,31,43
5547,b,94,69,18,24,75,100,50,37,88,62
5548,b,12,9,59,84,34,47,97,72,21,15
5549,b,65,91,40,28,78,53,2,2,52,77
5550,b,27,39,90,65,14,20,71,96,46,33
5551,b,84,58,8,11,62,87,36,49,99,74
5552,b,24,17,68,93,43,30,80,55,5,3
5553,b,54,79,28,41,91,66,16,22,73,98
5554,b,47,35,85,60,9,6,57,82,32,44
5555,b,95,69,19,13,63,88,38,25,76,50
5556,b,0,0,51,76,25,38,89,63,13,19
