id,sobol_block,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10
15054,d,25,38,88,63,12,19,69,94,44,31,84,46,97,21,71,27,78,2,52,15
15055,d,82,56,6,9,60,85,34,47,97,72,65,40,90,43,94,18,68,5,56,30
15056,d,22,15,66,91,41,28,79,53,3,4,81,24,75,49,100,37,87,11,62,32
15057,d,55,80,30,42,93,67,17,23,74,99,82,7,57,19,70,45,95,0,51,26
15058,d,49,36,86,61,11,8,58,83,33,45,76,38,89,13,64,16,67,41,92,29
15059,d,96,71,20,14,64,90,39,26,77,52,79,4,54,48,98,23,73,10,60,35
15060,d,1,2,53,78,27,40,90,65,15,21,86,44,94,19,69,6,56,31,82,12
15061,d,71,97,46,34,84,59,8,11,62,87,63,38,88,25,75,0,50,3,53,28
15062,d,37,49,100,75,24,18,68,94,43,30,79,41,91,15,66,34,85,9,60,22
15063,d,81,56,5,4,54,79,29,41,92,67,72,47,97,20,71,45,96,33,83,8
15064,d,16,23,73,98,48,35,86,60,10,7,58,39,90,14,64,1,52,26,77,30
15065,d,57,82,32,45,95,70,19,13,64,89,80,4,55,17,67,42,93,11,61,36
15066,d,38,26,76,51,0,1,51,77,26,39,86,49,99,23,74,26,77,1,51,13
15067,d,89,64,13,20,70,95,45,32,83,58,64,39,89,7,58,32,83,45,95,20
15068,d,7,10,61,86,36,48,99,73,23,17,70,23,73,48,99,36,86,10,61,42
15069,d,67,92,42,29,80,54,4,6,56,81,92,17,67,4,54,29,80,2,53,28
15070,d,31,43,94,69,18,24,75,100,50,37,78,40,91,15,66,34,84,9,59,21
15071,d,88,62,12,9,59,84,34,47,97,72,72,47,97,50,100,24,75,12,62,37
15072,d,21,15,66,91,40,28,78,53,2,2,88,18,69,43,94,31,81,6,56,14
15073,d,52,77,27,39,90,65,14,21,71,96,65,39,90,27,77,2,52,46,96,21
15074,d,46,33,84,58,8,11,62,87,36,49,71,8,58,33,84,36,87,11,62,24
15075,d,99,74,24,17,68,93,43,30,81,55,74,49,99,5,55,30,81,43,93,17
15076,d,5,3,54,79,28,41,92,66,16,22,68,38,88,13,63,0,51,25,76,19
15077,d,73,98,47,35,85,60,10,6,57,82,69,44,95,32,82,6,57,10,60,35
15078,d,32,44,95,69,19,13,63,88,38,25,85,47,98,22,73,28,79,3,54,16
15079,d,76,51,0,0,51,76,25,38,89,63,66,41,92,41,92,16,67,3,54,29
15080,d,13,19,70,95,44,32,82,57,7,10,79,22,73,48,98,35,85,10,60,7
15081,d,60,85,35,48,98,73,22,16,67,92,57,32,82,44,95,19,70,25,76,0
15082,d,41,29,79,54,3,5,55,81,30,43,51,13,63,38,89,18,68,43,93,30
15083,d,93,68,18,24,74,100,49,37,87,62,81,5,55,49,100,24,74,11,62,37
15084,d,11,8,59,84,33,46,96,71,21,14,87,33,84,8,59,21,71,46,96,2
15085,d,65,90,40,27,78,52,2,3,53,78,52,27,78,40,90,14,65,6,56,31
15086,d,28,40,91,66,15,22,72,97,47,34,81,44,94,18,69,37,88,12,63,25
15087,d,85,59,9,12,63,88,37,50,100,75,75,50,100,47,97,22,72,9,59,34
15088,d,25,18,69,94,44,31,81,56,6,4,85,15,66,40,91,28,78,3,53,29
15089,d,55,80,29,42,93,67,17,23,74,99,80,4,55,17,67,42,93,10,61,36
15090,d,48,36,86,61,10,7,58,83,33,45,86,48,99,23,74,20,70,45,96,33
15091,d,96,70,20,14,64,89,39,26,77,52,83,7,58,39,89,14,64,1,52,26
15092,d,1,1,51,76,26,38,89,64,13,20,77,24,74,49,99,36,87,11,61,42
15093,d,70,95,45,32,83,57,7,10,61,86,93,17,68,5,55,30,80,27,77,1
15094,d,35,48,98,73,23,16,67,92,42,29,52,14,65,39,90,8,58,33,83,46
15095,d,80,54,4,5,56,81,31,43,94,68,96,20,71,47,98,22,72,9,60,35
15096,d,18,24,75,100,50,37,87,62,12,9,85,16,66,41,91,28,79,3,53,0
15097,d,59,84,34,46,97,72,21,15,65,91,50,25,76,38,88,12,63,31,82,6
15098,d,40,27,78,53,2,1,52,77,27,39,57,19,69,44,95,35,86,10,61,23
15099,d,90,65,14,20,71,96,46,33,83,58,73,48,98,4,54,29,80,42,92,16
15100,d,8,11,61,87,36,49,99,74,24,17,67,13,64,38,89,26,76,1,51,45
15101,d,68,93,42,30,80,55,5,3,53,79,95,20,70,7,57,32,83,12,62,37
15102,d,28,41,91,66,16,22,72,98,47,35,87,50,100,24,75,31,81,5,56,18
15103,d,85,60,9,6,57,82,31,44,95,69,68,43,94,40,91,15,65,2,53,27
15104,d,19,12,63,88,38,25,76,50,0,0,78,21,72,46,97,34,84,9,59,33
15105,d,50,75,25,38,88,63,12,19,69,94,84,8,59,21,71,46,97,2,52,27
15106,d,44,31,82,57,6,9,60,85,34,47,78,40,90,15,65,18,68,43,93,30
15107,d,98,72,22,16,66,91,41,28,79,53,81,5,56,49,100,24,74,11,62,37
15108,d,3,4,55,80,30,42,93,68,17,23,87,7,57,32,82,45,95,19,70,26
15109,d,74,99,49,36,87,61,11,8,58,83,76,0,51,13,63,38,89,41,92,16
15110,d,33,45,96,71,20,14,64,90,39,27,67,3,54,29,79,22,73,48,98,35
15111,d,77,52,1,2,53,78,27,40,90,65,86,10,60,18,69,44,94,31,82,6
15112,d,15,21,72,97,46,34,84,59,8,12,56,37,88,12,63,0,50,25,75,28
15113,d,62,87,37,49,100,75,24,18,68,94,78,3,53,15,66,41,91,9,60,34
15114,d,43,31,81,56,5,4,54,79,29,42,85,47,97,22,72,45,96,20,71,7
15115,d,92,67,16,23,73,98,48,35,86,60,58,33,83,14,64,39,89,26,77,1
15116,d,10,7,57,83,32,45,95,70,19,13,52,4,55,30,80,42,93,17,67,36
15117,d,64,89,38,26,76,51,1,1,51,77,86,11,61,23,74,48,99,1,51,26
15118,d,26,39,89,64,14,20,70,96,45,32,76,39,89,13,64,32,83,7,58,20
15119,d,83,58,7,10,61,86,36,48,99,74,70,45,95,48,99,23,73,10,61,35
15120,d,23,17,67,92,42,29,80,55,4,6,86,17,67,42,92,29,80,4,54,28
15121,d,56,81,31,44,94,69,18,25,75,100,78,2,53,15,65,40,91,9,59,34
15122,d,50,37,88,62,12,9,59,85,34,47,84,46,97,21,72,24,75,50,100,37
15123,d,97,72,21,15,66,91,40,28,78,53,88,12,62,43,94,18,69,5,56,31
15124,d,3,2,52,77,27,40,90,65,14,21,81,39,90,14,65,2,52,27,77,20
15125,d,71,96,46,33,84,59,8,11,62,87,71,46,96,33,84,8,58,11,61,36
15126,d,36,49,100,74,24,17,68,93,43,30,87,49,99,24,74,30,80,5,55,17
15127,d,81,55,5,3,54,79,29,41,92,66,68,43,93,13,63,38,88,25,76,0
15128,d,16,22,73,98,47,35,85,60,10,6,50,44,95,19,69,6,57,31,82,35
15129,d,57,82,32,44,95,70,19,13,63,88,85,9,60,22,73,47,98,3,54,28
15130,d,38,25,76,51,0,0,50,76,25,38,79,41,91,16,66,16,66,41,92,29
15131,d,88,63,13,19,69,95,44,31,82,57,79,3,54,47,98,22,73,10,60,35
15132,d,6,9,60,85,35,47,98,73,22,16,85,32,82,6,57,19,70,44,95,0
15133,d,66,91,41,28,79,54,3,5,55,80,51,25,76,38,88,13,63,43,93,17
15134,d,30,43,93,68,17,24,74,99,49,36,68,5,55,30,81,24,74,49,100,36
15135,d,87,61,11,8,58,84,33,46,96,71,87,11,62,8,59,33,84,46,96,21
15136,d,20,14,65,90,39,27,77,52,2,2,71,27,77,2,52,14,65,40,90,31
15137,d,53,78,28,40,91,65,15,21,72,97,81,6,56,18,69,44,94,12,62,37
15138,d,46,34,84,59,9,12,62,88,37,50,88,50,100,25,75,21,72,47,97,34
15139,d,100,75,24,18,69,94,43,31,81,56,85,9,59,40,91,15,66,3,53,28
15140,d,5,4,54,80,29,42,92,67,17,23,78,4,55,29,80,42,92,17,67,36
15141,d,73,99,48,35,86,61,10,7,58,83,86,10,61,23,74,48,99,45,96,20
15142,d,32,45,95,70,20,13,64,89,39,26,70,7,58,32,83,14,64,39,89,26
15143,d,76,51,1,0,51,76,26,38,89,63,77,1,51,49,99,23,74,11,61,36
15144,d,13,19,70,95,45,32,82,57,7,10,87,17,68,42,93,30,80,4,55,1
15145,d,60,86,35,48,98,73,22,16,67,92,52,27,77,39,90,14,64,33,83,8
15146,d,41,29,79,54,3,5,56,81,30,43,58,20,71,45,96,22,72,47,98,34
15147,d,93,68,18,24,74,100,49,37,87,62,85,9,60,41,91,16,66,3,53,28
15148,d,11,8,59,84,33,46,97,71,21,15,79,25,75,0,50,12,63,38,88,6
15149,d,65,90,40,27,78,52,2,1,52,77,57,31,82,44,94,19,69,10,60,35
15150,d,26,39,89,64,14,20,71,96,45,33,86,48,98,23,73,29,79,4,54,16
15151,d,83,58,7,11,61,86,36,48,99,74,67,42,92,38,89,13,64,1,51,26
15152,d,23,17,67,93,42,30,80,55,4,3,76,19,70,45,95,32,83,7,57,37
15153,d,53,78,28,41,91,66,15,22,72,97,87,12,62,24,75,49,100,5,56,31
15154,d,47,34,85,60,9,6,56,82,31,44,81,43,94,18,68,15,65,40,90,27
15155,d,94,69,18,12,63,88,37,25,75,50,78,2,53,46,97,21,72,8,59,34
15156,d,0,0,50,75,25,37,88,63,12,18,84,37,87,11,62,24,75,49,100,5
15157,d,69,94,44,31,82,56,6,9,60,85,56,30,81,43,93,18,68,15,65,40
15158,d,34,47,97,72,22,15,66,91,41,28,90,27,78,2,52,46,97,21,71,8
15159,d,78,53,3,4,55,80,30,42,93,67,59,33,84,10,60,35,86,48,98,22
15160,d,17,23,74,99,48,36,86,61,11,7,73,29,79,4,54,16,67,41,92,38
15161,d,58,83,33,45,96,71,20,14,64,89,89,13,63,0,51,26,76,19,70,45
15162,d,39,26,77,52,1,2,52,78,27,40,95,32,82,7,57,22,72,47,97,34
15163,d,90,65,15,21,71,97,46,33,84,59,85,9,60,41,91,15,66,3,53,28
15164,d,8,11,62,87,37,49,100,75,24,18,78,25,75,0,50,12,63,37,88,6
15165,d,68,93,43,30,81,56,5,4,54,79,56,31,82,44,94,18,69,48,99,23
15166,d,29,41,92,67,16,22,73,98,48,35,74,11,61,36,86,17,67,42,93,30
15167,d,86,60,10,7,57,82,32,45,95,70,80,4,55,1,52,26,77,39,89,14
15168,d,19,13,63,89,38,26,76,51,0,1,64,33,83,7,58,20,71,45,96,4
15169,d,51,76,26,39,89,64,13,20,70,95,54,29,80,42,92,17,67,35,86,10
15170,d,45,32,83,58,7,10,61,86,35,48,61,23,73,48,99,45,95,20,70,7
15171,d,99,73,23,17,67,92,42,29,80,54,58,32,83,13,64,39,89,26,76,1
15172,d,4,5,56,81,31,43,94,69,18,24,51,31,81,5,56,18,69,43,94,12
15173,d,75,100,50,37,88,62,12,9,59,84,62,37,88,50,100,24,75,21,72,46
15174,d,34,46,97,72,21,15,65,91,40,28,97,34,84,9,59,40,91,15,65,2
15175,d,78,53,2,2,52,77,27,39,90,65,53,28,78,43,93,17,68,5,55,30
15176,d,14,20,71,96,46,33,84,58,8,11,80,24,74,49,99,36,87,11,61,8
15177,d,61,87,36,49,99,74,24,17,68,93,58,33,84,46,96,20,71,27,77,2
15178,d,43,30,80,55,5,3,54,79,28,41,52,14,65,39,90,16,66,41,91,28
15179,d,91,66,16,22,73,98,47,35,85,60,79,3,54,47,98,22,73,9,60,35
15180,d,9,6,57,82,32,44,95,69,19,13,85,32,82,6,57,19,69,44,95,0
15181,d,63,88,38,25,76,50,0,0,51,76,50,25,76,38,88,13,63,13,63,38
15182,d,25,38,89,63,13,19,70,95,44,32,89,25,76,0,51,44,95,19,70,6
15183,d,82,57,6,10,60,85,35,47,98,73,57,32,82,35,85,10,60,22,73,47
15184,d,22,16,66,92,41,29,79,54,3,5,98,3,54,29,79,41,92,16,66,40
15185,d,55,81,30,43,93,68,18,24,74,100,90,14,65,2,52,27,77,21,71,46
15186,d,49,36,87,62,11,8,59,84,33,46,96,33,84,8,59,11,62,36,87,49
15187,d,96,71,21,14,65,90,40,27,77,52,100,24,74,30,81,5,55,18,68,43
15188,d,2,3,53,78,28,40,91,66,15,21,93,28,78,3,53,15,66,40,91,9
15189,d,72,97,47,34,85,59,9,12,62,88,59,34,85,47,97,21,72,25,75,50
15190,d,37,50,100,75,25,18,69,94,44,31,100,37,88,12,62,44,94,18,69,6
15191,d,81,56,6,4,55,80,29,42,92,67,56,31,81,1,51,26,77,39,89,14
15192,d,17,23,74,99,48,36,86,61,10,7,64,32,83,7,58,20,70,45,96,48
15193,d,58,83,32,45,96,70,20,14,64,89,99,23,74,10,61,36,86,17,67,42
15194,d,39,26,77,51,1,1,51,76,26,38,92,29,80,4,55,46,96,20,71,8
15195,d,89,64,13,19,70,95,45,32,83,57,58,33,83,14,64,39,90,27,77,1
15196,d,7,10,61,86,35,48,98,73,23,16,52,4,55,30,80,42,93,17,68,36
15197,d,67,92,42,29,79,54,4,5,56,81,87,11,61,23,74,49,99,19,69,44
15198,d,31,43,94,68,18,24,75,100,49,37,94,31,82,6,57,38,88,12,63,0
15199,d,87,62,12,8,59,84,34,46,97,72,50,25,75,28,79,3,53,16,66,41
15200,d,21,15,65,90,40,27,78,53,2,1,91,9,60,34,85,47,98,22,72,7
15201,d,52,77,27,39,90,64,14,20,71,96,57,32,83,45,95,19,70,26,76,1
15202,d,46,33,83,58,8,11,61,87,36,49,51,13,64,38,89,42,92,16,67,4
15203,d,99,74,23,17,68,93,42,30,80,55,54,29,79,23,73,48,98,35,86,10
15204,d,4,3,53,79,28,41,91,66,16,22,60,34,84,8,59,21,72,46,97,2
15205,d,72,98,47,34,85,60,9,6,57,82,53,27,78,40,90,15,65,18,68,43
15206,d,31,44,94,69,19,12,63,88,38,25,94,31,81,5,56,49,100,24,75,12
15207,d,75,50,0,0,50,76,25,38,88,63,62,37,87,11,62,37,87,49,100,24
15208,d,12,19,69,95,44,31,82,57,6,9,75,30,81,5,56,18,68,43,94,40
15209,d,60,85,35,47,98,72,22,16,66,91,90,15,65,2,53,27,78,21,71,46
15210,d,41,28,79,53,3,5,55,80,30,42,97,34,84,8,59,35,86,10,60,23
15211,d,93,68,17,24,74,99,49,36,87,61,73,48,98,4,54,29,79,41,92,16
15212,d,11,8,58,83,33,46,96,71,20,14,67,13,64,38,89,26,76,0,51,45
15213,d,65,90,39,27,77,52,1,2,53,78,95,19,70,7,57,32,82,47,97,22
15214,d,27,40,91,65,15,21,72,97,46,34,72,9,60,34,85,15,66,41,91,28
15215,d,84,59,9,12,62,87,37,50,100,75,79,3,53,0,50,25,75,38,88,12
15216,d,24,18,68,94,43,31,81,56,5,4,63,31,82,6,56,19,69,44,94,23
15217,d,54,80,29,42,92,67,16,23,73,98,74,49,99,36,86,11,61,42,93,17
15218,d,48,35,86,61,10,7,57,83,32,45,68,4,55,30,80,26,77,1,52,14
15219,d,95,70,20,13,64,89,39,26,76,51,64,39,90,8,58,33,83,45,96,20
15220,d,1,1,52,77,26,39,89,64,14,20,71,29,80,4,54,17,67,42,92,10
15221,d,70,96,45,33,83,58,7,11,61,86,61,36,86,48,99,23,73,20,70,45
15222,d,36,48,99,74,23,17,67,93,42,29,96,32,83,7,58,39,89,13,64,1
15223,d,80,55,4,6,56,82,31,44,94,69,51,26,77,6,56,31,81,43,94,18
15224,d,18,25,75,100,50,37,88,63,12,9,69,37,88,12,62,25,75,50,100,47
15225,d,59,85,34,47,97,72,22,15,66,91,97,21,72,9,59,34,84,15,66,40
15226,d,40,28,78,53,3,2,52,78,27,40,91,28,78,2,53,17,68,43,93,30
15227,d,90,65,14,21,71,96,46,33,84,59,81,5,55,49,99,24,74,11,62,36
15228,d,8,11,62,87,37,49,100,74,24,18,87,33,84,8,58,21,71,46,96,2
15229,d,68,93,43,30,81,55,5,3,54,79,52,27,77,39,90,14,65,41,92,16
15230,d,29,41,92,67,16,22,73,98,48,35,66,3,54,28,79,22,73,47,98,35
15231,d,85,60,10,7,57,82,32,44,95,70,85,10,60,6,57,32,82,44,95,19
15232,d,19,13,63,89,38,25,76,51,0,0,69,25,76,0,51,13,63,38,88,38
15233,d,51,76,25,38,88,63,13,19,69,95,89,13,63,0,51,25,76,19,70,44
15234,d,44,32,82,57,6,10,60,85,35,47,95,32,82,7,57,10,60,35,85,48
15235,d,98,73,22,16,66,92,41,28,79,54,98,22,73,29,79,3,54,16,67,41
15236,d,3,5,55,81,30,43,93,68,17,24,92,14,65,40,90,27,78,2,52,46
15237,d,74,99,49,36,87,62,11,8,58,84,96,21,71,8,59,33,84,37,87,11
15238,d,33,46,96,71,21,14,65,90,39,27,62,24,74,49,100,5,55,30,81,43
15239,d,77,52,2,2,53,78,28,40,91,66,93,18,68,3,53,28,78,40,91,15
15240,d,15,21,72,97,47,34,84,59,9,12,66,34,85,9,59,22,72,47,97,50
15241,d,62,88,37,50,100,75,25,18,69,94,100,25,75,12,63,37,88,18,69,44
15242,d,43,31,81,56,6,4,54,80,29,42,94,31,82,6,56,26,77,1,52,14
15243,d,92,67,17,23,73,99,48,36,86,61,64,39,89,7,58,33,83,45,96,20
15244,d,10,7,58,83,32,45,96,70,20,13,70,23,74,48,99,36,86,11,61,42
15245,d,64,89,39,26,77,51,1,0,51,76,93,17,67,4,55,29,80,20,71,46
15246,d,26,38,89,64,13,19,70,95,45,32,96,33,83,8,58,39,90,14,65,1
15247,d,82,57,7,10,60,86,35,48,98,73,52,27,77,30,80,5,55,17,68,42
15248,d,23,16,67,92,41,29,79,54,4,5,93,11,61,36,87,49,99,24,74,44
15249,d,56,81,30,43,94,68,18,24,75,100,95,19,69,6,57,31,82,12,63,38
15250,d,49,37,87,62,11,8,59,84,34,46,88,25,76,0,50,3,53,28,79,41
15251,d,97,71,21,15,65,90,40,27,78,53,91,16,66,35,85,9,60,22,72,47
15252,d,2,1,52,77,26,39,90,64,14,20,98,32,83,7,57,20,70,45,95,1
15253,d,71,96,45,33,83,58,8,11,61,86,51,26,76,39,89,13,64,16,67,42
15254,d,36,49,99,74,23,17,68,93,42,30,92,29,80,4,54,48,98,23,73,10
15255,d,80,55,4,3,53,79,28,41,91,66,61,35,86,9,59,34,84,46,97,21
15256,d,15,22,72,97,47,34,85,60,9,6,72,27,78,2,53,15,65,40,91,43
15257,d,56,82,31,44,94,69,19,12,63,88,94,18,68,5,56,31,81,24,75,50
15258,d,38,25,75,50,0,0,50,75,25,38,100,37,87,12,62,24,75,49,100,37
15259,d,88,63,12,19,69,94,44,31,82,57,87,12,62,43,94,18,68,5,56,30
15260,d,6,9,60,85,34,47,98,72,22,15,81,27,78,2,53,15,65,40,90,8
15261,d,66,91,41,28,79,53,3,4,55,80,59,34,84,46,97,21,71,48,98,23
15262,d,30,42,93,68,17,23,74,99,49,36,73,10,60,35,86,16,67,42,92,29
15263,d,86,61,11,8,58,83,33,45,96,71,79,4,54,0,51,26,76,38,89,13
15264,d,20,14,64,90,39,27,77,52,1,2,64,32,83,7,57,19,70,45,95,34
15265,d,53,78,27,40,90,65,15,21,71,97,85,9,60,22,72,47,98,3,53,28
15266,d,46,34,84,59,8,12,62,87,37,49,79,41,91,15,66,12,63,38,88,25
15267,d,100,75,24,18,68,94,43,30,81,56,75,0,50,44,94,19,69,6,57,31
15268,d,5,4,54,79,29,42,92,67,16,23,82,11,61,36,86,49,99,23,74,30
15269,d,73,98,48,35,86,60,10,7,57,83,80,4,55,17,68,42,93,39,90,14
15270,d,32,45,95,70,19,13,64,89,38,26,64,1,52,27,77,20,71,45,96,33
15271,d,76,51,0,1,51,77,26,39,89,64,83,8,58,42,92,17,67,4,55,29
15272,d,14,20,70,96,45,32,83,58,7,10,80,23,73,48,99,36,86,10,61,7
15273,d,61,86,36,48,99,73,23,17,67,92,58,32,83,45,96,20,70,26,77,1
15274,d,42,29,80,55,4,6,56,81,31,43,51,14,64,39,89,18,69,43,94,31
15275,d,94,69,18,25,75,100,50,37,88,62,81,6,56,50,100,25,75,12,62,37
15276,d,12,9,59,85,34,47,97,72,21,15,88,34,85,9,59,21,72,47,97,2
15277,d,66,91,40,28,78,53,2,2,52,77,53,28,78,40,91,15,66,5,55,30
15278,d,27,40,90,65,14,21,71,96,46,33,81,43,93,17,68,36,87,11,62,24
15279,d,84,58,8,11,62,87,36,49,100,74,74,49,100,46,96,21,71,8,58,33
15280,d,24,17,68,93,43,30,81,55,5,3,84,14,65,40,90,27,77,2,52,28
15281,d,54,79,29,41,92,66,16,22,73,98,79,3,54,16,66,41,92,10,60,35
15282,d,47,35,85,60,10,6,57,82,32,44,85,47,98,22,73,19,70,44,95,32
15283,d,95,70,19,13,63,88,38,25,76,51,82,6,57,38,88,13,63,0,51,25
15284,d,0,0,51,76,26,38,89,63,13,19,76,26,76,0,51,13,63,38,89,7
15285,d,70,95,44,32,82,57,7,10,60,85,57,32,82,44,95,19,70,22,73,48
15286,d,35,48,98,73,22,16,67,92,41,29,98,35,85,10,60,41,92,16,67,3
15287,d,79,54,3,5,56,81,30,43,93,68,54,29,79,2,52,27,78,40,90,14
15288,d,18,24,74,100,49,37,87,62,11,8,65,33,84,8,59,21,71,46,97,49
15289,d,59,84,33,46,97,71,21,14,65,90,100,24,74,11,62,37,87,18,68,43
15290,d,40,27,78,52,2,3,53,78,28,41,93,30,81,5,56,15,66,41,91,28
15291,d,91,66,15,22,72,97,47,34,85,59,78,3,53,47,97,22,72,9,59,34
15292,d,9,12,63,88,37,50,100,75,25,18,85,37,88,12,63,25,75,50,100,6
15293,d,69,94,44,31,82,56,6,4,55,80,56,31,82,44,94,18,69,39,89,14
15294,d,29,42,93,67,17,23,74,99,48,36,64,1,52,26,77,20,71,45,96,33
15295,d,86,61,11,7,58,83,33,45,96,71,83,7,58,11,61,36,86,48,99,23
15296,d,20,14,64,89,39,26,77,52,1,1,74,29,80,4,55,17,67,42,93,8
15297,d,51,76,26,39,89,64,13,20,70,95,58,33,84,46,96,20,71,27,77,1
15298,d,45,32,83,57,7,10,61,86,35,48,52,14,65,39,90,43,93,17,68,5
15299,d,99,73,23,16,67,92,42,29,80,54,55,30,80,24,74,49,99,36,87,11
15300,d,4,5,56,81,31,43,94,69,18,24,61,31,82,6,57,19,69,44,95,0
15301,d,75,100,50,37,87,62,12,9,59,84,50,25,76,38,88,13,63,16,66,41
15302,d,34,46,97,72,21,15,65,91,40,28,91,28,79,3,54,47,98,22,72,9
15303,d,78,53,2,1,52,77,27,39,90,65,60,35,85,45,95,20,70,7,57,32
15304,d,14,20,71,96,46,33,84,58,8,11,83,13,64,39,89,26,76,1,51,4
15305,d,61,87,36,49,99,74,24,17,68,93,54,29,80,42,92,16,67,35,86,10
15306,d,43,30,80,55,5,3,54,79,28,41,61,23,73,48,99,21,72,46,97,34
15307,d,91,66,16,22,72,98,47,35,85,60,84,9,59,40,91,15,65,2,53,28
