id,sobol_block,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10
10083,c,99,74,23,17,68,93,42,30,80,55,68,43,94,12,62,37,87,49,100,24
10084,c,5,3,53,79,28,41,91,66,16,22,75,45,95,19,70,7,57,32,83,13
10085,c,72,98,47,34,85,60,9,6,57,82,64,38,89,26,76,0,51,4,54,29
10086,c,31,44,94,69,19,12,63,88,38,25,79,42,92,16,67,35,86,10,60,23
10087,c,76,50,0,0,50,76,25,38,88,63,73,48,98,23,73,48,98,35,86,10
10088,c,13,19,69,95,44,31,82,57,6,9,61,42,92,16,67,4,54,29,79,26
10089,c,60,85,35,47,98,72,22,16,66,91,76,1,51,13,64,38,89,7,57,32
10090,c,41,28,79,54,3,5,55,80,30,42,83,45,95,20,70,49,100,24,75,12
10091,c,93,68,17,24,74,99,49,36,87,61,62,37,87,18,68,43,94,31,81,5
10092,c,11,8,58,84,33,46,96,71,20,14,56,2,53,27,78,40,91,15,65,34
10093,c,65,90,39,27,77,52,1,2,53,78,84,8,59,21,72,46,97,36,87,11
10094,c,27,40,91,65,15,21,72,97,46,34,61,23,74,49,99,5,55,30,80,42
10095,c,84,59,9,12,62,87,37,50,100,75,93,17,68,14,64,39,90,27,77,1
10096,c,24,18,69,94,43,31,81,56,5,4,52,46,96,20,71,8,58,33,83,9
10097,c,54,80,29,42,92,67,16,23,73,98,60,35,85,47,98,22,72,28,79,3
10098,c,48,35,86,61,10,7,57,83,32,45,53,16,66,41,91,38,88,12,63,0
10099,c,95,70,20,13,64,89,39,26,76,51,50,25,76,19,69,44,94,31,82,6
10100,c,1,1,52,77,26,39,89,64,14,20,57,44,94,18,69,6,56,31,81,25
10101,c,70,96,45,33,83,58,7,11,61,86,75,50,100,37,88,12,63,9,59,34
10102,c,36,48,99,74,23,17,67,93,42,29,85,47,97,21,72,28,78,3,53,15
10103,c,80,55,4,6,56,82,31,44,94,69,66,40,91,17,67,42,92,29,80,4
10104,c,18,25,75,100,50,37,88,63,12,9,55,48,99,23,74,10,61,36,86,33
10105,c,59,85,34,47,97,72,22,15,66,91,83,7,58,20,70,45,96,1,51,26
10106,c,41,28,78,53,3,2,52,78,27,40,77,39,89,14,64,3,54,29,79,41
10107,c,90,65,14,21,71,97,46,33,84,59,92,16,66,35,85,10,60,22,73,48
10108,c,8,11,62,87,37,49,100,74,24,18,98,44,95,19,70,7,57,32,82,13
10109,c,68,93,43,30,81,56,5,3,54,79,63,38,89,25,76,0,51,30,81,5
10110,c,29,41,92,67,16,22,73,98,48,35,55,18,68,43,93,11,62,36,87,49
10111,c,85,60,10,7,57,82,32,44,95,70,100,24,74,21,71,46,96,33,84,8
10112,c,19,13,63,89,38,26,76,51,0,0,59,40,90,14,65,2,52,27,78,27
10113,c,51,76,25,38,88,63,13,19,70,95,77,2,52,14,65,39,90,8,58,33
10114,c,44,32,82,57,6,10,60,85,35,47,84,46,96,21,71,24,74,49,99,36
10115,c,98,73,22,16,66,92,41,28,79,54,87,11,62,43,93,17,68,5,55,30
10116,c,3,5,55,81,30,43,93,68,17,24,80,0,50,25,76,38,88,13,63,32
10117,c,74,99,49,36,87,62,11,8,58,84,82,6,57,19,69,44,95,47,98,22
10118,c,33,46,96,71,21,14,65,90,40,27,73,9,60,35,85,16,66,41,92,28
10119,c,77,52,2,2,53,78,28,40,91,66,79,3,54,13,64,39,89,26,77,1
10120,c,15,21,72,97,47,34,84,59,9,12,51,45,95,20,70,7,58,32,83,35
10121,c,62,88,37,50,100,75,25,18,69,94,86,10,61,23,73,48,99,4,54,29
10122,c,43,31,81,56,6,4,55,80,29,42,80,42,92,17,67,40,91,15,65,2
10123,c,92,67,17,23,73,99,48,36,86,61,53,28,78,21,72,47,97,34,84,9
10124,c,10,7,58,83,32,45,96,70,20,13,59,12,62,37,88,50,100,24,75,31
10125,c,64,89,39,26,77,51,1,0,51,76,81,6,56,18,69,43,94,6,56,31
10126,c,26,38,89,64,13,19,70,95,45,32,82,44,94,19,69,25,75,0,50,12
10127,c,83,57,7,10,60,86,35,48,98,73,63,37,88,41,91,15,66,3,53,28
10128,c,23,16,67,92,41,29,79,54,4,5,78,22,72,47,97,34,85,9,60,33
10129,c,56,81,30,43,94,68,18,24,75,100,83,7,58,20,71,45,96,1,52,26
10130,c,49,37,87,62,12,8,59,84,34,46,77,39,90,14,64,17,67,42,93,30
10131,c,97,71,21,15,65,90,40,27,78,53,80,4,55,49,99,23,74,11,61,36
10132,c,2,1,52,77,27,39,90,64,14,20,86,46,97,21,71,8,59,34,84,15
10133,c,71,96,45,33,83,58,8,11,61,86,65,40,90,27,78,2,52,5,56,30
10134,c,36,49,99,74,23,17,68,93,42,30,81,43,93,18,68,37,87,11,62,24
10135,c,80,55,4,3,53,79,28,41,91,66,75,49,100,19,70,45,95,32,82,7
10136,c,15,22,72,98,47,34,85,60,9,6,57,38,89,13,64,0,51,26,76,29
10137,c,56,82,31,44,94,69,19,12,63,88,79,4,54,16,67,41,92,10,60,35
10138,c,38,25,75,50,0,0,50,75,25,38,86,48,98,22,73,10,60,35,86,48
10139,c,88,63,12,19,69,94,44,31,82,56,98,23,73,29,79,4,54,16,67,42
10140,c,6,9,60,85,34,47,97,72,22,15,92,38,89,13,64,1,51,26,76,19
10141,c,66,91,41,28,79,53,3,4,55,80,70,45,95,32,83,7,57,37,87,12
10142,c,30,42,93,67,17,23,74,99,49,36,62,24,75,49,100,5,56,31,81,43
10143,c,86,61,11,8,58,83,33,45,96,71,94,18,68,15,65,40,90,27,78,2
10144,c,20,14,64,90,39,26,77,52,1,2,53,46,97,21,72,8,59,34,84,49
10145,c,52,78,27,40,90,65,15,21,71,97,99,23,74,11,61,36,87,17,68,42
10146,c,46,34,84,59,8,11,62,87,37,49,93,30,80,4,55,1,52,27,77,39
10147,c,100,75,24,18,68,94,43,30,81,56,90,14,64,33,83,8,58,20,71,46
10148,c,5,4,54,79,29,41,92,67,16,23,96,22,72,47,98,34,85,9,60,41
10149,c,73,98,48,35,86,60,10,7,57,82,91,16,66,3,53,28,79,25,75,0
10150,c,32,45,95,70,19,13,64,89,38,26,50,12,63,38,88,6,57,31,82,44
10151,c,76,51,0,1,51,77,26,39,89,64,94,19,69,31,81,6,56,18,69,44
10152,c,13,20,70,95,45,32,83,58,7,10,94,12,62,37,88,50,100,25,75,21
10153,c,61,86,36,48,99,73,23,17,67,92,72,47,97,34,85,9,59,40,91,15
10154,c,42,29,80,54,4,6,56,81,31,43,66,3,53,28,78,4,55,29,80,42
10155,c,94,69,18,24,75,100,50,37,88,62,92,17,67,36,86,10,61,23,74,48
10156,c,12,9,59,84,34,47,97,72,21,15,99,45,96,20,70,7,58,32,83,14
10157,c,66,91,40,28,78,53,2,2,52,77,64,39,89,26,77,1,51,16,66,41
10158,c,27,39,90,65,14,21,71,96,46,33,92,29,79,3,54,47,98,22,73,10
10159,c,84,58,8,11,62,87,36,49,99,74,60,35,85,32,82,6,57,19,70,44
10160,c,24,17,68,93,43,30,81,55,5,3,95,0,51,25,76,38,89,13,63,43
10161,c,54,79,28,41,92,66,16,22,73,98,93,17,68,5,55,30,81,24,74,49
10162,c,47,35,85,60,9,6,57,82,32,44,100,36,87,11,62,8,59,33,84,46
10163,c,95,69,19,13,63,88,38,25,76,51,96,21,71,27,77,2,52,14,65,40
10164,c,0,0,51,76,25,38,89,63,13,19,90,39,90,14,65,2,52,27,77,20
10165,c,70,95,44,32,82,57,7,10,60,85,71,46,96,33,84,8,58,11,61,36
10166,c,35,48,98,73,22,16,66,92,41,29,87,49,99,24,74,30,80,5,55,17
10167,c,79,54,3,5,55,81,30,43,93,68,68,43,93,13,63,38,88,25,76,0
10168,c,18,24,74,100,49,37,87,62,11,8,50,44,95,19,69,6,57,32,82,35
10169,c,59,84,33,46,96,71,21,14,65,90,85,9,60,22,73,47,98,3,54,28
10170,c,40,27,78,52,2,3,53,78,28,40,79,41,91,16,66,1,51,26,76,39
10171,c,91,66,15,22,72,97,47,34,85,59,89,13,64,32,83,7,58,20,70,45
10172,c,9,12,63,88,37,50,100,75,25,18,95,48,99,23,73,10,61,35,86,17
10173,c,69,94,44,31,81,56,6,4,55,80,67,42,92,29,80,4,54,28,78,2
10174,c,29,42,93,67,17,23,74,99,48,36,53,15,65,40,91,9,59,34,84,46
10175,c,86,61,10,7,58,83,33,45,96,70,97,21,72,24,75,50,100,37,88,12
10176,c,20,14,64,89,39,26,77,52,1,1,62,43,94,18,69,5,56,31,81,18
10177,c,51,76,26,38,89,64,13,20,70,95,69,44,94,31,82,6,56,37,88,12
10178,c,45,32,83,57,7,10,61,86,35,48,63,0,50,25,75,28,78,3,53,15
10179,c,98,73,23,16,67,92,42,29,80,54,66,41,91,9,60,34,85,47,97,22
10180,c,4,5,56,81,31,43,94,68,18,24,72,45,96,20,71,7,58,33,83,14
10181,c,75,100,50,37,87,62,12,9,59,84,64,39,89,26,77,1,52,4,55,30
10182,c,34,46,97,72,21,15,65,91,40,27,80,42,93,17,67,36,86,11,61,23
10183,c,78,53,2,1,52,77,27,39,90,65,74,48,99,33,84,8,59,21,71,46
10184,c,14,20,71,96,46,33,83,58,8,11,97,2,52,27,78,40,90,15,65,18
10185,c,61,87,36,49,99,74,24,17,68,93,68,43,93,30,81,5,56,49,100,24
10186,c,42,30,80,55,5,3,53,79,28,41,74,11,62,37,87,7,57,32,82,45
10187,c,91,66,16,22,72,98,47,35,85,60,95,19,70,26,76,0,51,13,63,38
10188,c,9,6,57,82,31,44,95,69,19,12,89,41,92,16,67,3,54,29,79,22
10189,c,63,88,38,25,76,50,0,0,50,75,73,48,98,35,86,10,60,35,86,10
10190,c,25,38,88,63,12,19,69,94,44,31,61,23,73,48,98,4,54,29,80,42
10191,c,82,57,6,9,60,85,34,47,98,72,92,16,67,13,64,39,89,26,76,1
10192,c,22,16,66,91,41,28,79,53,3,4,51,45,95,20,70,7,57,32,83,12
10193,c,55,80,30,42,93,68,17,23,74,99,62,37,87,50,100,24,75,31,81,5
10194,c,49,36,87,61,11,8,58,83,33,45,56,18,68,43,94,40,91,15,65,2
10195,c,96,71,20,14,64,90,39,27,77,52,53,27,78,21,72,46,97,34,84,9
10196,c,1,2,53,78,27,40,90,65,15,21,59,24,74,49,99,36,87,11,61,42
10197,c,72,97,46,34,84,59,8,12,62,87,93,17,68,5,55,30,80,27,77,1
10198,c,37,49,100,75,24,18,68,94,43,31,52,14,65,39,90,8,58,33,83,46
10199,c,81,56,5,4,54,79,29,42,92,67,96,20,71,47,98,22,72,9,60,35
10200,c,16,23,73,98,48,35,86,60,10,7,85,16,66,41,91,28,79,3,53,0
10201,c,57,83,32,45,95,70,19,13,64,89,50,25,76,38,88,12,63,31,82,6
10202,c,38,26,76,51,1,1,51,77,26,39,57,19,69,44,95,6,56,31,81,44
10203,c,89,64,14,20,70,96,45,32,83,58,94,18,69,37,88,12,63,25,75,50
10204,c,7,10,61,86,36,48,99,73,23,17,100,47,97,22,72,9,59,34,85,15
10205,c,67,92,42,29,80,55,4,6,56,81,66,40,91,28,78,3,53,29,80,4
10206,c,31,44,94,69,18,25,75,100,50,37,55,17,67,42,93,10,61,36,86,48
10207,c,88,62,12,9,59,85,34,47,97,72,99,23,74,20,70,45,96,33,83,7
10208,c,21,15,66,91,40,28,78,53,2,2,58,39,89,14,64,1,52,26,77,41
10209,c,52,77,27,40,90,65,14,21,71,96,92,16,67,3,54,29,79,22,73,48
10210,c,46,33,84,59,8,11,62,87,36,49,98,35,85,10,60,7,57,32,82,44
10211,c,100,74,24,17,68,93,43,30,81,55,95,19,70,25,76,0,51,13,63,38
10212,c,5,3,54,79,29,41,92,66,16,22,89,18,68,43,93,30,81,5,55,49
10213,c,73,98,47,35,85,60,10,6,57,82,100,24,74,11,62,37,87,33,84,8
10214,c,32,44,95,70,19,13,63,88,38,25,59,21,71,46,96,2,52,27,78,40
10215,c,76,51,0,0,50,76,25,38,88,63,90,14,65,14,65,39,90,27,77,2
10216,c,13,19,69,95,44,31,82,57,6,9,52,46,96,21,71,8,58,33,84,36
10217,c,60,85,35,47,98,73,22,16,66,91,87,11,62,24,74,49,99,5,55,30
10218,c,41,28,79,54,3,5,55,80,30,43,81,43,93,17,68,38,88,13,63,0
10219,c,93,68,17,24,74,99,49,36,87,61,51,25,76,19,69,44,95,32,82,6
10220,c,11,8,58,84,33,46,96,71,20,14,57,10,60,35,85,47,98,22,73,28
10221,c,65,90,39,27,77,52,2,2,53,78,79,3,54,16,66,41,92,26,77,1
10222,c,28,40,91,65,15,21,72,97,46,34,51,13,64,39,89,7,58,32,83,45
10223,c,84,59,9,12,62,88,37,50,100,75,96,20,70,23,73,48,99,36,86,10
10224,c,24,18,69,94,43,31,81,56,5,4,61,42,92,17,67,4,54,29,80,2
10225,c,54,80,29,42,92,67,16,23,73,99,53,28,78,40,91,15,66,34,84,9
10226,c,48,35,86,61,10,7,58,83,32,45,59,21,72,47,97,50,100,24,75,12
10227,c,95,70,20,13,64,89,39,26,76,51,62,37,88,18,69,43,94,31,81,6
10228,c,1,0,51,76,26,38,89,63,13,19,56,44,94,19,69,6,56,31,82,12
10229,c,70,95,45,32,82,57,7,10,60,86,63,38,88,25,75,0,50,3,53,28
10230,c,35,48,98,73,22,16,67,92,41,29,79,41,91,15,66,34,85,9,60,22
10231,c,79,54,3,5,56,81,30,43,93,68,72,47,97,20,71,45,96,33,83,8
10232,c,18,24,74,100,49,37,87,62,11,8,58,39,90,14,64,1,52,26,77,30
10233,c,59,84,33,46,97,71,21,15,65,90,80,4,55,17,67,42,93,11,61,36
10234,c,40,27,78,52,2,1,52,77,26,39,86,49,99,23,74,8,59,34,84,46
10235,c,89,64,14,20,71,96,45,33,83,58,97,21,71,27,78,2,53,15,65,40
10236,c,7,11,61,86,36,48,99,74,23,17,90,43,94,18,68,5,56,30,81,24
10237,c,67,93,42,30,80,55,4,3,53,78,75,49,100,37,87,11,62,32,82,7
10238,c,28,41,91,66,15,22,72,97,47,34,57,19,70,45,95,0,51,26,76,38
10239,c,85,59,9,6,56,82,31,44,94,69,89,13,64,16,67,41,92,29,79,4
10240,c,18,12,63,88,37,25,75,50,0,0,54,48,98,23,73,10,60,35,86,32
10241,c,50,75,25,37,88,63,12,18,69,94,83,7,57,20,70,45,95,1,51,26
10242,c,44,31,82,56,6,9,60,85,34,47,76,38,89,13,64,16,67,42,92,29
10243,c,97,72,22,15,66,91,41,28,78,53,80,4,54,48,98,23,73,10,61,35
10244,c,3,4,55,80,30,42,93,67,17,23,86,9,59,34,84,46,97,21,72,27
10245,c,74,99,48,36,86,61,11,7,58,83,78,2,53,15,65,40,91,43,94,18
10246,c,33,45,96,71,20,14,64,89,39,26,68,5,56,31,81,24,75,50,100,37
10247,c,77,52,1,2,52,78,27,40,90,65,87,12,62,20,71,46,96,33,83,8
10248,c,15,21,71,97,46,33,84,59,8,11,58,39,90,14,65,1,52,27,77,30
10249,c,62,87,37,49,100,74,24,18,68,93,80,5,55,17,68,42,93,11,61,36
10250,c,43,30,81,56,5,3,54,79,29,41,87,49,99,24,74,44,95,19,69,6
10251,c,92,67,16,22,73,98,48,35,86,60,57,31,82,12,63,38,88,25,76,0
10252,c,10,7,57,82,32,45,95,70,19,13,50,3,53,28,79,41,91,16,66,35
10253,c,63,89,38,26,76,51,0,1,51,76,85,9,60,22,72,47,98,3,53,28
10254,c,26,39,89,64,13,20,70,95,45,32,78,40,91,15,66,34,85,9,59,22
10255,c,83,58,7,10,61,86,35,48,99,73,72,47,97,50,100,25,75,12,63,37
10256,c,23,17,67,92,42,29,80,54,4,5,88,18,69,44,94,31,81,6,56,26
10257,c,56,81,31,43,94,69,18,24,75,100,77,1,52,14,64,39,89,7,58,33
10258,c,50,37,88,62,12,9,59,84,34,46,83,45,96,20,70,23,74,48,99,36
10259,c,97,72,21,15,65,91,40,28,78,53,86,10,61,42,93,17,67,4,55,29
10260,c,2,2,52,77,27,39,90,65,14,20,80,38,89,13,63,0,51,25,76,19
10261,c,71,96,46,33,84,58,8,11,61,87,70,44,95,32,82,7,57,10,60,35
10262,c,36,49,99,74,24,17,68,93,43,30,85,48,98,22,73,29,79,3,54,16
10263,c,80,55,5,3,54,79,28,41,91,66,66,41,92,14,65,40,90,27,78,2
10264,c,16,22,73,98,47,35,85,60,9,6,52,46,96,21,71,8,59,33,84,37
10265,c,57,82,32,44,95,69,19,13,63,88,87,11,62,24,74,49,100,5,55,30
10266,c,38,25,76,50,0,0,51,76,25,38,81,43,93,18,68,17,68,43,93,30
10267,c,89,63,13,19,70,95,44,32,82,57,81,5,55,49,99,24,74,11,62,36
10268,c,6,10,60,85,35,47,98,73,22,16,87,33,84,8,58,21,71,46,96,2
10269,c,66,92,41,29,79,54,3,5,55,81,52,27,77,39,90,14,65,41,92,16
10270,c,30,43,93,68,17,24,74,100,49,36,66,3,54,28,79,22,73,47,98,35
10271,c,87,62,11,8,59,84,33,46,96,71,85,9,60,6,57,32,82,44,95,19
10272,c,21,14,65,90,40,27,77,52,2,3,69,25,76,0,51,13,63,38,88,29
10273,c,53,78,28,40,91,66,15,21,72,97,80,4,54,17,67,42,92,10,61,36
10274,c,47,34,85,59,9,12,62,88,37,50,86,48,99,23,73,20,70,45,95,32
10275,c,100,75,25,18,69,94,44,31,81,56,83,7,58,39,89,13,64,1,51,26
10276,c,6,4,55,80,29,42,92,67,17,23,77,6,56,31,81,43,94,18,69,37
10277,c,74,99,48,36,86,61,10,7,58,83,88,12,62,24,75,50,100,47,97,21
10278,c,32,45,96,70,20,14,64,89,39,26,72,9,59,34,84,15,66,40,91,28
10279,c,77,51,1,1,51,76,26,38,89,64,78,2,53,47,97,22,72,9,60,34
10280,c,13,19,70,95,45,32,83,57,7,10,85,15,66,41,91,28,79,3,53,0
10281,c,60,86,35,48,98,73,23,16,67,92,50,25,75,38,88,12,63,31,82,6
10282,c,42,29,79,54,4,5,56,81,31,43,56,19,69,44,94,23,74,49,99,36
10283,c,94,68,18,24,75,100,49,37,87,62,86,11,61,42,93,17,67,4,55,30
10284,c,12,8,59,84,34,46,97,72,21,15,80,26,77,1,52,14,64,39,90,8
10285,c,65,90,40,27,78,53,2,1,52,77,58,33,83,45,96,20,71,11,62,37
10286,c,27,39,90,64,14,20,71,96,46,33,87,49,100,24,75,30,81,5,56,18
10287,c,83,58,8,11,61,87,36,49,99,74,68,43,94,40,90,15,65,2,52,27
10288,c,23,17,68,93,42,30,80,55,4,3,78,21,71,46,97,34,84,8,59,35
10289,c,53,79,28,41,91,66,16,22,72,98,86,10,60,23,73,48,98,4,54,29
10290,c,47,34,85,60,9,6,57,82,31,44,79,41,92,16,67,13,64,38,89,26
10291,c,94,69,19,12,63,88,38,25,75,50,76,0,51,45,95,19,70,7,57,32
10292,c,0,0,50,76,25,38,88,63,12,19,82,7,57,32,83,45,95,19,70,26
10293,c,69,95,44,31,82,57,6,9,60,85,76,1,51,13,64,38,89,42,92,16
10294,c,35,47,98,72,22,16,66,91,41,28,67,4,54,29,79,23,73,48,98,35
10295,c,79,53,3,5,55,80,30,42,93,68,86,10,60,34,84,8,59,21,72,46
10296,c,17,24,74,99,49,36,87,61,11,8,97,2,53,27,78,40,90,15,65,18
10297,c,58,83,33,46,96,71,20,14,65,90,68,43,94,31,81,5,56,49,100,24
10298,c,39,27,77,52,1,2,53,78,27,40,75,12,62,37,87,45,96,20,71,8
10299,c,91,65,15,21,72,97,46,34,84,59,58,33,83,14,64,39,90,27,77,1
10300,c,9,12,62,87,37,50,100,75,24,18,52,4,55,30,80,42,93,17,68,36
10301,c,68,94,43,31,81,56,5,4,54,80,87,11,61,23,74,49,99,19,69,44
10302,c,29,42,92,67,16,23,73,98,48,35,94,31,82,6,57,38,88,12,63,0
10303,c,86,61,10,7,57,83,32,45,95,70,50,25,75,28,79,3,53,16,66,41
10304,c,20,13,64,89,39,26,76,51,1,1,91,9,60,34,85,47,98,22,72,28
10305,c,52,77,26,39,89,64,14,20,70,96,78,2,53,15,66,40,91,9,59,34
10306,c,45,33,83,58,7,10,61,86,36,48,85,47,97,21,72,25,75,50,100,37
10307,c,99,74,23,17,67,93,42,29,80,55,88,12,62,44,94,18,69,6,56,31
