id,sobol_block,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10
20036,e,4,6,56,81,31,44,94,69,18,25,57,37,87,12,62,24,75,49,100,5
20037,e,75,100,50,37,88,62,12,9,59,85,56,30,81,43,94,18,68,15,65,40
20038,e,34,47,97,72,21,15,66,91,40,28,90,27,78,2,53,46,97,21,72,8
20039,e,78,53,2,2,52,77,27,40,90,65,59,34,84,49,99,23,74,11,61,36
20040,e,14,21,71,96,46,33,84,59,8,11,87,17,68,42,93,30,80,4,55,1
20041,e,62,87,36,49,100,74,24,17,68,93,52,27,77,39,90,14,64,33,83,8
20042,e,43,30,81,55,5,3,54,79,29,41,58,20,71,45,96,22,72,47,98,34
20043,e,92,66,16,22,73,98,47,35,85,60,85,9,60,41,91,16,66,3,53,28
20044,e,10,6,57,82,32,44,95,70,19,13,79,25,75,0,50,12,63,38,88,6
20045,e,63,88,38,25,76,51,0,0,50,76,57,31,82,44,94,19,69,18,69,44
20046,e,25,38,88,63,13,19,69,95,44,31,94,31,82,6,56,37,88,12,63,0
20047,e,82,57,6,9,60,85,35,47,98,73,50,25,75,28,78,3,53,15,66,41
20048,e,22,16,66,91,41,28,79,54,3,5,91,9,59,34,85,47,97,22,72,45
20049,e,55,80,30,43,93,68,17,24,74,99,96,20,71,7,58,33,83,14,64,39
20050,e,49,36,87,61,11,8,58,84,33,46,89,26,77,1,52,4,55,30,80,42
20051,e,96,71,20,14,65,90,39,27,77,52,93,17,67,36,86,11,61,23,74,48
20052,e,2,2,53,78,28,40,91,65,15,21,99,33,84,8,59,21,71,46,97,2
20053,e,72,97,46,34,84,59,9,12,62,87,52,27,78,40,90,15,65,18,68,43
20054,e,37,50,100,75,24,18,69,94,43,31,93,30,81,5,56,49,100,24,74,11
20055,e,81,56,5,4,54,80,29,42,92,67,62,37,87,7,57,32,82,45,95,19
20056,e,16,23,73,99,48,35,86,61,10,7,70,26,76,0,51,13,63,38,89,41
20057,e,58,83,32,45,95,70,20,13,64,89,92,16,67,3,54,29,79,22,73,48
20058,e,39,26,76,51,1,0,51,76,26,38,98,35,86,10,60,39,90,14,65,2
20059,e,89,63,13,19,70,95,45,32,82,57,52,27,77,20,71,46,96,33,84,8
20060,e,7,10,60,86,35,48,98,73,22,16,58,11,61,36,87,49,99,24,74,30
20061,e,67,92,41,29,79,54,3,5,56,81,80,5,55,17,68,43,93,13,63,38
20062,e,30,43,93,68,18,24,74,100,49,37,88,25,76,0,50,44,95,19,69,6
20063,e,87,62,11,8,59,84,33,46,97,71,57,31,82,35,85,9,60,22,73,47
20064,e,21,15,65,90,40,27,78,52,2,1,98,3,54,28,79,41,91,16,66,1
20065,e,52,77,26,39,89,64,14,20,71,96,51,26,76,39,89,13,64,32,83,7
20066,e,45,33,83,58,7,11,61,86,36,48,58,20,70,45,95,48,99,23,73,10
20067,e,99,74,23,17,67,93,42,30,80,55,61,35,86,16,67,42,92,29,80,4
20068,e,4,3,53,78,28,41,91,66,15,22,54,28,78,2,53,15,65,40,91,9
20069,e,72,97,47,34,85,59,9,6,56,82,59,34,84,46,97,21,72,24,75,50
20070,e,31,44,94,69,18,12,63,88,37,25,100,37,87,12,62,43,94,18,69,5
20071,e,75,50,0,0,50,75,25,37,88,63,56,31,81,28,78,2,53,15,66,40
20072,e,12,18,69,94,44,31,82,56,6,9,91,9,59,34,85,47,97,21,72,25
20073,e,60,85,34,47,97,72,22,15,66,91,75,50,100,37,88,12,62,44,94,18
20074,e,41,28,78,53,3,4,55,80,30,42,69,6,56,31,81,1,51,26,77,39
20075,e,93,67,17,23,74,99,48,36,86,61,89,14,64,32,83,7,58,20,70,45
20076,e,11,7,58,83,33,45,96,71,20,14,96,48,99,23,73,10,61,36,86,17
20077,e,64,89,39,26,77,52,1,2,52,78,67,42,92,29,80,4,55,13,63,38
20078,e,27,40,90,65,15,21,71,97,46,33,88,25,76,0,51,44,95,19,70,6
20079,e,84,59,8,11,62,87,37,49,100,74,57,32,82,35,85,10,60,22,73,47
20080,e,24,18,68,93,43,30,81,56,5,3,98,3,54,29,79,41,92,16,66,40
20081,e,54,79,29,41,92,67,16,22,73,98,90,14,65,2,52,27,77,21,71,46
20082,e,48,35,86,60,10,7,57,82,32,45,96,33,84,8,58,11,62,36,87,49
20083,e,95,70,19,13,63,89,38,26,76,51,100,24,74,30,81,5,55,17,68,43
20084,e,0,1,51,76,26,39,89,64,13,20,93,7,57,32,83,45,95,19,70,26
20085,e,70,95,45,32,83,58,7,10,61,86,76,1,51,13,64,38,89,42,92,16
20086,e,35,48,99,73,23,17,67,92,42,29,67,4,54,29,79,23,73,48,98,35
20087,e,80,54,4,5,56,81,31,43,94,69,86,10,60,34,84,8,59,21,72,46
20088,e,18,24,75,100,50,37,88,62,12,9,97,2,53,27,78,40,90,15,65,18
20089,e,59,84,34,46,97,72,21,15,65,91,68,43,94,30,81,5,56,49,100,24
20090,e,40,28,78,53,2,2,52,77,27,39,75,12,62,37,87,45,96,20,71,8
20091,e,90,65,14,20,71,96,46,33,84,58,58,33,83,14,64,39,90,27,77,1
20092,e,8,11,61,87,36,49,99,74,24,17,52,4,55,30,80,42,93,17,68,36
20093,e,68,93,43,30,80,55,5,3,54,79,86,11,61,23,74,49,99,19,69,44
20094,e,28,41,91,66,16,22,73,98,47,35,94,31,82,6,57,38,88,12,63,0
20095,e,85,60,9,6,57,82,31,44,95,69,50,25,75,28,79,3,53,15,66,41
20096,e,19,13,63,88,38,25,76,50,0,0,91,9,60,34,85,47,98,22,72,22
20097,e,51,76,25,38,88,63,13,19,70,95,72,47,97,34,85,9,59,41,91,15
20098,e,44,32,82,57,6,10,60,85,35,47,66,3,53,28,78,25,75,0,50,12
20099,e,98,73,22,16,66,92,41,29,79,54,63,37,88,6,56,31,82,44,94,18
20100,e,3,5,55,81,30,43,93,68,17,24,69,48,99,23,74,11,61,36,86,17
20101,e,74,100,49,36,87,62,11,8,59,84,67,42,93,30,80,4,55,1,52,26
20102,e,33,46,96,71,21,14,65,90,40,27,77,39,89,14,64,33,83,7,58,20
20103,e,77,52,2,3,53,78,28,40,91,66,71,45,96,37,87,11,62,24,74,49
20104,e,15,21,72,97,47,34,85,59,9,12,100,5,56,30,81,43,93,18,68,15
20105,e,62,88,37,50,100,75,25,18,69,94,65,40,90,27,78,2,52,46,97,21
20106,e,44,31,81,56,6,4,55,80,29,42,71,8,59,33,84,10,60,35,86,48
20107,e,92,67,17,23,74,99,48,36,86,61,98,22,73,29,79,3,54,16,67,41
20108,e,10,7,58,83,32,45,96,70,20,14,92,38,89,13,63,0,51,26,76,19
20109,e,64,89,39,26,77,51,1,1,51,76,70,44,95,32,82,7,57,43,93,17
20110,e,26,38,89,64,13,19,70,95,45,32,68,5,55,30,80,24,74,49,99,36
20111,e,83,57,7,10,60,86,35,48,98,73,87,11,61,8,58,33,84,46,96,20
20112,e,23,16,67,92,42,29,79,54,4,5,71,27,77,1,52,14,65,39,90,16
20113,e,56,81,31,43,94,68,18,24,75,100,66,41,91,28,79,3,54,47,98,22
20114,e,49,37,87,62,12,8,59,84,34,46,72,9,60,35,85,31,82,6,57,19
20115,e,97,72,21,15,65,90,40,27,78,53,69,44,95,0,50,25,76,38,88,13
20116,e,2,1,52,77,27,39,90,64,14,20,63,4,54,29,80,42,92,16,67,35
20117,e,71,96,46,33,83,58,8,11,61,87,86,10,61,23,73,48,99,45,95,20
20118,e,36,49,99,74,23,17,68,93,42,30,70,7,58,32,83,13,64,39,89,26
20119,e,80,55,4,3,53,79,28,41,91,66,76,1,51,31,81,5,56,18,69,43
20120,e,16,22,72,98,47,34,85,60,9,6,94,12,62,37,87,50,100,24,75,21
20121,e,57,82,31,44,94,69,19,12,63,88,72,46,97,34,84,9,59,40,91,15
20122,e,38,25,75,50,0,0,50,76,25,38,65,2,53,28,78,3,53,28,78,40
20123,e,88,63,12,19,69,95,44,31,82,57,91,15,66,34,85,9,59,22,72,47
20124,e,6,9,60,85,35,47,98,72,22,16,97,50,100,25,75,12,63,37,88,18
20125,e,66,91,41,28,79,53,3,5,55,80,69,44,94,31,81,6,56,26,77,1
20126,e,30,42,93,68,17,24,74,99,49,36,51,14,64,39,89,7,58,33,83,45
20127,e,87,61,11,8,58,83,33,46,96,71,96,20,70,23,74,48,99,36,86,10
20128,e,20,14,65,90,39,27,77,52,1,2,61,42,93,17,67,4,55,29,80,38
20129,e,53,78,27,40,91,65,15,21,72,97,89,13,63,0,51,25,76,19,70,44
20130,e,46,34,84,59,9,12,62,87,37,50,95,32,82,7,57,10,60,35,85,48
20131,e,100,75,24,18,68,94,43,31,81,56,98,22,73,29,79,3,54,16,66,41
20132,e,5,4,54,80,29,42,92,67,16,23,92,14,65,40,90,27,78,2,52,46
20133,e,73,98,48,35,86,61,10,7,57,83,96,21,71,8,59,33,84,37,87,11
20134,e,32,45,95,70,20,13,64,89,39,26,62,24,74,49,100,5,55,30,81,43
20135,e,76,51,1,1,52,77,26,39,89,64,93,18,68,32,83,7,57,20,70,45
20136,e,14,20,70,96,45,33,83,58,7,10,95,1,51,26,76,38,89,13,64,16
20137,e,61,86,36,48,99,74,23,17,67,93,67,42,92,29,79,4,54,48,98,23
20138,e,42,29,80,55,4,6,56,81,31,44,73,10,61,35,86,8,59,34,84,46
20139,e,94,69,18,25,75,100,50,37,88,63,97,21,72,27,78,2,53,15,65,40
20140,e,12,9,59,85,34,47,97,72,22,15,91,43,94,18,68,5,56,31,81,24
20141,e,66,91,40,28,78,53,3,2,52,78,75,50,100,37,87,12,62,20,71,46
20142,e,27,40,90,65,14,21,71,96,46,33,96,33,83,8,58,39,90,14,65,1
20143,e,84,59,8,11,62,87,37,49,100,74,52,27,77,30,80,5,55,17,68,42
20144,e,24,18,68,93,43,30,81,55,5,3,93,11,61,36,87,49,99,23,74,44
20145,e,54,79,29,41,92,67,16,22,73,98,94,19,69,6,57,31,82,12,63,38
20146,e,48,35,85,60,10,7,57,82,32,44,88,25,76,0,50,3,53,28,79,41
20147,e,95,70,19,13,63,89,38,25,76,51,91,16,66,35,85,9,60,22,72,47
20148,e,0,0,51,76,25,38,88,63,13,19,98,47,97,22,72,9,60,34,85,15
20149,e,69,95,44,32,82,57,6,10,60,85,66,41,91,28,79,3,53,0,50,25
20150,e,35,47,98,73,22,16,66,92,41,28,75,37,88,12,63,31,82,6,56,19
20151,e,79,54,3,5,55,81,30,43,93,68,69,44,94,23,74,49,99,36,86,11
20152,e,17,24,74,99,49,36,87,62,11,8,61,42,93,17,67,4,55,30,80,26
20153,e,58,84,33,46,96,71,21,14,65,90,77,1,52,14,64,39,90,8,58,33
20154,e,39,27,77,52,2,2,53,78,28,40,83,45,96,20,71,11,62,37,87,49
20155,e,91,66,15,21,72,97,47,34,84,59,100,24,75,30,81,5,56,18,68,43
20156,e,9,12,62,88,37,50,100,75,24,18,94,40,90,15,65,2,52,27,78,21
20157,e,69,94,43,31,81,56,6,4,54,80,71,46,97,34,84,8,59,35,86,10
20158,e,29,42,92,67,17,23,73,99,48,36,60,22,73,48,98,4,54,29,79,41
20159,e,86,61,10,7,58,83,32,45,95,70,92,16,67,13,64,38,89,26,76,0
20160,e,20,13,64,89,39,26,77,51,1,0,51,45,95,19,70,7,57,32,82,17
20161,e,51,76,26,38,89,64,13,19,70,95,68,43,93,30,80,5,55,49,99,24
20162,e,45,32,82,57,7,10,60,86,35,48,74,11,62,36,87,33,84,8,58,21
20163,e,98,73,23,16,67,92,41,29,79,54,71,46,96,2,52,27,77,39,90,14
20164,e,4,5,56,81,30,43,94,68,18,24,65,41,92,16,66,3,54,28,79,22
20165,e,75,100,49,37,87,62,11,8,59,84,73,47,98,35,85,9,60,6,57,32
20166,e,34,46,97,71,21,15,65,90,40,27,82,44,95,19,69,25,76,0,51,13
20167,e,78,53,2,1,52,77,26,39,90,64,63,38,88,29,80,4,54,17,67,42
20168,e,14,20,71,96,45,33,83,58,8,11,92,10,61,36,86,48,99,23,73,20
20169,e,61,86,36,49,99,74,23,17,67,93,70,45,95,32,83,7,58,39,89,13
20170,e,42,30,80,55,4,3,53,79,28,41,64,1,51,26,77,6,56,31,81,43
20171,e,91,66,15,22,72,97,47,34,85,60,94,18,69,37,88,12,62,24,75,50
20172,e,9,6,56,82,31,44,94,69,19,12,100,47,97,21,72,9,59,34,84,15
20173,e,63,88,38,25,75,50,0,0,50,75,65,40,91,28,78,2,53,15,66,40
20174,e,25,38,88,63,12,19,69,94,44,31,91,28,78,3,53,47,97,22,72,9
20175,e,82,56,6,9,60,85,34,47,98,72,59,34,85,37,88,12,63,25,75,50
20176,e,22,15,66,91,41,28,79,53,3,4,100,6,56,31,82,44,94,18,69,39
20177,e,55,80,30,42,93,68,17,23,74,99,89,14,64,1,52,26,77,20,70,45
20178,e,49,36,86,61,11,8,58,83,33,45,96,33,83,7,58,11,61,36,86,48
20179,e,96,71,20,14,64,90,39,27,77,52,99,23,74,29,80,4,55,17,67,42
20180,e,1,2,53,78,27,40,90,65,15,21,93,26,76,0,51,13,63,38,89,7
20181,e,71,97,46,34,84,59,8,12,62,87,57,32,82,44,95,19,70,22,73,48
20182,e,37,49,100,75,24,18,68,94,43,30,98,35,85,10,60,41,92,16,67,3
20183,e,81,56,5,4,54,79,29,42,92,67,54,29,79,2,52,27,78,40,90,14
20184,e,16,23,73,98,48,35,86,60,10,7,65,33,84,8,59,21,71,46,97,49
20185,e,57,83,32,45,95,70,19,13,64,89,100,24,74,11,62,37,87,18,68,43
20186,e,38,26,76,51,0,1,51,77,26,39,93,30,81,5,55,45,95,20,70,7
20187,e,89,64,14,20,70,96,45,32,83,58,57,32,83,13,64,39,89,26,76,1
20188,e,7,10,61,86,36,48,99,73,23,17,51,4,54,29,80,42,92,16,67,35
20189,e,67,92,42,29,80,55,4,6,56,81,86,10,61,23,73,48,98,21,72,46
20190,e,31,43,94,69,18,25,75,100,50,37,97,34,84,9,59,40,91,15,65,2
20191,e,88,62,12,9,59,85,34,47,97,72,53,27,78,31,81,5,56,18,69,43
20192,e,21,15,66,91,40,28,78,53,2,2,94,12,62,37,87,50,100,24,75,8
20193,e,52,77,27,40,90,65,14,21,71,96,58,33,83,46,96,20,71,27,77,1
20194,e,46,33,84,58,8,11,62,87,36,49,52,14,65,39,90,42,93,17,68,5
20195,e,99,74,24,17,68,93,43,30,81,55,55,30,80,24,74,49,99,36,87,11
20196,e,5,3,54,79,28,41,92,66,16,22,61,31,82,6,57,19,69,44,95,0
20197,e,73,98,47,35,85,60,10,6,57,82,50,25,76,38,88,12,63,16,66,41
20198,e,32,44,95,70,19,13,63,88,38,25,91,28,79,3,54,47,98,22,72,9
20199,e,76,51,0,0,51,76,26,38,89,63,60,35,85,34,85,9,60,22,72,47
20200,e,13,19,70,95,44,32,82,57,7,10,97,3,53,28,79,41,91,15,66,12
20201,e,60,85,35,48,98,73,22,16,67,92,63,38,88,25,75,0,50,44,94,19
20202,e,41,29,79,54,3,5,56,81,30,43,69,6,56,31,82,11,61,36,86,49
20203,e,93,68,18,24,74,100,49,37,87,62,99,23,74,30,80,4,55,17,68,42
20204,e,11,8,59,84,33,46,97,71,21,14,93,39,90,14,64,1,52,26,77,20
20205,e,65,90,40,27,78,52,2,3,53,78,71,45,96,33,83,8,58,24,75,49
20206,e,28,41,91,66,15,22,72,97,47,34,100,37,87,12,62,43,94,18,68,5
20207,e,85,59,9,12,63,88,37,50,100,75,56,30,81,27,78,2,53,15,65,40
20208,e,25,18,69,94,44,31,82,56,6,4,90,8,59,34,84,46,97,21,71,48
20209,e,55,80,29,42,93,67,17,23,74,99,98,23,73,10,60,35,86,16,67,41
20210,e,48,36,86,61,11,7,58,83,33,45,92,29,79,4,54,0,51,26,76,38
20211,e,96,71,20,14,64,89,39,26,77,52,89,13,64,32,83,7,57,19,70,45
20212,e,1,1,51,76,26,39,89,64,13,20,95,5,55,30,81,43,93,17,68,36
20213,e,70,95,45,32,83,57,7,10,61,86,87,11,62,24,74,49,99,46,96,21
20214,e,35,48,99,73,23,16,67,92,42,29,71,8,58,33,84,14,65,40,90,27
20215,e,80,54,4,5,56,81,31,43,94,69,77,2,52,28,79,3,54,16,66,41
20216,e,18,24,75,100,50,37,87,62,12,9,92,10,60,35,85,47,98,22,73,19
20217,e,59,84,34,46,97,72,21,15,65,91,69,44,95,32,82,6,57,38,88,13
20218,e,40,28,78,53,2,1,52,77,27,39,63,0,51,25,76,42,92,17,67,4
20219,e,90,65,14,20,71,96,46,33,84,58,54,29,80,23,73,48,99,36,86,10
20220,e,8,11,61,87,36,49,99,74,24,17,61,7,58,32,83,45,96,20,70,26
20221,e,68,93,42,30,80,55,5,3,54,79,77,1,51,13,64,39,89,18,69,43
20222,e,28,41,91,66,16,22,72,98,47,35,94,31,81,6,56,50,100,25,75,12
20223,e,85,60,9,6,57,82,31,44,95,69,62,37,88,34,84,9,59,21,72,47
20224,e,19,13,63,88,38,25,76,50,0,0,97,2,53,28,78,40,91,15,66,40
20225,e,50,76,25,38,88,63,12,19,69,94,91,15,66,3,53,28,78,21,72,47
20226,e,44,31,82,57,6,9,60,85,35,47,97,34,85,9,59,12,62,37,88,50
20227,e,98,72,22,16,66,91,41,28,79,53,100,25,75,31,81,6,56,18,69,44
20228,e,3,5,55,80,30,42,93,68,17,23,94,14,64,39,89,26,77,1,51,45
20229,e,74,99,49,36,87,61,11,8,58,83,96,20,70,7,58,33,83,36,86,10
20230,e,33,46,96,71,20,14,64,90,39,27,61,23,74,48,99,4,55,29,80,42
20231,e,77,52,1,2,53,78,27,40,91,65,92,17,67,0,51,25,76,38,89,13
20232,e,15,21,72,97,46,34,84,59,8,12,63,32,82,6,57,19,70,44,95,47
20233,e,62,87,37,49,100,75,24,18,68,94,98,22,73,10,60,35,85,16,66,41
20234,e,43,31,81,56,5,4,54,79,29,42,92,29,79,3,54,27,77,2,52,14
20235,e,92,67,16,23,73,98,48,35,86,61,65,40,90,8,59,33,84,46,96,21
20236,e,10,7,57,83,32,45,95,70,20,13,71,24,74,49,100,36,87,11,62,43
20237,e,64,89,38,26,76,51,1,1,51,77,93,18,68,5,55,30,81,19,70,45
20238,e,26,39,89,64,14,20,70,96,45,33,95,32,83,7,57,38,89,13,64,1
20239,e,83,58,7,10,61,86,36,48,99,74,51,26,76,29,79,4,54,16,67,42
20240,e,23,17,67,92,42,29,80,55,4,6,92,10,61,35,86,48,98,23,73,46
20241,e,56,81,31,44,94,69,18,25,75,100,97,21,72,8,59,34,84,15,65,40
20242,e,50,37,88,63,12,9,59,85,34,47,90,27,78,2,53,5,56,31,81,43
20243,e,97,72,21,15,66,91,40,28,78,53,94,18,68,37,87,12,62,24,75,49
20244,e,3,2,52,78,27,40,90,65,14,21,100,33,83,8,58,20,71,46,96,1
20245,e,71,96,46,33,84,59,8,11,62,87,52,27,77,39,90,14,64,17,68,42
20246,e,36,49,100,74,24,18,68,93,43,30,93,30,80,5,55,49,99,23,74,11
20247,e,81,55,5,3,54,79,29,41,92,66,61,36,87,6,57,31,82,44,94,19
20248,e,16,22,73,98,48,35,85,60,10,7,69,25,76,0,50,12,63,38,88,41
20249,e,57,82,32,44,95,70,19,13,63,89,91,16,66,3,53,28,79,22,72,47
20250,e,38,25,76,51,0,0,50,76,25,38,98,34,85,9,60,9,60,34,85,47
20251,e,88,63,13,19,69,95,44,32,82,57,97,22,72,28,78,3,53,15,66,41
20252,e,6,9,60,85,35,47,98,73,22,16,91,37,88,12,63,0,50,25,75,19
20253,e,66,92,41,28,79,54,3,5,55,80,69,44,94,31,82,6,56,36,86,11
20254,e,30,43,93,68,17,24,74,99,49,36,61,23,74,48,99,4,55,30,80,42
20255,e,87,62,11,8,58,84,33,46,96,71,93,17,67,14,64,39,90,26,77,1
20256,e,21,14,65,90,39,27,77,52,2,2,52,45,96,20,71,7,58,33,83,49
20257,e,53,78,28,40,91,65,15,21,72,97,100,24,75,11,62,37,87,18,68,43
20258,e,47,34,84,59,9,12,62,88,37,50,93,30,81,5,56,2,52,27,78,40
20259,e,100,75,24,18,69,94,43,31,81,56,90,15,65,33,84,8,59,21,71,46
20260,e,6,4,54,80,29,42,92,67,17,23,97,22,73,48,98,35,86,10,60,41
20261,e,73,99,48,35,86,61,10,7,58,83,92,16,67,4,54,29,79,26,76,0
20262,e,32,45,95,70,20,13,64,89,39,26,51,13,63,38,89,7,57,32,82,45
20263,e,77,51,1,0,51,76,26,38,89,63,95,19,70,30,80,5,55,17,68,43
20264,e,13,19,70,95,45,32,82,57,7,10,93,11,62,36,87,49,99,24,74,20
20265,e,60,86,35,48,98,73,22,16,67,92,71,46,96,33,84,8,58,39,90,14
20266,e,41,29,79,54,4,5,56,81,30,43,65,2,52,27,77,3,54,28,79,41
20267,e,93,68,18,24,75,100,49,37,87,62,91,16,66,35,85,9,60,22,73,47
20268,e,11,8,59,84,34,46,97,71,21,15,98,44,95,19,69,6,57,32,82,13
20269,e,65,90,40,27,78,52,2,1,52,77,63,38,88,25,76,0,50,17,67,42
20270,e,26,39,90,64,14,20,71,96,45,33,92,29,80,4,54,48,99,23,73,10
20271,e,83,58,7,11,61,86,36,49,99,74,61,35,86,32,83,7,58,20,70,45
20272,e,23,17,67,93,42,30,80,55,4,3,95,1,51,26,76,39,89,13,64,43
20273,e,53,78,28,41,91,66,15,22,72,97,94,18,69,5,56,31,81,24,75,50
20274,e,47,34,85,60,9,6,56,82,31,44,100,37,88,12,62,9,59,34,84,47
20275,e,94,69,19,12,63,88,37,25,75,50,97,21,72,28,78,2,53,15,65,40
20276,e,0,0,50,75,25,37,88,63,12,19,91,9,59,34,85,47,97,22,72,28
20277,e,69,94,44,31,82,56,6,9,60,85,78,3,53,15,66,40,91,44,94,18
20278,e,34,47,97,72,22,15,66,91,41,28,69,6,56,31,81,25,75,50,100,37
20279,e,78,53,3,4,55,80,30,42,93,67,88,12,63,33,83,7,58,20,70,45
20280,e,17,23,74,99,48,36,86,61,11,7,96,1,52,26,77,39,89,14,64,17
20281,e,58,83,33,45,96,71,20,14,64,90,67,42,93,29,80,4,55,48,99,23
20282,e,39,26,77,52,1,2,52,78,27,40,74,10,61,36,86,44,95,19,70,7
20283,e,90,65,15,21,71,97,46,33,84,59,57,32,82,13,63,38,89,25,76,0
20284,e,8,11,62,87,37,49,100,75,24,18,51,3,54,29,79,41,92,16,67,35
20285,e,68,93,43,30,81,56,5,4,54,79,85,10,60,22,73,48,98,21,71,46
20286,e,29,41,92,67,16,22,73,98,48,35,96,33,84,8,59,40,90,14,65,2
20287,e,86,60,10,7,57,82,32,45,95,70,52,27,78,30,81,5,55,18,68,43
20288,e,19,13,63,89,38,26,76,51,0,1,93,11,62,37,87,49,100,24,74,26
20289,e,51,76,26,39,89,64,13,20,70,95,76,1,51,13,64,38,89,7,57,32
20290,e,45,32,83,58,7,10,61,86,35,48,83,45,95,20,70,23,73,48,98,35
20291,e,99,73,23,17,67,92,42,29,80,54,86,10,61,42,92,16,67,4,54,29
20292,e,4,5,56,81,31,43,94,69,18,24,80,2,53,27,78,40,91,15,65,34
20293,e,75,100,50,37,88,62,12,9,59,84,84,9,59,21,72,46,97,50,100,24
20294,e,34,47,97,72,21,15,65,91,40,28,75,12,62,37,87,18,68,43,94,31
20295,e,78,53,2,2,52,77,27,39,90,65,81,5,56,14,65,39,90,27,77,1
20296,e,14,20,71,96,46,33,84,58,8,11,52,46,96,20,71,8,58,33,83,36
20297,e,62,87,36,49,99,74,24,17,68,93,87,11,61,24,74,49,99,5,55,30
20298,e,43,30,80,55,5,3,54,79,28,41,80,42,93,17,68,38,88,12,63,0
20299,e,91,66,16,22,73,98,47,35,85,60,50,25,76,19,69,44,95,31,82,6
20300,e,9,6,57,82,32,44,95,69,19,13,57,9,60,35,85,47,98,22,72,28
20301,e,63,88,38,25,76,50,0,0,51,76,79,3,53,16,66,41,91,41,91,15
20302,e,25,38,89,63,13,19,70,95,44,32,66,3,53,28,79,22,72,47,97,34
20303,e,82,57,6,10,60,85,35,47,98,73,85,9,60,6,56,31,82,44,94,19
20304,e,22,16,66,92,41,29,79,54,3,5,69,25,75,0,50,12,63,38,88,17
20305,e,55,81,30,43,93,68,18,24,74,100,67,42,93,30,80,4,55,49,99,23
20306,e,49,36,87,62,11,8,59,84,33,46,74,11,61,36,86,33,83,8,58,20
20307,e,96,71,21,14,65,90,40,27,77,52,71,45,96,1,52,26,77,39,90,14
