id,sobol_block,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10
15102,d,28,41,91,66,16,22,72,98,47,35
15103,d,85,60,9,6,57,82,31,44,95,69
15104,d,19,12,63,88,38,25,76,50,0,0
15105,d,50,75,25,38,88,63,12,19,69,94
15106,d,44,31,82,57,6,9,60,85,34,47
15107,d,98,72,22,16,66,91,41,28,79,53
15108,d,3,4,55,80,30,42,93,68,17,23
15109,d,74,99,49,36,87,61,11,8,58,83
15110,d,33,45,96,71,20,14,64,90,39,27
15111,d,77,52,1,2,53,78,27,40,90,65
15112,d,15,21,72,97,46,34,84,59,8,12
15113,d,62,87,37,49,100,75,24,18,68,94
15114,d,43,31,81,56,5,4,54,79,29,42
15115,d,92,67,16,23,73,98,48,35,86,60
15116,d,10,7,57,83,32,45,95,70,19,13
15117,d,64,89,38,26,76,51,1,1,51,77
15118,d,26,39,89,64,14,20,70,96,45,32
15119,d,83,58,7,10,61,86,36,48,99,74
15120,d,23,17,67,92,42,29,80,55,4,6
15121,d,56,81,31,44,94,69,18,25,75,100
15122,d,50,37,88,62,12,9,59,85,34,47
15123,d,97,72,21,15,66,91,40,28,78,53
15124,d,3,2,52,77,27,40,90,65,14,21
15125,d,71,96,46,33,84,59,8,11,62,87
15126,d,36,49,100,74,24,17,68,93,43,30
15127,d,81,55,5,3,54,79,29,41,92,66
15128,d,16,22,73,98,47,35,85,60,10,6
15129,d,57,82,32,44,95,70,19,13,63,88
15130,d,38,25,76,51,0,0,50,76,25,38
15131,d,88,63,13,19,69,95,44,31,82,57
15132,d,6,9,60,85,35,47,98,73,22,16
15133,d,66,91,41,28,79,54,3,5,55,80
15134,d,30,43,93,68,17,24,74,99,49,36
15135,d,87,61,11,8,58,84,33,46,96,71
15136,d,20,14,65,90,39,27,77,52,2,2
15137,d,53,78,28,40,91,65,15,21,72,97
15138,d,46,34,84,59,9,12,62,88,37,50
15139,d,100,75,24,18,69,94,43,31,81,56
15140,d,5,4,54,80,29,42,92,67,17,23
15141,d,73,99,48,35,86,61,10,7,58,83
15142,d,32,45,95,70,20,13,64,89,39,26
15143,d,76,51,1,0,51,76,26,38,89,63
15144,d,13,19,70,95,45,32,82,57,7,10
15145,d,60,86,35,48,98,73,22,16,67,92
15146,d,41,29,79,54,3,5,56,81,30,43
15147,d,93,68,18,24,74,100,49,37,87,62
15148,d,11,8,59,84,33,46,97,71,21,15
15149,d,65,90,40,27,78,52,2,1,52,77
15150,d,26,39,89,64,14,20,71,96,45,33
15151,d,83,58,7,11,61,86,36,48,99,74
15152,d,23,17,67,93,42,30,80,55,4,3
15153,d,53,78,28,41,91,66,15,22,72,97
15154,d,47,34,85,60,9,6,56,82,31,44
15155,d,94,69,18,12,63,88,37,25,75,50
15156,d,0,0,50,75,25,37,88,63,12,18
15157,d,69,94,44,31,82,56,6,9,60,85
15158,d,34,47,97,72,22,15,66,91,41,28
15159,d,78,53,3,4,55,80,30,42,93,67
15160,d,17,23,74,99,48,36,86,61,11,7
15161,d,58,83,33,45,96,71,20,14,64,89
15162,d,39,26,77,52,1,2,52,78,27,40
15163,d,90,65,15,21,71,97,46,33,84,59
15164,d,8,11,62,87,37,49,100,75,24,18
15165,d,68,93,43,30,81,56,5,4,54,79
15166,d,29,41,92,67,16,22,73,98,48,35
15167,d,86,60,10,7,57,82,32,45,95,70
15168,d,19,13,63,89,38,26,76,51,0,1
15169,d,51,76,26,39,89,64,13,20,70,95
15170,d,45,32,83,58,7,10,61,86,35,48
15171,d,99,73,23,17,67,92,42,29,80,54
15172,d,4,5,56,81,31,43,94,69,18,24
15173,d,75,100,50,37,88,62,12,9,59,84
15174,d,34,46,97,72,21,15,65,91,40,28
15175,d,78,53,2,2,52,77,27,39,90,65
15176,d,14,20,71,96,46,33,84,58,8,11
15177,d,61,87,36,49,99,74,24,17,68,93
15178,d,43,30,80,55,5,3,54,79,28,41
15179,d,91,66,16,22,73,98,47,35,85,60
15180,d,9,6,57,82,32,44,95,69,19,13
15181,d,63,88,38,25,76,50,0,0,51,76
15182,d,25,38,89,63,13,19,70,95,44,32
15183,d,82,57,6,10,60,85,35,47,98,73
15184,d,22,16,66,92,41,29,79,54,3,5
15185,d,55,81,30,43,93,68,18,24,74,100
15186,d,49,36,87,62,11,8,59,84,33,46
15187,d,96,71,21,14,65,90,40,27,77,52
15188,d,2,3,53,78,28,40,91,66,15,21
15189,d,72,97,47,34,85,59,9,12,62,88
15190,d,37,50,100,75,25,18,69,94,44,31
15191,d,81,56,6,4,55,80,29,42,92,67
15192,d,17,23,74,99,48,36,86,61,10,7
15193,d,58,83,32,45,96,70,20,14,64,89
15194,d,39,26,77,51,1,1,51,76,26,38
15195,d,89,64,13,19,70,95,45,32,83,57
15196,d,7,10,61,86,35,48,98,73,23,16
15197,d,67,92,42,29,79,54,4,5,56,81
15198,d,31,43,94,68,18,24,75,100,49,37
15199,d,87,62,12,8,59,84,34,46,97,72
15200,d,21,15,65,90,40,27,78,53,2,1
15201,d,52,77,27,39,90,64,14,20,71,96
15202,d,46,33,83,58,8,11,61,87,36,49
15203,d,99,74,23,17,68,93,42,30,80,55
15204,d,4,3,53,79,28,41,91,66,16,22
15205,d,72,98,47,34,85,60,9,6,57,82
15206,d,31,44,94,69,19,12,63,88,38,25
15207,d,75,50,0,0,50,76,25,38,88,63
15208,d,12,19,69,95,44,31,82,57,6,9
15209,d,60,85,35,47,98,72,22,16,66,91
15210,d,41,28,79,53,3,5,55,80,30,42
15211,d,93,68,17,24,74,99,49,36,87,61
15212,d,11,8,58,83,33,46,96,71,20,14
15213,d,65,90,39,27,77,52,1,2,53,78
15214,d,27,40,91,65,15,21,72,97,46,34
15215,d,84,59,9,12,62,87,37,50,100,75
15216,d,24,18,68,94,43,31,81,56,5,4
15217,d,54,80,29,42,92,67,16,23,73,98
15218,d,48,35,86,61,10,7,57,83,32,45
15219,d,95,70,20,13,64,89,39,26,76,51
15220,d,1,1,52,77,26,39,89,64,14,20
15221,d,70,96,45,33,83,58,7,11,61,86
15222,d,36,48,99,74,23,17,67,93,42,29
15223,d,80,55,4,6,56,82,31,44,94,69
15224,d,18,25,75,100,50,37,88,63,12,9
15225,d,59,85,34,47,97,72,22,15,66,91
15226,d,40,28,78,53,3,2,52,78,27,40
15227,d,90,65,14,21,71,96,46,33,84,59
15228,d,8,11,62,87,37,49,100,74,24,18
15229,d,68,93,43,30,81,55,5,3,54,79
15230,d,29,41,92,67,16,22,73,98,48,35
15231,d,85,60,10,7,57,82,32,44,95,70
15232,d,19,13,63,89,38,25,76,51,0,0
15233,d,51,76,25,38,88,63,13,19,69,95
15234,d,44,32,82,57,6,10,60,85,35,47
15235,d,98,73,22,16,66,92,41,28,79,54
15236,d,3,5,55,81,30,43,93,68,17,24
15237,d,74,99,49,36,87,62,11,8,58,84
15238,d,33,46,96,71,21,14,65,90,39,27
15239,d,77,52,2,2,53,78,28,40,91,66
15240,d,15,21,72,97,47,34,84,59,9,12
15241,d,62,88,37,50,100,75,25,18,69,94
15242,d,43,31,81,56,6,4,54,80,29,42
15243,d,92,67,17,23,73,99,48,36,86,61
15244,d,10,7,58,83,32,45,96,70,20,13
15245,d,64,89,39,26,77,51,1,0,51,76
15246,d,26,38,89,64,13,19,70,95,45,32
15247,d,82,57,7,10,60,86,35,48,98,73
15248,d,23,16,67,92,41,29,79,54,4,5
15249,d,56,81,30,43,94,68,18,24,75,100
15250,d,49,37,87,62,11,8,59,84,34,46
15251,d,97,71,21,15,65,90,40,27,78,53
15252,d,2,1,52,77,26,39,90,64,14,20
15253,d,71,96,45,33,83,58,8,11,61,86
15254,d,36,49,99,74,23,17,68,93,42,30
15255,d,80,55,4,3,53,79,28,41,91,66
15256,d,15,22,72,97,47,34,85,60,9,6
15257,d,56,82,31,44,94,69,19,12,63,88
15258,d,38,25,75,50,0,0,50,75,25,38
15259,d,88,63,12,19,69,94,44,31,82,57
15260,d,6,9,60,85,34,47,98,72,22,15
15261,d,66,91,41,28,79,53,3,4,55,80
15262,d,30,42,93,68,17,23,74,99,49,36
15263,d,86,61,11,8,58,83,33,45,96,71
15264,d,20,14,64,90,39,27,77,52,1,2
15265,d,53,78,27,40,90,65,15,21,71,97
15266,d,46,34,84,59,8,12,62,87,37,49
15267,d,100,75,24,18,68,94,43,30,81,56
15268,d,5,4,54,79,29,42,92,67,16,23
15269,d,73,98,48,35,86,60,10,7,57,83
15270,d,32,45,95,70,19,13,64,89,38,26
15271,d,76,51,0,1,51,77,26,39,89,64
15272,d,14,20,70,96,45,32,83,58,7,10
15273,d,61,86,36,48,99,73,23,17,67,92
15274,d,42,29,80,55,4,6,56,81,31,43
15275,d,94,69,18,25,75,100,50,37,88,62
15276,d,12,9,59,85,34,47,97,72,21,15
15277,d,66,91,40,28,78,53,2,2,52,77
15278,d,27,40,90,65,14,21,71,96,46,33
15279,d,84,58,8,11,62,87,36,49,100,74
15280,d,24,17,68,93,43,30,81,55,5,3
15281,d,54,79,29,41,92,66,16,22,73,98
15282,d,47,35,85,60,10,6,57,82,32,44
15283,d,95,70,19,13,63,88,38,25,76,51
15284,d,0,0,51,76,26,38,89,63,13,19
15285,d,70,95,44,32,82,57,7,10,60,85
15286,d,35,48,98,73,22,16,67,92,41,29
15287,d,79,54,3,5,56,81,30,43,93,68
15288,d,18,24,74,100,49,37,87,62,11,8
15289,d,59,84,33,46,97,71,21,14,65,90
15290,d,40,27,78,52,2,3,53,78,28,41
15291,d,91,66,15,22,72,97,47,34,85,59
15292,d,9,12,63,88,37,50,100,75,25,18
15293,d,69,94,44,31,82,56,6,4,55,80
15294,d,29,42,93,67,17,23,74,99,48,36
15295,d,86,61,11,7,58,83,33,45,96,71
15296,d,20,14,64,89,39,26,77,52,1,1
15297,d,51,76,26,39,89,64,13,20,70,95
15298,d,45,32,83,57,7,10,61,86,35,48
15299,d,99,73,23,16,67,92,42,29,80,54
15300,d,4,5,56,81,31,43,94,69,18,24
15301,d,75,100,50,37,87,62,12,9,59,84
15302,d,34,46,97,72,21,15,65,91,40,28
15303,d,78,53,2,1,52,77,27,39,90,65
15304,d,14,20,71,96,46,33,84,58,8,11
15305,d,61,87,36,49,99,74,24,17,68,93
15306,d,43,30,80,55,5,3,54,79,28,41
15307,d,91,66,16,22,72,98,47,35,85,60
15308,d,9,6,57,82,31,44,95,69,19,13
15309,d,63,88,38,25,76,50,0,0,50,76
15310,d,25,38,88,63,12,19,69,94,44,31
15311,d,82,57,6,9,60,85,35,47,98,72
15312,d,22,16,66,91,41,28,79,53,3,5
15313,d,55,80,30,42,93,68,17,23,74,99
15314,d,49,36,87,61,11,8,58,83,33,46
15315,d,96,71,20,14,64,90,39,27,77,52
15316,d,1,2,53,78,27,40,91,65,15,21
15317,d,72,97,46,34,84,59,8,12,62,87
15318,d,37,50,100,75,24,18,68,94,43,31
15319,d,81,56,5,4,54,79,29,42,92,67
15320,d,16,23,73,98,48,35,86,61,10,7
15321,d,57,83,32,45,95,70,20,13,64,89
15322,d,38,26,76,51,1,1,51,77,26,39
15323,d,89,64,14,20,70,96,45,33,83,58
15324,d,7,10,61,86,36,48,99,74,23,17
15325,d,67,93,42,29,80,55,4,6,56,81
15326,d,31,44,94,69,18,25,75,100,50,37
15327,d,88,63,12,9,59,85,34,47,97,72
15328,d,21,15,66,91,40,28,78,53,3,2
15329,d,52,78,27,40,90,65,14,21,71,96
15330,d,46,33,84,59,8,11,62,87,36,49
15331,d,100,74,24,18,68,93,43,30,81,55
15332,d,5,3,54,79,29,41,92,66,16,22
15333,d,73,98,48,35,85,60,10,7,57,82
15334,d,32,44,95,70,19,13,63,89,38,25
15335,d,76,51,0,0,50,76,25,38,88,63
15336,d,13,19,69,95,44,32,82,57,6,9
15337,d,60,85,35,47,98,73,22,16,66,92
15338,d,41,28,79,54,3,5,55,80,30,43
15339,d,93,68,17,24,74,99,49,36,87,62
15340,d,11,8,58,84,33,46,96,71,21,14
15341,d,65,90,39,27,77,52,2,2,53,78
15342,d,28,40,91,65,15,21,72,97,47,34
15343,d,84,59,9,12,62,88,37,50,100,75
15344,d,24,18,69,94,43,31,81,56,6,4
15345,d,54,80,29,42,92,67,17,23,73,99
15346,d,48,36,86,61,10,7,58,83,32,45
15347,d,95,70,20,13,64,89,39,26,77,51
15348,d,1,0,51,76,26,38,89,64,13,19
15349,d,70,95,45,32,82,57,7,10,60,86
15350,d,35,48,98,73,22,16,67,92,41,29
15351,d,79,54,4,5,56,81,30,43,93,68
15352,d,18,24,75,100,49,37,87,62,11,8
15353,d,59,84,34,46,97,71,21,15,65,90
15354,d,40,27,78,52,2,1,52,77,26,39
15355,d,90,64,14,20,71,96,45,33,83,58
15356,d,7,11,61,86,36,49,99,74,23,17
15357,d,67,93,42,30,80,55,4,3,53,78
15358,d,28,41,91,66,15,22,72,97,47,34
15359,d,85,60,9,6,56,82,31,44,94,69
15360,d,19,12,63,88,37,25,75,50,0,0
15361,d,50,75,25,37,88,63,12,19,69,94
15362,d,44,31,82,56,6,9,60,85,34,47
15363,d,97,72,22,15,66,91,41,28,78,53
15364,d,3,4,55,80,30,42,93,67,17,23
15365,d,74,99,48,36,86,61,11,7,58,83
15366,d,33,45,96,71,20,14,64,90,39,26
15367,d,77,52,1,2,52,78,27,40,90,65
15368,d,15,21,71,97,46,34,84,59,8,11
15369,d,62,87,37,49,100,75,24,18,68,93
15370,d,43,30,81,56,5,4,54,79,29,41
15371,d,92,67,16,22,73,98,48,35,86,60
15372,d,10,7,57,82,32,45,95,70,19,13
15373,d,63,89,38,26,76,51,0,1,51,77
15374,d,26,39,89,64,13,20,70,95,45,32
15375,d,83,58,7,10,61,86,35,48,99,73
15376,d,23,17,67,92,42,29,80,54,4,5
15377,d,56,81,31,43,94,69,18,24,75,100
15378,d,50,37,88,62,12,9,59,84,34,47
15379,d,97,72,21,15,65,91,40,28,78,53
15380,d,2,2,52,77,27,39,90,65,14,20
15381,d,71,96,46,33,84,58,8,11,62,87
15382,d,36,49,99,74,24,17,68,93,43,30
15383,d,80,55,5,3,54,79,28,41,91,66
15384,d,16,22,73,98,47,35,85,60,9,6
15385,d,57,82,32,44,95,69,19,13,63,88
15386,d,38,25,76,50,0,0,51,76,25,38
15387,d,89,63,13,19,70,95,44,32,82,57
15388,d,6,10,60,85,35,48,98,73,22,16
15389,d,66,92,41,29,79,54,3,5,55,81
15390,d,30,43,93,68,18,24,74,100,49,36
15391,d,87,62,11,8,59,84,33,46,96,71
15392,d,21,14,65,90,40,27,77,52,2,3
15393,d,53,78,28,40,91,66,15,21,72,97
15394,d,47,34,85,59,9,12,62,88,37,50
15395,d,100,75,25,18,69,94,44,31,81,56
15396,d,6,4,55,80,29,42,92,67,17,23
15397,d,74,99,48,36,86,61,10,7,58,83
15398,d,33,45,96,70,20,14,64,89,39,26
15399,d,77,51,1,1,51,76,26,38,89,64
15400,d,13,20,70,95,45,32,83,57,7,10
15401,d,61,86,35,48,98,73,23,16,67,92
15402,d,42,29,79,54,4,5,56,81,31,43
15403,d,94,68,18,24,75,100,49,37,87,62
15404,d,12,8,59,84,34,46,97,72,21,15
15405,d,65,91,40,27,78,53,2,1,52,77
15406,d,27,39,90,64,14,20,71,96,46,33
15407,d,83,58,8,11,61,87,36,49,99,74
15408,d,23,17,68,93,42,30,80,55,5,3
15409,d,53,79,28,41,91,66,16,22,72,98
15410,d,47,34,85,60,9,6,57,82,31,44
15411,d,94,69,19,12,63,88,38,25,76,50
15412,d,0,0,50,76,25,38,88,63,13,19
15413,d,69,95,44,31,82,57,6,9,60,85
15414,d,35,47,98,72,22,16,66,91,41,28
15415,d,79,54,3,5,55,80,30,42,93,68
15416,d,17,24,74,99,49,36,87,61,11,8
15417,d,58,84,33,46,96,71,20,14,65,90
15418,d,39,27,77,52,1,2,53,78,27,40
15419,d,91,65,15,21,72,97,46,34,84,59
15420,d,9,12,62,87,37,50,100,75,24,18
15421,d,69,94,43,31,81,56,5,4,54,80
15422,d,29,42,92,67,16,23,73,98,48,35
15423,d,86,61,10,7,57,83,32,45,95,70
15424,d,20,13,64,89,39,26,76,51,1,1
15425,d,52,77,26,39,89,64,14,20,70,96
15426,d,45,33,83,58,7,11,61,86,36,48
15427,d,99,74,23,17,67,93,42,29,80,55
15428,d,4,6,56,82,31,44,94,69,18,25
15429,d,75,100,50,37,88,63,12,9,59,85
15430,d,34,47,97,72,22,15,66,91,41,28
15431,d,78,53,3,2,52,78,27,40,90,65
15432,d,14,21,71,97,46,33,84,59,8,11
15433,d,62,87,37,49,100,74,24,18,68,93
15434,d,43,30,81,55,5,3,54,79,29,41
15435,d,92,67,16,22,73,98,48,35,85,60
15436,d,10,7,57,82,32,44,95,70,19,13
15437,d,63,89,38,26,76,51,0,0,51,76
15438,d,25,38,88,63,13,19,69,95,44,32
15439,d,82,57,6,10,60,85,35,47,98,73
15440,d,22,16,66,92,41,28,79,54,3,5
15441,d,55,81,30,43,93,68,17,24,74,99
15442,d,49,36,87,62,11,8,58,84,33,46
15443,d,96,71,21,14,65,90,40,27,77,52
15444,d,2,2,53,78,28,40,91,66,15,21
15445,d,72,97,47,34,84,59,9,12,62,88
15446,d,37,50,100,75,25,18,69,94,43,31
15447,d,81,56,6,4,55,80,29,42,92,67
15448,d,17,23,73,99,48,36,86,61,10,7
15449,d,58,83,32,45,96,70,20,13,64,89
15450,d,39,26,77,51,1,0,51,76,26,38
15451,d,89,64,13,19,70,95,45,32,83,57
15452,d,7,10,60,86,35,48,98,73,23,16
15453,d,67,92,41,29,79,54,4,5,56,81
15454,d,30,43,94,68,18,24,75,100,49,37
15455,d,87,62,12,8,59,84,34,46,97,71
15456,d,21,15,65,90,40,27,78,53,2,1
15457,d,52,77,27,39,90,64,14,20,71,96
15458,d,45,33,83,58,8,11,61,86,36,49
15459,d,99,74,23,17,68,93,42,30,80,55
15460,d,4,3,53,79,28,41,91,66,15,22
15461,d,72,98,47,34,85,60,9,6,56,82
15462,d,31,44,94,69,19,12,63,88,38,25
15463,d,75,50,0,0,50,75,25,37,88,63
15464,d,12,19,69,94,44,31,82,56,6,9
15465,d,60,85,34,47,97,72,22,15,66,91
15466,d,41,28,79,53,3,4,55,80,30,42
15467,d,93,67,17,23,74,99,49,36,86,61
15468,d,11,8,58,83,33,45,96,71,20,14
15469,d,64,90,39,26,77,52,1,2,52,78
15470,d,27,40,90,65,15,21,71,97,46,34
15471,d,84,59,8,11,62,87,37,49,100,75
15472,d,24,18,68,94,43,30,81,56,5,4
15473,d,54,79,29,41,92,67,16,23,73,98
15474,d,48,35,86,60,10,7,57,82,32,45
15475,d,95,70,19,13,64,89,38,26,76,51
15476,d,0,1,51,77,26,39,89,64,13,20
15477,d,70,95,45,32,83,58,7,10,61,86
15478,d,36,48,99,73,23,17,67,92,42,29
15479,d,80,54,4,6,56,81,31,43,94,69
15480,d,18,24,75,100,50,37,88,62,12,9
15481,d,59,84,34,47,97,72,21,15,66,91
15482,d,40,28,78,53,2,2,52,77,27,39
15483,d,90,65,14,21,71,96,46,33,84,58
15484,d,8,11,62,87,36,49,99,74,24,17
15485,d,68,93,43,30,80,55,5,3,54,79
15486,d,28,41,92,66,16,22,73,98,47,35
15487,d,85,60,9,6,57,82,32,44,95,69
15488,d,19,13,63,88,38,25,76,51,0,0
15489,d,51,76,25,38,89,63,13,19,70,95
15490,d,44,32,82,57,7,10,60,85,35,48
15491,d,98,73,22,16,66,92,41,29,79,54
15492,d,3,5,55,81,30,43,93,68,18,24
15493,d,74,100,49,37,87,62,11,8,59,84
15494,d,33,46,96,71,21,14,65,90,40,27
15495,d,78,52,2,3,53,78,28,40,91,66
15496,d,15,22,72,97,47,34,85,59,9,12
15497,d,63,88,37,50,100,75,25,18,69,94
15498,d,44,31,81,56,6,4,55,80,29,42
15499,d,93,67,17,23,74,99,48,36,86,61
15500,d,10,7,58,83,33,45,96,70,20,14
15501,d,64,89,39,26,77,52,1,1,51,76
15502,d,26,38,89,64,13,20,70,95,45,32
15503,d,83,57,7,10,61,86,35,48,98,73
15504,d,23,16,67,92,42,29,80,54,4,5
15505,d,56,81,31,43,94,68,18,24,75,100
15506,d,50,37,87,62,12,9,59,84,34,46
15507,d,97,72,21,15,65,91,40,27,78,53
15508,d,2,1,52,77,27,39,90,65,14,20
15509,d,71,96,46,33,83,58,8,11,61,87
15510,d,36,49,99,74,23,17,68,93,42,30
15511,d,80,55,5,3,53,79,28,41,91,66
15512,d,16,22,72,98,47,35,85,60,9,6
15513,d,57,82,31,44,94,69,19,12,63,88
15514,d,38,25,76,50,0,0,50,75,25,38
15515,d,88,63,12,19,69,94,44,31,82,57
15516,d,6,9,60,85,34,47,98,72,22,16
15517,d,66,91,41,28,79,53,3,4,55,80
15518,d,30,42,93,68,17,23,74,99,49,36
15519,d,87,61,11,8,58,83,33,45,96,71
15520,d,20,14,64,90,39,27,77,52,1,2
15521,d,53,78,27,40,90,65,15,21,72,97
15522,d,46,34,84,59,8,12,62,87,37,49
15523,d,100,75,24,18,68,94,43,30,81,56
15524,d,5,4,54,79,29,42,92,67,16,23
15525,d,73,98,48,35,86,60,10,7,57,83
15526,d,32,45,95,70,19,13,64,89,38,26
15527,d,76,51,1,1,51,77,26,39,89,64
15528,d,14,20,70,96,45,32,83,58,7,10
15529,d,61,86,36,48,99,73,23,17,67,92
15530,d,42,29,80,55,4,6,56,81,31,44
15531,d,94,69,18,25,75,100,50,37,88,62
15532,d,12,9,59,85,34,47,97,72,21,15
15533,d,66,91,40,28,78,53,2,2,52,77
15534,d,27,40,90,65,14,21,71,96,46,33
15535,d,84,59,8,11,62,87,36,49,100,74
15536,d,24,17,68,93,43,30,81,55,5,3
15537,d,54,79,29,41,92,66,16,22,73,98
15538,d,47,35,85,60,10,6,57,82,32,44
15539,d,95,70,19,13,63,88,38,25,76,51
15540,d,0,0,50,76,25,38,88,63,13,19
15541,d,69,95,44,31,82,57,6,9,60,85
15542,d,35,47,98,73,22,16,66,91,41,28
15543,d,79,54,3,5,55,80,30,43,93,68
15544,d,17,24,74,99,49,36,87,61,11,8
15545,d,58,84,33,46,96,71,20,14,65,90
15546,d,39,27,77,52,2,2,53,78,28,40
15547,d,91,65,15,21,72,97,46,34,84,59
15548,d,9,12,62,87,37,50,100,75,24,18
15549,d,69,94,43,31,81,56,5,4,54,80
15550,d,29,42,92,67,16,23,73,99,48,35
15551,d,86,61,10,7,58,83,32,45,95,70
15552,d,20,13,64,89,39,26,76,51,1,0
15553,d,51,76,26,38,89,63,13,19,70,95
15554,d,45,32,82,57,7,10,60,86,35,48
15555,d,98,73,22,16,67,92,41,29,79,54
15556,d,3,5,56,81,30,43,93,68,18,24
