id,sobol_block,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10
10042,c,39,26,77,52,1,2,52,78,27,40
10043,c,90,65,15,21,71,97,46,34,84,59
10044,c,8,11,62,87,37,49,100,75,24,18
10045,c,68,93,43,30,81,56,5,4,54,79
10046,c,29,41,92,67,16,22,73,98,48,35
10047,c,86,60,10,7,57,82,32,45,95,70
10048,c,19,13,63,89,38,26,76,51,0,1
10049,c,51,77,26,39,89,64,13,20,70,95
10050,c,45,32,83,58,7,10,61,86,35,48
10051,c,99,73,23,17,67,92,42,29,80,54
10052,c,4,6,56,81,31,43,94,69,18,24
10053,c,75,100,50,37,88,62,12,9,59,84
10054,c,34,47,97,72,21,15,65,91,40,28
10055,c,78,53,2,2,52,77,27,39,90,65
10056,c,14,20,71,96,46,33,84,58,8,11
10057,c,62,87,36,49,99,74,24,17,68,93
10058,c,43,30,80,55,5,3,54,79,28,41
10059,c,91,66,16,22,73,98,47,35,85,60
10060,c,9,6,57,82,32,44,95,69,19,13
10061,c,63,88,38,25,76,50,0,0,51,76
10062,c,25,38,89,63,13,19,70,95,44,32
10063,c,82,57,6,10,60,85,35,48,98,73
10064,c,22,16,66,92,41,29,79,54,3,5
10065,c,55,81,30,43,93,68,18,24,74,100
10066,c,49,36,87,62,11,8,59,84,33,46
10067,c,96,71,21,14,65,90,40,27,77,52
10068,c,2,3,53,78,28,40,91,66,15,21
10069,c,72,97,47,34,85,59,9,12,63,88
10070,c,37,50,100,75,25,18,69,94,44,31
10071,c,81,56,6,4,55,80,29,42,92,67
10072,c,17,23,74,99,48,36,86,61,10,7
10073,c,58,83,33,45,96,70,20,14,64,89
10074,c,39,26,77,51,1,1,51,76,26,38
10075,c,89,64,13,20,70,95,45,32,83,57
10076,c,7,10,61,86,35,48,98,73,23,16
10077,c,67,92,42,29,79,54,4,5,56,81
10078,c,31,43,94,68,18,24,75,100,49,37
10079,c,87,62,12,8,59,84,34,46,97,72
10080,c,21,15,65,91,40,27,78,53,2,1
10081,c,52,77,27,39,90,64,14,20,71,96
10082,c,46,33,83,58,8,11,61,87,36,49
10083,c,99,74,23,17,68,93,42,30,80,55
10084,c,5,3,53,79,28,41,91,66,16,22
10085,c,72,98,47,34,85,60,9,6,57,82
10086,c,31,44,94,69,19,12,63,88,38,25
10087,c,76,50,0,0,50,76,25,38,88,63
10088,c,13,19,69,95,44,31,82,57,6,9
10089,c,60,85,35,47,98,72,22,16,66,91
10090,c,41,28,79,54,3,5,55,80,30,42
10091,c,93,68,17,24,74,99,49,36,87,61
10092,c,11,8,58,84,33,46,96,71,20,14
10093,c,65,90,39,27,77,52,1,2,53,78
10094,c,27,40,91,65,15,21,72,97,46,34
10095,c,84,59,9,12,62,87,37,50,100,75
10096,c,24,18,69,94,43,31,81,56,5,4
10097,c,54,80,29,42,92,67,16,23,73,98
10098,c,48,35,86,61,10,7,57,83,32,45
10099,c,95,70,20,13,64,89,39,26,76,51
10100,c,1,1,52,77,26,39,89,64,14,20
10101,c,70,96,45,33,83,58,7,11,61,86
10102,c,36,48,99,74,23,17,67,93,42,29
10103,c,80,55,4,6,56,82,31,44,94,69
10104,c,18,25,75,100,50,37,88,63,12,9
10105,c,59,85,34,47,97,72,22,15,66,91
10106,c,41,28,78,53,3,2,52,78,27,40
10107,c,90,65,14,21,71,97,46,33,84,59
10108,c,8,11,62,87,37,49,100,74,24,18
10109,c,68,93,43,30,81,56,5,3,54,79
10110,c,29,41,92,67,16,22,73,98,48,35
10111,c,85,60,10,7,57,82,32,44,95,70
10112,c,19,13,63,89,38,26,76,51,0,0
10113,c,51,76,25,38,88,63,13,19,70,95
10114,c,44,32,82,57,6,10,60,85,35,47
10115,c,98,73,22,16,66,92,41,28,79,54
10116,c,3,5,55,81,30,43,93,68,17,24
10117,c,74,99,49,36,87,62,11,8,58,84
10118,c,33,46,96,71,21,14,65,90,40,27
10119,c,77,52,2,2,53,78,28,40,91,66
10120,c,15,21,72,97,47,34,84,59,9,12
10121,c,62,88,37,50,100,75,25,18,69,94
10122,c,43,31,81,56,6,4,55,80,29,42
10123,c,92,67,17,23,73,99,48,36,86,61
10124,c,10,7,58,83,32,45,96,70,20,13
10125,c,64,89,39,26,77,51,1,0,51,76
10126,c,26,38,89,64,13,19,70,95,45,32
10127,c,83,57,7,10,60,86,35,48,98,73
10128,c,23,16,67,92,41,29,79,54,4,5
10129,c,56,81,30,43,94,68,18,24,75,100
10130,c,49,37,87,62,12,8,59,84,34,46
10131,c,97,71,21,15,65,90,40,27,78,53
10132,c,2,1,52,77,27,39,90,64,14,20
10133,c,71,96,45,33,83,58,8,11,61,86
10134,c,36,49,99,74,23,17,68,93,42,30
10135,c,80,55,4,3,53,79,28,41,91,66
10136,c,15,22,72,98,47,34,85,60,9,6
10137,c,56,82,31,44,94,69,19,12,63,88
10138,c,38,25,75,50,0,0,50,75,25,38
10139,c,88,63,12,19,69,94,44,31,82,56
10140,c,6,9,60,85,34,47,97,72,22,15
10141,c,66,91,41,28,79,53,3,4,55,80
10142,c,30,42,93,67,17,23,74,99,49,36
10143,c,86,61,11,8,58,83,33,45,96,71
10144,c,20,14,64,90,39,26,77,52,1,2
10145,c,52,78,27,40,90,65,15,21,71,97
10146,c,46,34,84,59,8,11,62,87,37,49
10147,c,100,75,24,18,68,94,43,30,81,56
10148,c,5,4,54,79,29,41,92,67,16,23
10149,c,73,98,48,35,86,60,10,7,57,82
10150,c,32,45,95,70,19,13,64,89,38,26
10151,c,76,51,0,1,51,77,26,39,89,64
10152,c,13,20,70,95,45,32,83,58,7,10
10153,c,61,86,36,48,99,73,23,17,67,92
10154,c,42,29,80,54,4,6,56,81,31,43
10155,c,94,69,18,24,75,100,50,37,88,62
10156,c,12,9,59,84,34,47,97,72,21,15
10157,c,66,91,40,28,78,53,2,2,52,77
10158,c,27,39,90,65,14,21,71,96,46,33
10159,c,84,58,8,11,62,87,36,49,99,74
10160,c,24,17,68,93,43,30,81,55,5,3
10161,c,54,79,28,41,92,66,16,22,73,98
10162,c,47,35,85,60,9,6,57,82,32,44
10163,c,95,69,19,13,63,88,38,25,76,51
10164,c,0,0,51,76,25,38,89,63,13,19
10165,c,70,95,44,32,82,57,7,10,60,85
10166,c,35,48,98,73,22,16,66,92,41,29
10167,c,79,54,3,5,55,81,30,43,93,68
10168,c,18,24,74,100,49,37,87,62,11,8
10169,c,59,84,33,46,96,71,21,14,65,90
10170,c,40,27,78,52,2,3,53,78,28,40
10171,c,91,66,15,22,72,97,47,34,85,59
10172,c,9,12,63,88,37,50,100,75,25,18
10173,c,69,94,44,31,81,56,6,4,55,80
10174,c,29,42,93,67,17,23,74,99,48,36
10175,c,86,61,10,7,58,83,33,45,96,70
10176,c,20,14,64,89,39,26,77,52,1,1
10177,c,51,76,26,38,89,64,13,20,70,95
10178,c,45,32,83,57,7,10,61,86,35,48
10179,c,98,73,23,16,67,92,42,29,80,54
10180,c,4,5,56,81,31,43,94,68,18,24
10181,c,75,100,50,37,87,62,12,9,59,84
10182,c,34,46,97,72,21,15,65,91,40,27
10183,c,78,53,2,1,52,77,27,39,90,65
10184,c,14,20,71,96,46,33,83,58,8,11
10185,c,61,87,36,49,99,74,24,17,68,93
10186,c,42,30,80,55,5,3,53,79,28,41
10187,c,91,66,16,22,72,98,47,35,85,60
10188,c,9,6,57,82,31,44,95,69,19,12
10189,c,63,88,38,25,76,50,0,0,50,75
10190,c,25,38,88,63,12,19,69,94,44,31
10191,c,82,57,6,9,60,85,34,47,98,72
10192,c,22,16,66,91,41,28,79,53,3,4
10193,c,55,80,30,42,93,68,17,23,74,99
10194,c,49,36,87,61,11,8,58,83,33,45
10195,c,96,71,20,14,64,90,39,27,77,52
10196,c,1,2,53,78,27,40,90,65,15,21
10197,c,72,97,46,34,84,59,8,12,62,87
10198,c,37,49,100,75,24,18,68,94,43,31
10199,c,81,56,5,4,54,79,29,42,92,67
10200,c,16,23,73,98,48,35,86,60,10,7
10201,c,57,83,32,45,95,70,19,13,64,89
10202,c,38,26,76,51,1,1,51,77,26,39
10203,c,89,64,14,20,70,96,45,32,83,58
10204,c,7,10,61,86,36,48,99,73,23,17
10205,c,67,92,42,29,80,55,4,6,56,81
10206,c,31,44,94,69,18,25,75,100,50,37
10207,c,88,62,12,9,59,85,34,47,97,72
10208,c,21,15,66,91,40,28,78,53,2,2
10209,c,52,77,27,40,90,65,14,21,71,96
10210,c,46,33,84,59,8,11,62,87,36,49
10211,c,100,74,24,17,68,93,43,30,81,55
10212,c,5,3,54,79,29,41,92,66,16,22
10213,c,73,98,47,35,85,60,10,6,57,82
10214,c,32,44,95,70,19,13,63,88,38,25
10215,c,76,51,0,0,50,76,25,38,88,63
10216,c,13,19,69,95,44,31,82,57,6,9
10217,c,60,85,35,47,98,73,22,16,66,91
10218,c,41,28,79,54,3,5,55,80,30,43
10219,c,93,68,17,24,74,99,49,36,87,61
10220,c,11,8,58,84,33,46,96,71,20,14
10221,c,65,90,39,27,77,52,2,2,53,78
10222,c,28,40,91,65,15,21,72,97,46,34
10223,c,84,59,9,12,62,88,37,50,100,75
10224,c,24,18,69,94,43,31,81,56,5,4
10225,c,54,80,29,42,92,67,16,23,73,99
10226,c,48,35,86,61,10,7,58,83,32,45
10227,c,95,70,20,13,64,89,39,26,76,51
10228,c,1,0,51,76,26,38,89,63,13,19
10229,c,70,95,45,32,82,57,7,10,60,86
10230,c,35,48,98,73,22,16,67,92,41,29
10231,c,79,54,3,5,56,81,30,43,93,68
10232,c,18,24,74,100,49,37,87,62,11,8
10233,c,59,84,33,46,97,71,21,15,65,90
10234,c,40,27,78,52,2,1,52,77,26,39
10235,c,89,64,14,20,71,96,45,33,83,58
10236,c,7,11,61,86,36,48,99,74,23,17
10237,c,67,93,42,30,80,55,4,3,53,78
10238,c,28,41,91,66,15,22,72,97,47,34
10239,c,85,59,9,6,56,82,31,44,94,69
10240,c,18,12,63,88,37,25,75,50,0,0
10241,c,50,75,25,37,88,63,12,18,69,94
10242,c,44,31,82,56,6,9,60,85,34,47
10243,c,97,72,22,15,66,91,41,28,78,53
10244,c,3,4,55,80,30,42,93,67,17,23
10245,c,74,99,48,36,86,61,11,7,58,83
10246,c,33,45,96,71,20,14,64,89,39,26
10247,c,77,52,1,2,52,78,27,40,90,65
10248,c,15,21,71,97,46,33,84,59,8,11
10249,c,62,87,37,49,100,74,24,18,68,93
10250,c,43,30,81,56,5,3,54,79,29,41
10251,c,92,67,16,22,73,98,48,35,86,60
10252,c,10,7,57,82,32,45,95,70,19,13
10253,c,63,89,38,26,76,51,0,1,51,76
10254,c,26,39,89,64,13,20,70,95,45,32
10255,c,83,58,7,10,61,86,35,48,99,73
10256,c,23,17,67,92,42,29,80,54,4,5
10257,c,56,81,31,43,94,69,18,24,75,100
10258,c,50,37,88,62,12,9,59,84,34,46
10259,c,97,72,21,15,65,91,40,28,78,53
10260,c,2,2,52,77,27,39,90,65,14,20
10261,c,71,96,46,33,84,58,8,11,61,87
10262,c,36,49,99,74,24,17,68,93,43,30
10263,c,80,55,5,3,54,79,28,41,91,66
10264,c,16,22,73,98,47,35,85,60,9,6
10265,c,57,82,32,44,95,69,19,13,63,88
10266,c,38,25,76,50,0,0,51,76,25,38
10267,c,89,63,13,19,70,95,44,32,82,57
10268,c,6,10,60,85,35,47,98,73,22,16
10269,c,66,92,41,29,79,54,3,5,55,81
10270,c,30,43,93,68,17,24,74,100,49,36
10271,c,87,62,11,8,59,84,33,46,96,71
10272,c,21,14,65,90,40,27,77,52,2,3
10273,c,53,78,28,40,91,66,15,21,72,97
10274,c,47,34,85,59,9,12,62,88,37,50
10275,c,100,75,25,18,69,94,44,31,81,56
10276,c,6,4,55,80,29,42,92,67,17,23
10277,c,74,99,48,36,86,61,10,7,58,83
10278,c,32,45,96,70,20,14,64,89,39,26
10279,c,77,51,1,1,51,76,26,38,89,64
10280,c,13,19,70,95,45,32,83,57,7,10
10281,c,60,86,35,48,98,73,23,16,67,92
10282,c,42,29,79,54,4,5,56,81,31,43
10283,c,94,68,18,24,75,100,49,37,87,62
10284,c,12,8,59,84,34,46,97,72,21,15
10285,c,65,90,40,27,78,53,2,1,52,77
10286,c,27,39,90,64,14,20,71,96,46,33
10287,c,83,58,8,11,61,87,36,49,99,74
10288,c,23,17,68,93,42,30,80,55,4,3
10289,c,53,79,28,41,91,66,16,22,72,98
10290,c,47,34,85,60,9,6,57,82,31,44
10291,c,94,69,19,12,63,88,38,25,75,50
10292,c,0,0,50,76,25,38,88,63,12,19
10293,c,69,95,44,31,82,57,6,9,60,85
10294,c,35,47,98,72,22,16,66,91,41,28
10295,c,79,53,3,5,55,80,30,42,93,68
10296,c,17,24,74,99,49,36,87,61,11,8
10297,c,58,83,33,46,96,71,20,14,65,90
10298,c,39,27,77,52,1,2,53,78,27,40
10299,c,91,65,15,21,72,97,46,34,84,59
10300,c,9,12,62,87,37,50,100,75,24,18
10301,c,68,94,43,31,81,56,5,4,54,80
10302,c,29,42,92,67,16,23,73,98,48,35
10303,c,86,61,10,7,57,83,32,45,95,70
10304,c,20,13,64,89,39,26,76,51,1,1
10305,c,52,77,26,39,89,64,14,20,70,96
10306,c,45,33,83,58,7,10,61,86,36,48
10307,c,99,74,23,17,67,93,42,29,80,55
10308,c,4,6,56,81,31,44,94,69,18,25
10309,c,75,100,50,37,88,63,12,9,59,85
10310,c,34,47,97,72,22,15,66,91,40,28
10311,c,78,53,3,2,52,78,27,40,90,65
10312,c,14,21,71,96,46,33,84,59,8,11
10313,c,62,87,37,49,100,74,24,18,68,93
10314,c,43,30,81,55,5,3,54,79,29,41
10315,c,92,67,16,22,73,98,48,35,85,60
10316,c,10,7,57,82,32,44,95,70,19,13
10317,c,63,89,38,25,76,51,0,0,51,76
10318,c,25,38,88,63,13,19,69,95,44,32
10319,c,82,57,6,10,60,85,35,47,98,73
10320,c,22,16,66,92,41,28,79,54,3,5
10321,c,55,81,30,43,93,68,17,24,74,99
10322,c,49,36,87,62,11,8,58,84,33,46
10323,c,96,71,21,14,65,90,39,27,77,52
10324,c,2,2,53,78,28,40,91,66,15,21
10325,c,72,97,47,34,84,59,9,12,62,88
10326,c,37,50,100,75,24,18,69,94,43,31
10327,c,81,56,6,4,54,80,29,42,92,67
10328,c,17,23,73,99,48,36,86,61,10,7
10329,c,58,83,32,45,96,70,20,13,64,89
10330,c,39,26,77,51,1,0,51,76,26,38
10331,c,89,64,13,19,70,95,45,32,82,57
10332,c,7,10,60,86,35,48,98,73,23,16
10333,c,67,92,41,29,79,54,4,5,56,81
10334,c,30,43,94,68,18,24,75,100,49,37
10335,c,87,62,11,8,59,84,34,46,97,71
10336,c,21,15,65,90,40,27,78,53,2,1
10337,c,52,77,26,39,90,64,14,20,71,96
10338,c,45,33,83,58,8,11,61,86,36,49
10339,c,99,74,23,17,67,93,42,30,80,55
10340,c,4,3,53,79,28,41,91,66,15,22
10341,c,72,97,47,34,85,60,9,6,56,82
10342,c,31,44,94,69,19,12,63,88,38,25
10343,c,75,50,0,0,50,75,25,38,88,63
10344,c,12,19,69,94,44,31,82,57,6,9
10345,c,60,85,34,47,98,72,22,15,66,91
10346,c,41,28,79,53,3,4,55,80,30,42
10347,c,93,68,17,23,74,99,49,36,86,61
10348,c,11,8,58,83,33,45,96,71,20,14
10349,c,64,90,39,27,77,52,1,2,53,78
10350,c,27,40,90,65,15,21,71,97,46,34
10351,c,84,59,8,12,62,87,37,49,100,75
10352,c,24,18,68,94,43,30,81,56,5,4
10353,c,54,79,29,42,92,67,16,23,73,98
10354,c,48,35,86,60,10,7,57,83,32,45
10355,c,95,70,19,13,64,89,38,26,76,51
10356,c,0,1,51,77,26,39,89,64,14,20
10357,c,70,96,45,32,83,58,7,10,61,86
10358,c,36,48,99,73,23,17,67,92,42,29
10359,c,80,55,4,6,56,81,31,43,94,69
10360,c,18,25,75,100,50,37,88,62,12,9
10361,c,59,85,34,47,97,72,21,15,66,91
10362,c,40,28,78,53,2,2,52,77,27,40
10363,c,90,65,14,21,71,96,46,33,84,58
10364,c,8,11,62,87,36,49,99,74,24,17
10365,c,68,93,43,30,81,55,5,3,54,79
10366,c,28,41,92,66,16,22,73,98,47,35
10367,c,85,60,10,6,57,82,32,44,95,70
10368,c,19,13,63,88,38,25,76,51,0,0
10369,c,51,76,26,38,89,63,13,19,70,95
10370,c,44,32,82,57,7,10,60,85,35,48
10371,c,98,73,22,16,67,92,41,29,79,54
10372,c,3,5,56,81,30,43,93,68,18,24
10373,c,74,100,49,37,87,62,11,8,59,84
10374,c,33,46,97,71,21,14,65,90,40,27
10375,c,78,52,2,3,53,78,28,41,91,66
10376,c,15,22,72,97,47,34,85,59,9,12
10377,c,63,88,37,50,100,75,25,18,69,94
10378,c,44,31,82,56,6,4,55,80,29,42
10379,c,93,67,17,23,74,99,48,36,86,61
10380,c,11,7,58,83,33,45,96,71,20,14
10381,c,64,89,39,26,77,52,1,1,51,76
10382,c,26,39,89,64,13,20,70,95,45,32
10383,c,83,57,7,10,61,86,35,48,99,73
10384,c,23,16,67,92,42,29,80,54,4,5
10385,c,56,81,31,43,94,69,18,24,75,100
10386,c,50,37,87,62,12,9,59,84,34,46
10387,c,97,72,21,15,65,91,40,28,78,53
10388,c,2,1,52,77,27,39,90,65,14,20
10389,c,71,96,46,33,84,58,8,11,61,87
10390,c,36,49,99,74,24,17,68,93,42,30
10391,c,80,55,5,3,54,79,28,41,91,66
10392,c,16,22,72,98,47,35,85,60,9,6
10393,c,57,82,31,44,95,69,19,13,63,88
10394,c,38,25,76,50,0,0,50,76,25,38
10395,c,88,63,12,19,69,94,44,31,82,57
10396,c,6,9,60,85,35,47,98,72,22,16
10397,c,66,91,41,28,79,53,3,5,55,80
10398,c,30,42,93,68,17,23,74,99,49,36
10399,c,87,61,11,8,58,83,33,46,96,71
10400,c,20,14,64,90,39,27,77,52,1,2
10401,c,53,78,27,40,91,65,15,21,72,97
10402,c,46,34,84,59,8,12,62,87,37,49
10403,c,100,75,24,18,68,94,43,31,81,56
10404,c,5,4,54,79,29,42,92,67,16,23
10405,c,73,98,48,35,86,61,10,7,57,83
10406,c,32,45,95,70,20,13,64,89,38,26
10407,c,76,51,1,1,51,77,26,39,89,64
10408,c,14,20,70,96,45,33,83,58,7,10
10409,c,61,86,36,48,99,74,23,17,67,92
10410,c,42,29,80,55,4,6,56,81,31,44
10411,c,94,69,18,25,75,100,50,37,88,63
10412,c,12,9,59,85,34,47,97,72,21,15
10413,c,66,91,40,28,78,53,3,2,52,78
10414,c,27,40,90,65,14,21,71,96,46,33
10415,c,84,59,8,11,62,87,36,49,100,74
10416,c,24,18,68,93,43,30,81,55,5,3
10417,c,54,79,29,41,92,66,16,22,73,98
10418,c,48,35,85,60,10,7,57,82,32,44
10419,c,95,70,19,13,63,89,38,25,76,51
10420,c,0,0,50,76,25,38,88,63,13,19
10421,c,69,95,44,32,82,57,6,9,60,85
10422,c,35,47,98,73,22,16,66,92,41,28
10423,c,79,54,3,5,55,80,30,43,93,68
10424,c,17,24,74,99,49,36,87,62,11,8
10425,c,58,84,33,46,96,71,21,14,65,90
10426,c,39,27,77,52,2,2,53,78,28,40
10427,c,91,65,15,21,72,97,47,34,84,59
10428,c,9,12,62,88,37,50,100,75,24,18
10429,c,69,94,43,31,81,56,6,4,54,80
10430,c,29,42,92,67,17,23,73,99,48,35
10431,c,86,61,10,7,58,83,32,45,95,70
10432,c,20,13,64,89,39,26,77,51,1,0
10433,c,51,76,26,38,89,64,13,19,70,95
10434,c,45,32,82,57,7,10,60,86,35,48
10435,c,98,73,22,16,67,92,41,29,79,54
10436,c,4,5,56,81,30,43,93,68,18,24
10437,c,75,100,49,37,87,62,11,8,59,84
10438,c,34,46,97,71,21,15,65,90,40,27
10439,c,78,52,2,1,52,77,26,39,90,64
10440,c,14,20,71,96,45,33,83,58,7,11
10441,c,61,86,36,49,99,74,23,17,67,93
10442,c,42,30,80,55,4,3,53,78,28,41
10443,c,91,66,15,22,72,97,47,34,85,60
10444,c,9,6,56,82,31,44,94,69,19,12
10445,c,63,88,37,25,75,50,0,0,50,75
10446,c,25,37,88,63,12,19,69,94,44,31
10447,c,82,56,6,9,60,85,34,47,97,72
10448,c,22,15,66,91,41,28,78,53,3,4
10449,c,55,80,30,42,93,67,17,23,74,99
10450,c,48,36,86,61,11,7,58,83,33,45
10451,c,96,71,20,14,64,90,39,26,77,52
10452,c,1,2,52,78,27,40,90,65,15,21
10453,c,71,97,46,33,84,59,8,11,62,87
10454,c,37,49,100,75,24,18,68,93,43,30
10455,c,81,56,5,4,54,79,29,41,92,67
10456,c,16,22,73,98,48,35,86,60,10,7
10457,c,57,82,32,45,95,70,19,13,63,89
10458,c,38,26,76,51,0,1,51,76,26,39
10459,c,89,64,13,20,70,95,45,32,83,58
10460,c,7,10,61,86,35,48,99,73,23,17
10461,c,67,92,42,29,80,54,4,5,56,81
10462,c,31,43,94,69,18,24,75,100,50,37
10463,c,88,62,12,9,59,84,34,47,97,72
10464,c,21,15,65,91,40,28,78,53,2,2
10465,c,52,77,27,39,90,65,14,20,71,96
10466,c,46,33,84,58,8,11,62,87,36,49
10467,c,99,74,24,17,68,93,43,30,80,55
10468,c,5,3,54,79,28,41,91,66,16,22
10469,c,73,98,47,35,85,60,9,6,57,82
10470,c,32,44,95,69,19,13,63,88,38,25
10471,c,76,50,0,0,51,76,25,38,89,63
10472,c,13,19,70,95,44,32,82,57,6,10
10473,c,60,85,35,48,98,73,22,16,66,92
10474,c,41,29,79,54,3,5,55,81,30,43
10475,c,93,68,18,24,74,100,49,36,87,62
10476,c,11,8,59,84,33,46,96,71,21,14
10477,c,65,90,40,27,77,52,2,3,53,78
10478,c,28,40,91,66,15,21,72,97,47,34
10479,c,85,59,9,12,62,88,37,50,100,75
10480,c,25,18,69,94,44,31,81,56,6,4
10481,c,55,80,29,42,92,67,17,23,74,99
10482,c,48,36,86,61,10,7,58,83,33,45
10483,c,96,70,20,14,64,89,39,26,77,51
10484,c,1,1,51,76,26,38,89,64,13,19
10485,c,70,95,45,32,83,57,7,10,61,86
10486,c,35,48,98,73,23,16,67,92,42,29
10487,c,79,54,4,5,56,81,31,43,94,68
10488,c,18,24,75,100,49,37,87,62,12,8
10489,c,59,84,34,46,97,72,21,15,65,90
10490,c,40,27,78,53,2,1,52,77,27,39
10491,c,90,64,14,20,71,96,46,33,83,58
10492,c,8,11,61,87,36,49,99,74,23,17
10493,c,68,93,42,30,80,55,5,3,53,79
10494,c,28,41,91,66,16,22,72,98,47,34
10495,c,85,60,9,6,57,82,31,44,94,69
10496,c,19,12,63,88,38,25,76,50,0,0
10497,c,50,76,25,38,88,63,12,19,69,95
10498,c,44,31,82,57,6,9,60,85,35,47
10499,c,98,72,22,16,66,91,41,28,79,54
10500,c,3,5,55,80,30,42,93,68,17,24
10501,c,74,99,49,36,87,61,11,8,58,83
10502,c,33,46,96,71,20,14,65,90,39,27
10503,c,77,52,1,2,53,78,27,40,91,65
10504,c,15,21,72,97,46,34,84,59,9,12
10505,c,62,87,37,50,100,75,24,18,69,94
10506,c,43,31,81,56,5,4,54,80,29,42
10507,c,92,67,16,23,73,98,48,35,86,61
10508,c,10,7,57,83,32,45,95,70,20,13
10509,c,64,89,39,26,76,51,1,1,52,77
10510,c,26,39,89,64,14,20,70,96,45,33
10511,c,83,58,7,11,61,86,36,48,99,74
10512,c,23,17,67,93,42,29,80,55,4,6
10513,c,56,82,31,44,94,69,18,25,75,100
10514,c,50,37,88,63,12,9,59,85,34,47
10515,c,97,72,22,15,66,91,40,28,78,53
10516,c,3,2,52,78,27,40,90,65,14,21
10517,c,71,97,46,33,84,59,8,11,62,87
10518,c,37,49,100,74,24,18,68,93,43,30
10519,c,81,55,5,3,54,79,29,41,92,67
10520,c,16,22,73,98,48,35,85,60,10,7
10521,c,57,82,32,44,95,70,19,13,63,89
10522,c,38,26,76,51,0,0,51,76,25,38
10523,c,88,63,13,19,69,95,44,32,82,57
10524,c,6,10,60,85,35,47,98,73,22,16
10525,c,66,92,41,28,79,54,3,5,55,81
10526,c,30,43,93,68,17,24,74,99,49,36
10527,c,87,62,11,8,58,84,33,46,96,71
10528,c,21,14,65,90,40,27,77,52,2,2
10529,c,53,78,28,40,91,66,15,21,72,97
10530,c,47,34,84,59,9,12,62,88,37,50
10531,c,100,75,25,18,69,94,43,31,81,56
10532,c,6,4,55,80,29,42,92,67,17,23
10533,c,73,99,48,36,86,61,10,7,58,83
10534,c,32,45,96,70,20,13,64,89,39,26
10535,c,77,51,1,0,51,76,26,38,89,64
10536,c,13,19,70,95,45,32,83,57,7,10
10537,c,60,86,35,48,98,73,23,16,67,92
10538,c,41,29,79,54,4,5,56,81,30,43
10539,c,94,68,18,24,75,100,49,37,87,62
10540,c,12,8,59,84,34,46,97,71,21,15
10541,c,65,90,40,27,78,53,2,1,52,77
10542,c,26,39,90,64,14,20,71,96,45,33
10543,c,83,58,8,11,61,86,36,49,99,74
10544,c,23,17,68,93,42,30,80,55,4,3
10545,c,53,79,28,41,91,66,15,22,72,97
10546,c,47,34,85,60,9,6,56,82,31,44
10547,c,94,69,19,12,63,88,38,25,75,50
10548,c,0,0,50,75,25,37,88,63,12,19
10549,c,69,94,44,31,82,56,6,9,60,85
10550,c,34,47,97,72,22,15,66,91,41,28
10551,c,79,53,3,4,55,80,30,42,93,67
10552,c,17,23,74,99,49,36,86,61,11,8
10553,c,58,83,33,45,96,71,20,14,64,90
10554,c,39,26,77,52,1,2,52,78,27,40
10555,c,90,65,15,21,71,97,46,34,84,59
10556,c,8,11,62,87,37,49,100,75,24,18
