id,sobol_block,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10
5033,b,61,86,36,48,99,73,23,17,67,92,100,24,75,11,62,37,87,18,68,43
5034,b,42,29,80,54,4,6,56,81,31,43,94,30,81,5,56,26,76,0,51,13
5035,b,94,69,18,25,75,100,50,37,88,62,64,38,89,7,57,32,82,45,95,19
5036,b,12,9,59,84,34,47,97,72,21,15,70,23,73,48,98,35,86,10,60,41
5037,b,66,91,40,28,78,53,2,2,52,77,92,16,67,4,54,29,79,38,88,12
5038,b,27,40,90,65,14,21,71,96,46,33,63,0,50,25,75,19,69,44,94,31
5039,b,84,58,8,11,62,87,36,49,99,74,82,6,56,9,60,34,85,47,97,22
5040,b,24,17,68,93,43,30,81,55,5,3,72,28,79,3,53,15,66,41,91,14
5041,b,54,79,28,41,92,66,16,22,73,98,64,39,90,26,77,1,52,45,96,20
5042,b,47,35,85,60,10,6,57,82,32,44,71,8,58,33,83,36,86,11,61,23
5043,b,95,69,19,13,63,88,38,25,76,51,74,49,99,4,55,30,80,42,93,17
5044,b,0,0,51,76,26,38,89,63,13,19,67,17,68,42,93,30,80,5,55,49
5045,b,70,95,44,32,82,57,7,10,60,85,99,24,74,11,61,36,87,33,83,8
5046,b,35,48,98,73,22,16,67,92,41,29,58,20,71,46,96,1,52,27,77,39
5047,b,79,54,3,5,55,81,30,43,93,68,90,14,65,41,91,16,66,3,53,28
5048,b,18,24,74,100,49,37,87,62,11,8,79,22,72,47,98,35,85,9,60,6
5049,b,59,84,33,46,97,71,21,14,65,90,57,31,82,44,95,19,69,25,76,0
5050,b,40,27,78,52,2,3,53,78,28,40,50,12,63,38,88,29,80,4,54,16
5051,b,91,66,15,22,72,97,47,34,85,59,67,42,92,10,61,35,86,48,98,23
5052,b,9,12,63,88,37,50,100,75,25,18,73,20,70,45,95,32,83,7,57,38
5053,b,69,94,44,31,82,56,6,4,55,80,89,13,64,1,51,26,76,5,56,31
5054,b,29,42,93,67,17,23,74,99,48,36,81,43,94,18,68,37,87,12,62,24
5055,b,86,61,11,7,58,83,33,45,96,70,75,50,100,46,97,21,72,9,59,34
5056,b,20,14,64,89,39,26,77,52,1,1,84,15,65,40,91,27,78,2,53,48
5057,b,51,76,26,39,89,64,13,20,70,95,98,22,73,10,60,35,85,16,66,41
5058,b,45,32,83,57,7,10,61,86,35,48,92,29,79,3,54,0,51,25,76,38
5059,b,98,73,23,16,67,92,42,29,80,54,89,13,63,32,82,7,57,19,70,44
5060,b,4,5,56,81,31,43,94,68,18,24,95,24,74,49,100,37,87,11,62,43
5061,b,75,100,50,37,87,62,12,9,59,84,93,18,68,5,55,30,81,27,78,2
5062,b,34,46,97,72,21,15,65,91,40,27,52,14,65,40,90,8,59,33,84,46
5063,b,78,53,2,1,52,77,27,39,90,65,96,21,71,12,63,37,88,50,100,25
5064,b,14,20,71,96,46,33,83,58,8,11,75,31,81,6,56,18,69,44,94,40
5065,b,61,87,36,49,99,74,24,17,68,93,91,15,66,3,53,28,78,22,72,47
5066,b,42,30,80,55,5,3,54,79,28,41,97,34,85,9,59,36,86,10,61,23
5067,b,91,66,16,22,72,98,47,35,85,60,74,48,99,4,55,29,80,42,93,17
5068,b,9,6,57,82,31,44,95,69,19,12,67,14,64,39,89,26,77,1,52,45
5069,b,63,88,38,25,76,50,0,0,50,75,96,20,70,7,58,33,83,7,58,32
5070,b,25,38,88,63,12,19,69,94,44,31,83,45,95,20,70,26,76,1,51,13
5071,b,82,57,6,9,60,85,34,47,98,72,64,39,89,42,92,17,67,4,54,29
5072,b,22,16,66,91,41,28,79,53,3,4,80,23,73,48,99,35,86,10,61,34
5073,b,55,80,30,42,93,68,17,23,74,99,84,9,59,21,72,46,97,2,53,28
5074,b,49,36,87,61,11,8,58,83,33,46,78,40,91,15,65,18,69,43,94,31
5075,b,96,71,20,14,64,90,39,27,77,52,81,5,56,50,100,24,75,12,62,37
5076,b,1,2,53,78,27,40,90,65,15,21,88,46,96,20,71,8,58,33,84,14
5077,b,72,97,46,34,84,59,8,12,62,87,65,39,90,27,77,2,52,5,55,30
5078,b,37,49,100,75,24,18,68,94,43,31,80,43,93,17,68,36,87,11,61,24
5079,b,81,56,5,4,54,79,29,42,92,67,74,49,99,19,69,44,95,31,82,6
5080,b,16,23,73,98,48,35,86,61,10,7,57,38,88,13,63,0,50,25,76,28
5081,b,57,83,32,45,95,70,19,13,64,89,79,3,54,16,66,41,91,9,60,35
5082,b,38,26,76,51,1,1,51,77,26,39,85,47,98,22,73,27,78,2,52,15
5083,b,89,64,14,20,70,96,45,33,83,58,65,40,90,8,59,33,84,46,97,21
5084,b,7,10,61,86,36,48,99,74,23,17,71,24,74,49,100,37,87,11,62,43
5085,b,67,92,42,29,80,55,4,6,56,81,93,18,68,5,56,30,81,0,51,26
5086,b,31,44,94,69,18,25,75,100,50,37,76,38,89,13,63,32,82,7,57,19
5087,b,88,62,12,9,59,85,34,47,97,72,70,45,95,48,98,22,73,10,60,35
5088,b,21,15,66,91,40,28,78,53,3,2,86,16,67,41,92,29,79,3,54,12
5089,b,52,77,27,40,90,65,14,21,71,96,63,37,88,25,75,0,50,44,94,18
5090,b,46,33,84,59,8,11,62,87,36,49,69,6,56,31,82,34,85,9,59,22
5091,b,100,74,24,18,68,93,43,30,81,55,72,47,97,3,53,28,78,41,91,15
5092,b,5,3,54,79,29,41,92,66,16,22,66,39,89,14,64,1,52,26,77,20
5093,b,73,98,47,35,85,60,10,6,57,82,71,45,96,33,83,7,58,11,61,36
5094,b,32,44,95,70,19,13,63,89,38,25,86,48,99,23,74,30,80,4,55,17
5095,b,76,51,0,0,50,76,25,38,88,63,67,42,93,42,93,17,68,4,55,30
5096,b,13,19,69,95,44,32,82,57,6,9,80,23,74,49,99,36,87,11,61,8
5097,b,60,85,35,47,98,73,22,16,66,91,58,33,83,45,96,20,71,27,77,1
5098,b,41,28,79,54,3,5,55,80,30,43,52,14,64,39,90,16,66,41,91,28
5099,b,93,68,17,24,74,99,49,36,87,61,79,3,53,47,98,22,72,9,60,34
5100,b,11,8,58,84,33,46,96,71,20,14,85,31,82,6,57,19,69,44,94,0
5101,b,65,90,39,27,77,52,2,2,53,78,50,25,75,38,88,12,63,4,54,29
5102,b,28,40,91,65,15,21,72,97,47,34,79,42,92,16,67,35,86,10,60,23
5103,b,84,59,9,12,62,88,37,50,100,75,73,48,98,45,95,19,70,7,57,32
5104,b,24,18,69,94,43,31,81,56,5,4,83,13,64,38,89,26,76,1,51,31
5105,b,54,80,29,42,92,67,17,23,73,99,81,5,56,18,68,43,94,12,62,37
5106,b,48,35,86,61,10,7,58,83,32,45,87,49,100,24,75,21,72,46,97,34
5107,b,95,70,20,13,64,89,39,26,76,51,84,8,59,40,90,15,65,2,53,27
5108,b,1,0,51,76,26,38,89,63,13,19,78,22,73,47,98,35,85,10,60,41
5109,b,70,95,45,32,82,57,7,10,60,86,92,16,66,3,54,29,79,25,76,0
5110,b,35,48,98,73,22,16,67,92,41,29,51,13,63,38,88,6,57,32,82,44
5111,b,79,54,4,5,56,81,30,43,93,68,95,19,70,49,100,24,74,11,62,36
5112,b,18,24,75,100,49,37,87,62,11,8,87,17,68,43,93,30,81,5,55,2
5113,b,59,84,33,46,97,71,21,15,65,90,52,27,77,40,90,14,65,33,84,8
5114,b,40,27,78,52,2,1,52,77,26,39,59,21,71,46,96,37,88,12,62,25
5115,b,90,64,14,20,71,96,45,33,83,58,75,50,100,6,56,31,81,44,94,18
5116,b,7,11,61,86,36,48,99,74,23,17,69,15,66,40,91,28,78,2,53,47
5117,b,67,93,42,30,80,55,4,3,53,78,97,21,72,9,59,34,85,10,61,36
5118,b,28,41,91,66,15,22,72,97,47,34,86,48,99,23,73,29,80,4,55,17
5119,b,85,60,9,6,56,82,31,44,94,69,67,42,92,39,89,14,64,1,51,26
5120,b,19,12,63,88,37,25,75,50,0,0,77,20,70,45,96,32,83,7,58,39
5121,b,50,75,25,37,88,63,12,19,69,94,89,13,64,1,51,26,77,20,70,45
5122,b,44,31,82,56,6,9,60,85,34,47,96,32,83,7,58,10,61,36,86,48
5123,b,97,72,22,15,66,91,41,28,78,53,99,23,73,29,80,4,54,17,67,42
5124,b,3,4,55,80,30,42,93,67,17,23,92,15,66,40,91,28,78,2,53,47
5125,b,74,99,49,36,86,61,11,7,58,83,97,21,72,9,59,34,84,37,88,12
5126,b,33,45,96,71,20,14,64,90,39,26,62,25,75,50,100,6,56,31,81,43
5127,b,77,52,1,2,52,78,27,40,90,65,94,18,69,2,52,27,77,40,90,14
5128,b,15,21,71,97,46,34,84,59,8,11,65,33,84,8,58,21,71,46,96,49
5129,b,62,87,37,49,100,75,24,18,68,93,99,24,74,11,62,36,87,17,68,43
5130,b,43,30,81,56,5,4,54,79,29,41,93,30,81,5,55,25,76,0,51,13
5131,b,92,67,16,22,73,98,48,35,86,60,63,38,88,6,57,32,82,44,95,19
5132,b,10,7,57,82,32,45,95,70,19,13,69,22,73,47,98,35,85,10,60,41
5133,b,63,89,38,26,76,51,0,1,51,77,92,16,66,3,54,28,79,21,71,46
5134,b,26,39,89,64,13,20,70,95,45,32,97,34,84,8,59,40,90,15,65,2
5135,b,83,58,7,10,61,86,35,48,99,73,53,27,78,30,81,5,56,18,68,43
5136,b,23,17,67,92,42,29,80,54,4,6,94,11,62,37,87,49,100,24,75,45
5137,b,56,81,31,43,94,69,18,24,75,100,95,19,70,7,57,32,82,13,64,38
5138,b,50,37,88,62,12,9,59,84,34,47,89,26,76,0,51,4,54,29,79,41
5139,b,97,72,21,15,65,91,40,28,78,53,92,16,67,35,86,10,60,23,73,48
5140,b,2,2,52,77,27,39,90,65,14,20,98,31,82,6,56,19,69,44,94,0
5141,b,71,96,46,33,84,58,8,11,62,87,50,25,75,38,88,12,63,15,66,41
5142,b,36,49,99,74,24,17,68,93,43,30,91,28,79,3,53,47,97,22,72,9
5143,b,80,55,5,3,54,79,28,41,91,66,60,34,85,8,58,33,83,45,96,20
5144,b,16,22,73,98,47,35,85,60,9,6,71,26,77,1,52,14,64,39,90,42
5145,b,57,82,32,44,95,69,19,13,63,88,93,17,68,4,55,30,80,23,74,49
5146,b,38,25,76,50,0,0,51,76,25,38,99,36,86,11,61,11,61,36,87,49
5147,b,89,63,13,19,70,95,44,32,82,57,99,24,74,30,80,5,55,17,68,42
5148,b,6,10,60,85,35,48,98,73,22,16,93,39,90,14,65,1,52,27,77,20
5149,b,66,92,41,29,79,54,3,5,55,81,71,46,96,33,83,8,58,35,85,9
5150,b,30,43,93,68,18,24,74,100,49,36,60,22,72,47,98,3,54,28,79,41
5151,b,87,62,11,8,59,84,33,46,96,71,91,16,66,12,63,38,88,25,76,0
5152,b,21,14,65,90,40,27,77,52,2,3,50,44,95,19,69,6,57,31,82,48
5153,b,53,78,28,40,91,66,15,21,72,97,98,23,73,10,61,35,86,16,67,42
5154,b,47,34,85,59,9,12,63,88,37,50,92,29,80,4,54,1,51,26,76,39
5155,b,100,75,25,18,69,94,44,31,81,56,89,13,64,32,83,7,57,20,70,45
5156,b,6,4,55,80,29,42,92,67,17,23,95,24,75,50,100,37,87,12,62,43
5157,b,74,99,48,36,86,61,10,7,58,83,94,18,68,5,56,31,81,27,78,2
5158,b,33,45,96,70,20,14,64,89,39,26,53,15,65,40,91,9,59,34,84,46
5159,b,77,51,1,1,51,76,26,38,89,64,97,21,72,29,79,3,54,16,67,41
5160,b,13,20,70,95,45,32,83,57,7,10,92,10,60,35,85,48,98,22,73,19
5161,b,61,86,35,48,98,73,23,16,67,92,70,44,95,32,82,7,57,38,89,13
5162,b,42,29,79,54,4,5,56,81,31,43,63,0,51,25,76,5,55,30,81,43
5163,b,94,68,18,24,75,100,49,37,87,62,93,18,68,37,87,11,62,24,74,49
5164,b,12,8,59,84,34,46,97,72,21,15,100,46,97,21,71,8,59,33,84,14
5165,b,65,91,40,27,78,53,2,1,52,77,65,40,90,27,78,2,52,18,69,44
5166,b,27,39,90,64,14,20,71,96,46,33,94,31,82,6,56,50,100,25,75,12
5167,b,83,58,8,11,61,87,36,49,99,74,63,37,88,34,85,9,59,22,72,47
5168,b,23,17,68,93,42,30,80,55,5,3,97,3,53,28,78,40,91,15,66,42
5169,b,53,79,28,41,91,66,16,22,72,98,93,17,67,4,55,29,80,23,74,48
5170,b,47,35,85,60,9,6,57,82,31,44,99,36,86,11,61,7,58,33,83,45
5171,b,94,69,19,12,63,88,38,25,76,50,96,20,70,26,77,1,52,14,64,39
5172,b,0,0,50,76,25,38,88,63,13,19,89,13,64,39,89,26,76,1,51,45
5173,b,69,95,44,31,82,57,6,9,60,85,95,20,70,7,58,32,83,35,86,10
5174,b,35,47,98,72,22,16,66,91,41,28,61,23,73,48,99,4,54,29,80,42
5175,b,79,54,3,5,55,80,30,42,93,68,92,17,67,40,91,15,65,2,53,28
5176,b,17,24,74,99,49,36,87,61,11,8,78,21,72,47,97,34,84,9,59,12
5177,b,58,84,33,46,96,71,20,14,65,90,62,37,88,50,100,24,75,31,81,5
5178,b,39,27,77,52,1,2,53,78,27,40,56,18,69,43,94,27,77,2,52,14
5179,b,91,65,15,21,72,97,46,34,84,59,65,39,90,8,58,33,84,46,96,20
5180,b,9,12,62,87,37,50,100,75,24,18,71,24,74,49,99,36,87,11,61,43
5181,b,69,94,43,31,81,56,5,4,54,80,93,17,68,5,55,30,80,0,50,25
5182,b,29,42,92,67,16,23,73,99,48,35,76,38,88,13,63,32,82,6,57,19
5183,b,86,61,10,7,57,83,32,45,95,70,69,44,95,47,98,22,73,9,60,35
5184,b,20,13,64,89,39,26,76,51,1,1,85,16,66,41,91,28,79,3,54,46
5185,b,52,77,26,39,89,64,14,20,70,96,97,21,71,8,59,33,84,15,65,40
5186,b,45,33,83,58,7,11,61,86,36,48,90,27,78,2,52,5,56,30,81,43
5187,b,99,74,23,17,67,93,42,29,80,55,93,18,68,37,87,11,62,24,75,49
5188,b,4,6,56,82,31,44,94,69,18,25,100,19,70,45,95,32,82,7,57,38
5189,b,75,100,50,37,88,63,12,9,59,85,89,13,63,0,51,26,76,29,79,4
5190,b,34,47,97,72,22,15,66,91,41,28,54,16,67,41,92,10,60,35,86,48
5191,b,78,53,3,2,52,78,27,40,90,65,98,22,73,6,56,31,82,44,94,18
5192,b,14,21,71,97,46,33,84,59,8,11,69,25,75,0,50,12,63,37,88,41
5193,b,62,87,37,49,100,74,24,18,68,93,91,15,66,3,53,28,78,22,72,47
5194,b,43,30,81,56,5,3,54,79,29,41,97,34,85,9,60,33,83,7,58,20
5195,b,92,67,16,22,73,98,48,35,85,60,71,45,96,1,52,26,77,39,89,14
5196,b,10,7,57,82,32,44,95,70,19,13,64,17,67,42,93,30,80,4,55,48
5197,b,63,89,38,26,76,51,0,0,51,76,99,23,74,11,61,36,86,36,87,11
5198,b,25,38,88,63,13,19,70,95,44,32,61,23,74,49,99,4,55,30,80,42
5199,b,82,57,6,10,60,85,35,47,98,73,93,17,68,14,64,39,90,27,77,1
5200,b,22,16,66,92,41,28,79,54,3,5,52,46,96,20,71,8,58,33,83,9
5201,b,55,81,30,43,93,68,17,24,74,99,60,34,85,47,98,22,72,28,79,3
5202,b,49,36,87,62,11,8,58,84,33,46,53,16,66,41,91,38,88,12,63,0
5203,b,96,71,21,14,65,90,40,27,77,52,50,25,75,19,69,44,94,31,82,6
5204,b,2,2,53,78,28,40,91,66,15,21,57,23,73,48,98,35,86,10,61,42
5205,b,72,97,47,34,84,59,9,12,62,88,92,16,67,4,54,29,79,26,76,1
5206,b,37,50,100,75,25,18,69,94,43,31,51,13,64,38,89,7,57,32,83,45
5207,b,81,56,6,4,55,80,29,42,92,67,95,19,70,49,100,24,75,12,62,37
5208,b,17,23,73,99,48,36,86,61,10,7,87,18,68,43,94,31,81,5,56,2
5209,b,58,83,32,45,96,70,20,13,64,89,53,27,78,40,90,15,65,34,84,8
5210,b,39,26,77,51,1,0,51,76,26,38,59,21,72,46,97,3,54,29,79,41
5211,b,89,64,13,19,70,95,45,32,83,57,92,16,66,35,85,10,60,22,73,47
5212,b,7,10,60,86,35,48,98,73,23,16,98,44,95,19,70,6,57,32,82,13
5213,b,67,92,42,29,79,54,4,5,56,81,63,38,89,25,76,0,51,30,81,5
5214,b,30,43,94,68,18,24,75,100,49,37,55,18,68,43,93,11,62,36,87,49
5215,b,87,62,12,8,59,84,34,46,97,71,100,24,74,21,71,46,96,33,84,8
5216,b,21,15,65,90,40,27,78,53,2,1,59,40,90,14,65,2,52,27,77,44
5217,b,52,77,27,39,90,64,14,20,71,96,94,18,69,6,56,31,81,25,75,50
5218,b,45,33,83,58,8,11,61,86,36,49,100,37,88,12,62,9,59,34,85,47
5219,b,99,74,23,17,68,93,42,30,80,55,97,21,72,28,78,3,53,15,66,40
5220,b,4,3,53,79,28,41,91,66,15,22,91,17,67,42,92,29,80,4,55,48
5221,b,72,98,47,34,85,60,9,6,56,82,99,23,74,10,61,36,86,33,83,7
5222,b,31,44,94,69,19,12,63,88,38,25,58,20,70,45,96,1,51,26,77,39
5223,b,75,50,0,0,50,75,25,38,88,63,89,14,64,1,51,26,76,39,89,13
5224,b,12,19,69,94,44,31,82,56,6,9,64,32,83,7,57,20,70,45,95,48
5225,b,60,85,34,47,97,72,22,15,66,91,99,23,73,10,61,35,86,16,67,42
5226,b,41,28,79,53,3,4,55,80,30,42,92,29,80,4,54,28,78,2,53,15
5227,b,93,67,17,23,74,99,49,36,86,61,65,40,91,9,59,34,84,46,97,21
5228,b,11,8,58,83,33,45,96,71,20,14,72,24,75,50,100,37,87,12,62,43
5229,b,64,90,39,26,77,52,1,2,52,78,94,18,69,5,56,31,81,39,90,14
5230,b,27,40,90,65,15,21,71,97,46,34,65,1,52,27,77,20,71,46,96,33
5231,b,84,59,8,11,62,87,37,49,100,75,84,8,58,11,61,36,87,49,99,24
5232,b,24,18,68,94,43,30,81,56,5,4,74,30,80,5,55,17,68,43,93,13
5233,b,54,79,29,41,92,67,16,23,73,98,63,38,88,25,76,0,50,44,95,19
5234,b,48,35,86,60,10,7,57,82,32,45,69,6,57,31,82,35,85,9,60,22
5235,b,95,70,19,13,64,89,38,26,76,51,72,47,98,3,54,28,79,41,91,16
5236,b,0,1,51,77,26,39,89,64,13,20,66,33,84,8,59,21,71,46,97,2
5237,b,70,95,45,32,83,58,7,10,61,86,52,27,78,40,90,15,65,18,68,43
5238,b,36,48,99,73,23,17,67,92,42,29,93,30,81,5,56,49,100,24,74,11
5239,b,80,54,4,6,56,81,31,43,94,69,62,37,87,7,57,32,82,44,95,19
5240,b,18,24,75,100,50,37,88,62,12,9,70,26,76,0,51,13,63,38,89,41
5241,b,59,84,34,47,97,72,21,15,66,91,92,16,67,3,54,29,79,22,73,48
5242,b,40,28,78,53,2,2,52,77,27,39,98,35,86,10,60,18,69,44,94,31
5243,b,90,65,14,21,71,96,46,33,84,58,82,6,56,37,88,12,63,0,50,25
5244,b,8,11,62,87,36,49,99,74,24,17,75,28,78,3,53,15,66,41,91,9
5245,b,68,93,43,30,81,55,5,3,54,79,59,34,85,47,97,22,72,45,96,20
5246,b,28,41,92,66,16,22,73,98,47,35,71,7,58,33,83,14,64,39,89,26
5247,b,85,60,10,6,57,82,32,44,95,69,77,1,52,4,55,29,80,42,93,17
5248,b,19,13,63,88,38,25,76,51,0,0,67,36,86,11,61,23,74,48,99,49
5249,b,51,76,25,38,89,63,13,19,70,95,99,23,74,11,61,36,86,17,68,42
5250,b,44,32,82,57,7,10,60,85,35,48,93,30,80,4,55,1,52,27,77,39
5251,b,98,73,22,16,67,92,41,29,79,54,90,14,64,33,83,8,58,20,71,45
5252,b,3,5,55,81,30,43,93,68,18,24,96,22,72,47,98,34,85,9,60,41
5253,b,74,100,49,37,87,62,11,8,59,84,91,15,66,3,53,28,79,25,75,0
5254,b,33,46,96,71,21,14,65,90,40,27,50,12,63,38,88,6,57,31,82,44
5255,b,78,52,2,3,53,78,28,40,91,66,94,19,69,10,60,35,86,48,98,23
5256,b,15,22,72,97,47,34,85,59,9,12,73,29,79,4,54,16,67,42,92,38
5257,b,63,88,37,50,100,75,25,18,69,94,89,13,64,1,51,26,76,19,70,45
5258,b,44,31,81,56,6,4,55,80,29,42,95,32,83,7,57,37,87,12,62,24
5259,b,93,67,17,23,74,99,48,36,86,61,75,49,100,5,56,30,81,43,94,18
5260,b,10,7,58,83,33,45,96,70,20,14,68,15,65,40,90,27,78,2,53,46
5261,b,64,89,39,26,77,52,1,1,51,76,97,21,72,8,59,34,84,16,66,41
5262,b,26,38,89,64,13,20,70,95,45,32,92,29,79,3,54,47,98,22,73,10
5263,b,83,57,7,10,61,86,35,48,98,73,60,35,85,32,82,6,57,19,70,44
5264,b,23,16,67,92,42,29,80,54,4,5,95,0,51,25,76,38,88,13,63,43
5265,b,56,81,31,43,94,68,18,24,75,100,93,17,68,5,55,30,81,24,74,49
5266,b,50,37,87,62,12,9,59,84,34,46,100,36,87,11,62,8,58,33,84,46
5267,b,97,72,21,15,65,91,40,27,78,53,96,21,71,27,77,2,52,14,65,40
5268,b,2,1,52,77,27,39,90,65,14,20,90,31,81,6,56,18,69,43,94,12
5269,b,71,96,46,33,83,58,8,11,61,87,62,37,88,50,100,25,75,21,72,47
5270,b,36,49,99,74,24,17,68,93,42,30,97,34,85,9,59,40,91,15,66,2
5271,b,80,55,5,3,53,79,28,41,91,66,53,28,78,4,55,29,80,42,92,17
5272,b,16,22,72,98,47,35,85,60,9,6,67,36,86,10,61,23,73,48,99,45
5273,b,57,82,31,44,95,69,19,12,63,88,96,20,70,7,58,32,83,14,64,39
5274,b,38,25,76,50,0,0,50,75,25,38,89,26,77,1,51,26,77,1,51,13
5275,b,88,63,12,19,69,94,44,31,82,57,64,39,89,7,58,32,83,45,95,20
5276,b,6,9,60,85,34,47,98,72,22,16,70,23,73,48,99,36,86,10,61,42
5277,b,66,91,41,28,79,53,3,4,55,80,92,17,67,4,54,29,80,2,53,28
5278,b,30,42,93,68,17,23,74,99,49,36,78,40,91,15,65,34,84,9,59,21
5279,b,87,61,11,8,58,83,33,45,96,71,72,47,97,50,100,24,75,12,62,37
5280,b,20,14,64,90,39,27,77,52,1,2,88,18,69,43,94,31,81,6,56,14
5281,b,53,78,27,40,90,65,15,21,72,97,65,39,90,27,77,2,52,46,96,21
5282,b,46,34,84,59,8,12,62,87,37,49,71,8,58,33,84,36,87,11,62,24
5283,b,100,75,24,18,68,94,43,31,81,56,74,49,99,5,55,30,80,43,93,17
5284,b,5,4,54,79,29,42,92,67,16,23,68,38,88,13,63,0,50,25,76,19
5285,b,73,98,48,35,86,60,10,7,57,83,69,44,95,32,82,6,57,9,60,35
5286,b,32,45,95,70,19,13,64,89,38,26,85,47,98,22,73,28,79,3,54,16
5287,b,76,51,1,1,51,77,26,39,89,64,66,41,92,8,59,34,84,46,97,21
5288,b,14,20,70,96,45,32,83,58,7,10,71,27,78,2,52,15,65,40,90,43
5289,b,61,86,36,48,99,74,23,17,67,92,93,18,68,5,56,30,81,24,75,49
5290,b,42,29,80,55,4,6,56,81,31,44,100,37,87,11,62,32,82,7,57,19
5291,b,94,69,18,25,75,100,50,37,88,62,70,45,95,0,51,26,76,38,89,13
5292,b,12,9,59,85,34,47,97,72,21,15,64,16,67,41,92,29,79,4,54,48
5293,b,66,91,40,28,78,53,3,2,52,77,98,22,73,10,60,35,86,44,94,19
5294,b,27,40,90,65,14,21,71,96,46,33,69,6,56,31,82,12,63,37,88,25
5295,b,84,59,8,11,62,87,36,49,100,74,75,0,50,3,53,28,79,41,91,15
5296,b,24,17,68,93,43,30,81,55,5,3,66,34,85,9,60,22,72,47,97,20
5297,b,54,79,29,41,92,66,16,22,73,98,71,45,96,33,83,8,58,39,90,14
5298,b,47,35,85,60,10,6,57,82,32,44,64,1,52,26,77,30,80,4,55,17
5299,b,95,70,19,13,63,88,38,25,76,51,67,42,93,11,61,36,86,49,99,23
5300,b,0,0,50,76,25,38,88,63,13,19,74,23,74,49,99,36,87,11,61,42
5301,b,69,95,44,31,82,57,6,9,60,85,93,17,68,5,55,30,80,27,77,1
5302,b,35,47,98,73,22,16,66,91,41,28,52,14,65,39,90,8,58,33,83,46
5303,b,79,54,3,5,55,80,30,43,93,68,96,20,71,47,98,22,72,9,60,35
5304,b,17,24,74,99,49,36,87,61,11,8,85,16,66,41,91,28,79,3,53,0
5305,b,58,84,33,46,96,71,20,14,65,90,50,25,76,38,88,12,63,31,82,6
5306,b,39,27,77,52,2,2,53,78,28,40,57,19,69,44,94,35,86,10,61,23
5307,b,91,65,15,21,72,97,46,34,84,59,73,48,98,4,54,29,79,42,92,16
