id,sobol_block,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10
67,a,99,74,23,17,67,93,42,29,80,55
68,a,4,6,56,81,31,44,94,69,18,25
69,a,75,100,50,37,88,63,12,9,59,85
70,a,34,47,97,72,22,15,66,91,40,28
71,a,78,53,3,2,52,78,27,40,90,65
72,a,14,21,71,96,46,33,84,59,8,11
73,a,62,87,36,49,100,74,24,18,68,93
74,a,43,30,81,55,5,3,54,79,29,41
75,a,92,66,16,22,73,98,48,35,85,60
76,a,10,7,57,82,32,44,95,70,19,13
77,a,63,89,38,25,76,51,0,0,50,76
78,a,25,38,88,63,13,19,69,95,44,32
79,a,82,57,6,9,60,85,35,47,98,73
80,a,22,16,66,92,41,28,79,54,3,5
81,a,55,80,30,43,93,68,17,24,74,99
82,a,49,36,87,62,11,8,58,84,33,46
83,a,96,71,21,14,65,90,39,27,77,52
84,a,2,2,53,78,28,40,91,65,15,21
85,a,72,97,47,34,84,59,9,12,62,88
86,a,37,50,100,75,24,18,69,94,43,31
87,a,81,56,6,4,54,80,29,42,92,67
88,a,17,23,73,99,48,36,86,61,10,7
89,a,58,83,32,45,95,70,20,13,64,89
90,a,39,26,77,51,1,0,51,76,26,38
91,a,89,64,13,19,70,95,45,32,82,57
92,a,7,10,60,86,35,48,98,73,22,16
93,a,67,92,41,29,79,54,4,5,56,81
94,a,30,43,93,68,18,24,75,100,49,37
95,a,87,62,11,8,59,84,34,46,97,71
96,a,21,15,65,90,40,27,78,52,2,1
97,a,52,77,26,39,90,64,14,20,71,96
98,a,45,33,83,58,7,11,61,86,36,49
99,a,99,74,23,17,67,93,42,30,80,55
100,a,4,3,53,78,28,41,91,66,15,22
101,a,72,97,47,34,85,60,9,6,56,82
102,a,31,44,94,69,19,12,63,88,37,25
103,a,75,50,0,0,50,75,25,38,88,63
104,a,12,19,69,94,44,31,82,56,6,9
105,a,60,85,34,47,97,72,22,15,66,91
106,a,41,28,79,53,3,4,55,80,30,42
107,a,93,68,17,23,74,99,49,36,86,61
108,a,11,8,58,83,33,45,96,71,20,14
109,a,64,90,39,26,77,52,1,2,53,78
110,a,27,40,90,65,15,21,71,97,46,34
111,a,84,59,8,11,62,87,37,49,100,75
112,a,24,18,68,94,43,30,81,56,5,4
113,a,54,79,29,41,92,67,16,23,73,98
114,a,48,35,86,60,10,7,57,82,32,45
115,a,95,70,19,13,64,89,38,26,76,51
116,a,0,1,51,77,26,39,89,64,13,20
117,a,70,96,45,32,83,58,7,10,61,86
118,a,36,48,99,73,23,17,67,92,42,29
119,a,80,54,4,6,56,81,31,43,94,69
120,a,18,25,75,100,50,37,88,62,12,9
121,a,59,84,34,47,97,72,21,15,66,91
122,a,40,28,78,53,2,2,52,77,27,39
123,a,90,65,14,21,71,96,46,33,84,58
124,a,8,11,62,87,36,49,99,74,24,17
125,a,68,93,43,30,81,55,5,3,54,79
126,a,28,41,92,66,16,22,73,98,47,35
127,a,85,60,10,6,57,82,32,44,95,69
128,a,19,13,63,88,38,25,76,51,0,0
129,a,51,76,25,38,89,63,13,19,70,95
130,a,44,32,82,57,7,10,60,85,35,48
131,a,98,73,22,16,67,92,41,29,79,54
132,a,3,5,55,81,30,43,93,68,18,24
133,a,74,100,49,37,87,62,11,8,59,84
134,a,33,46,96,71,21,14,65,90,40,27
135,a,78,52,2,3,53,78,28,40,91,66
136,a,15,22,72,97,47,34,85,59,9,12
137,a,63,88,37,50,100,75,25,18,69,94
138,a,44,31,82,56,6,4,55,80,29,42
139,a,93,67,17,23,74,99,48,36,86,61
140,a,11,7,58,83,33,45,96,70,20,14
141,a,64,89,39,26,77,52,1,1,51,76
142,a,26,39,89,64,13,20,70,95,45,32
143,a,83,57,7,10,61,86,35,48,98,73
144,a,23,16,67,92,42,29,80,54,4,5
145,a,56,81,31,43,94,68,18,24,75,100
146,a,50,37,87,62,12,9,59,84,34,46
147,a,97,72,21,15,65,91,40,27,78,53
148,a,2,1,52,77,27,39,90,65,14,20
149,a,71,96,46,33,83,58,8,11,61,87
150,a,36,49,99,74,24,17,68,93,42,30
151,a,80,55,5,3,54,79,28,41,91,66
152,a,16,22,72,98,47,35,85,60,9,6
153,a,57,82,31,44,95,69,19,12,63,88
154,a,38,25,76,50,0,0,50,75,25,38
155,a,88,63,12,19,69,94,44,31,82,57
156,a,6,9,60,85,34,47,98,72,22,16
157,a,66,91,41,28,79,53,3,4,55,80
158,a,30,42,93,68,17,23,74,99,49,36
159,a,87,61,11,8,58,83,33,46,96,71
160,a,20,14,64,90,39,27,77,52,1,2
161,a,53,78,27,40,90,65,15,21,72,97
162,a,46,34,84,59,8,12,62,87,37,49
163,a,100,75,24,18,68,94,43,31,81,56
164,a,5,4,54,79,29,42,92,67,16,23
165,a,73,98,48,35,86,61,10,7,57,83
166,a,32,45,95,70,19,13,64,89,38,26
167,a,76,51,1,1,51,77,26,39,89,64
168,a,14,20,70,96,45,32,83,58,7,10
169,a,61,86,36,48,99,74,23,17,67,92
170,a,42,29,80,55,4,6,56,81,31,44
171,a,94,69,18,25,75,100,50,37,88,62
172,a,12,9,59,85,34,47,97,72,21,15
173,a,66,91,40,28,78,53,3,2,52,77
174,a,27,40,90,65,14,21,71,96,46,33
175,a,84,59,8,11,62,87,36,49,100,74
176,a,24,18,68,93,43,30,81,55,5,3
177,a,54,79,29,41,92,66,16,22,73,98
178,a,47,35,85,60,10,6,57,82,32,44
179,a,95,70,19,13,63,89,38,25,76,51
180,a,0,0,50,76,25,38,88,63,13,19
181,a,69,95,44,32,82,57,6,9,60,85
182,a,35,47,98,73,22,16,66,91,41,28
183,a,79,54,3,5,55,80,30,43,93,68
184,a,17,24,74,99,49,36,87,61,11,8
185,a,58,84,33,46,96,71,20,14,65,90
186,a,39,27,77,52,2,2,53,78,28,40
187,a,91,65,15,21,72,97,46,34,84,59
188,a,9,12,62,88,37,50,100,75,24,18
189,a,69,94,43,31,81,56,5,4,54,80
190,a,29,42,92,67,17,23,73,99,48,35
191,a,86,61,10,7,58,83,32,45,95,70
192,a,20,13,64,89,39,26,76,51,1,0
193,a,51,76,26,38,89,63,13,19,70,95
194,a,45,32,82,57,7,10,60,86,35,48
195,a,98,73,22,16,67,92,41,29,79,54
196,a,4,5,56,81,30,43,93,68,18,24
197,a,75,100,49,37,87,62,11,8,59,84
198,a,33,46,97,71,21,15,65,90,40,27
199,a,78,52,2,1,52,77,26,39,89,64
200,a,14,20,71,96,45,33,83,58,7,11
201,a,61,86,36,48,99,74,23,17,67,93
202,a,42,30,80,55,4,3,53,78,28,41
203,a,91,66,15,22,72,97,47,34,85,60
204,a,9,6,56,82,31,44,94,69,18,12
205,a,63,88,37,25,75,50,0,0,50,75
206,a,25,37,88,63,12,19,69,94,44,31
207,a,82,56,6,9,60,85,34,47,97,72
208,a,22,15,66,91,41,28,78,53,3,4
209,a,55,80,30,42,93,67,17,23,74,99
210,a,48,36,86,61,11,7,58,83,33,45
211,a,96,71,20,14,64,90,39,26,77,52
212,a,1,2,52,78,27,40,90,65,15,21
213,a,71,97,46,34,84,59,8,11,62,87
214,a,37,49,100,75,24,18,68,93,43,30
215,a,81,56,5,4,54,79,29,41,92,67
216,a,16,22,73,98,48,35,86,60,10,7
217,a,57,82,32,45,95,70,19,13,63,89
218,a,38,26,76,51,0,1,51,77,26,39
219,a,89,64,13,20,70,95,45,32,83,58
220,a,7,10,61,86,35,48,99,73,23,17
221,a,67,92,42,29,80,54,4,6,56,81
222,a,31,43,94,69,18,24,75,100,50,37
223,a,88,62,12,9,59,84,34,47,97,72
224,a,21,15,65,91,40,28,78,53,2,2
225,a,52,77,27,39,90,65,14,20,71,96
226,a,46,33,84,58,8,11,62,87,36,49
227,a,99,74,24,17,68,93,43,30,80,55
228,a,5,3,54,79,28,41,91,66,16,22
229,a,73,98,47,35,85,60,9,6,57,82
230,a,32,44,95,69,19,13,63,88,38,25
231,a,76,50,0,0,51,76,25,38,89,63
232,a,13,19,70,95,44,32,82,57,6,10
233,a,60,85,35,48,98,73,22,16,66,92
234,a,41,29,79,54,3,5,55,81,30,43
235,a,93,68,18,24,74,100,49,36,87,62
236,a,11,8,59,84,33,46,96,71,21,14
237,a,65,90,40,27,77,52,2,3,53,78
238,a,28,40,91,66,15,21,72,97,47,34
239,a,85,59,9,12,62,88,37,50,100,75
240,a,25,18,69,94,44,31,81,56,6,4
241,a,55,80,29,42,92,67,17,23,74,99
242,a,48,36,86,61,10,7,58,83,33,45
243,a,96,70,20,14,64,89,39,26,77,51
244,a,1,1,51,76,26,38,89,64,13,20
245,a,70,95,45,32,83,57,7,10,61,86
246,a,35,48,98,73,23,16,67,92,42,29
247,a,79,54,4,5,56,81,31,43,94,68
248,a,18,24,75,100,49,37,87,62,12,8
249,a,59,84,34,46,97,72,21,15,65,91
250,a,40,27,78,53,2,1,52,77,27,39
251,a,90,64,14,20,71,96,46,33,83,58
252,a,8,11,61,87,36,49,99,74,23,17
253,a,68,93,42,30,80,55,5,3,53,79
254,a,28,41,91,66,16,22,72,98,47,34
255,a,85,60,9,6,57,82,31,44,94,69
256,a,19,12,63,88,38,25,76,50,0,0
257,a,50,76,25,38,88,63,13,19,69,95
258,a,44,31,82,57,6,9,60,85,35,47
259,a,98,72,22,16,66,91,41,28,79,54
260,a,3,5,55,80,30,42,93,68,17,24
261,a,74,99,49,36,87,61,11,8,58,84
262,a,33,46,96,71,20,14,65,90,39,27
263,a,77,52,1,2,53,78,27,40,91,65
264,a,15,21,72,97,46,34,84,59,9,12
265,a,62,87,37,50,100,75,24,18,69,94
266,a,43,31,81,56,5,4,54,80,29,42
267,a,92,67,16,23,73,98,48,35,86,61
268,a,10,7,57,83,32,45,95,70,20,13
269,a,64,89,39,26,76,51,1,1,52,77
270,a,26,39,89,64,14,20,70,96,45,33
271,a,83,58,7,11,61,86,36,48,99,74
272,a,23,17,67,93,42,29,80,55,4,6
273,a,56,82,31,44,94,69,18,25,75,100
274,a,50,37,88,63,12,9,59,85,34,47
275,a,97,72,22,15,66,91,41,28,78,53
276,a,3,2,52,78,27,40,90,65,14,21
277,a,71,97,46,33,84,59,8,11,62,87
278,a,37,49,100,74,24,18,68,93,43,30
279,a,81,55,5,3,54,79,29,41,92,67
280,a,16,22,73,98,48,35,85,60,10,7
281,a,57,82,32,44,95,70,19,13,63,89
282,a,38,26,76,51,0,0,51,76,25,38
283,a,88,63,13,19,70,95,44,32,82,57
284,a,6,10,60,85,35,47,98,73,22,16
285,a,66,92,41,28,79,54,3,5,55,81
286,a,30,43,93,68,17,24,74,99,49,36
287,a,87,62,11,8,58,84,33,46,96,71
288,a,21,14,65,90,40,27,77,52,2,2
289,a,53,78,28,40,91,66,15,21,72,97
290,a,47,34,84,59,9,12,62,88,37,50
291,a,100,75,25,18,69,94,43,31,81,56
292,a,6,4,55,80,29,42,92,67,17,23
293,a,73,99,48,36,86,61,10,7,58,83
294,a,32,45,96,70,20,13,64,89,39,26
295,a,77,51,1,0,51,76,26,38,89,64
296,a,13,19,70,95,45,32,83,57,7,10
297,a,60,86,35,48,98,73,23,16,67,92
298,a,41,29,79,54,4,5,56,81,30,43
299,a,94,68,18,24,75,100,49,37,87,62
300,a,12,8,59,84,34,46,97,71,21,15
301,a,65,90,40,27,78,53,2,1,52,77
302,a,27,39,90,64,14,20,71,96,45,33
303,a,83,58,8,11,61,86,36,49,99,74
304,a,23,17,68,93,42,30,80,55,4,3
305,a,53,79,28,41,91,66,15,22,72,98
306,a,47,34,85,60,9,6,56,82,31,44
307,a,94,69,19,12,63,88,38,25,75,50
308,a,0,0,50,75,25,38,88,63,12,19
309,a,69,94,44,31,82,56,6,9,60,85
310,a,34,47,97,72,22,15,66,91,41,28
311,a,79,53,3,4,55,80,30,42,93,67
312,a,17,23,74,99,49,36,86,61,11,8
313,a,58,83,33,45,96,71,20,14,64,90
314,a,39,26,77,52,1,2,52,78,27,40
315,a,90,65,15,21,71,97,46,34,84,59
316,a,8,11,62,87,37,49,100,75,24,18
317,a,68,94,43,30,81,56,5,4,54,79
318,a,29,41,92,67,16,23,73,98,48,35
319,a,86,60,10,7,57,82,32,45,95,70
320,a,19,13,64,89,38,26,76,51,0,1
321,a,51,77,26,39,89,64,13,20,70,95
322,a,45,32,83,58,7,10,61,86,36,48
323,a,99,73,23,17,67,92,42,29,80,54
324,a,4,6,56,81,31,43,94,69,18,24
325,a,75,100,50,37,88,62,12,9,59,84
326,a,34,47,97,72,21,15,66,91,40,28
327,a,78,53,2,2,52,77,27,39,90,65
328,a,14,21,71,96,46,33,84,58,8,11
329,a,62,87,36,49,99,74,24,17,68,93
330,a,43,30,80,55,5,3,54,79,28,41
331,a,92,66,16,22,73,98,47,35,85,60
332,a,9,6,57,82,32,44,95,69,19,13
333,a,63,88,38,25,76,51,0,0,51,76
334,a,25,38,89,63,13,19,70,95,44,32
335,a,82,57,7,10,60,85,35,48,98,73
336,a,22,16,66,92,41,29,79,54,3,5
337,a,55,81,30,43,93,68,18,24,74,100
338,a,49,37,87,62,11,8,59,84,33,46
339,a,96,71,21,14,65,90,40,27,78,52
340,a,2,3,53,78,28,40,91,66,15,22
341,a,72,97,47,34,85,59,9,12,63,88
342,a,37,50,100,75,25,18,69,94,44,31
343,a,81,56,6,4,55,80,29,42,93,67
344,a,17,23,74,99,48,36,86,61,10,7
345,a,58,83,33,45,96,70,20,14,64,89
346,a,39,26,77,52,1,1,51,76,26,38
347,a,89,64,13,20,70,95,45,32,83,57
348,a,7,10,61,86,35,48,98,73,23,16
349,a,67,92,42,29,80,54,4,5,56,81
350,a,31,43,94,68,18,24,75,100,50,37
351,a,87,62,12,9,59,84,34,46,97,72
352,a,21,15,65,91,40,27,78,53,2,1
353,a,52,77,27,39,90,65,14,20,71,96
354,a,46,33,83,58,8,11,61,87,36,49
355,a,99,74,23,17,68,93,42,30,80,55
356,a,5,3,53,79,28,41,91,66,16,22
357,a,72,98,47,35,85,60,9,6,57,82
358,a,31,44,94,69,19,12,63,88,38,25
359,a,76,50,0,0,50,75,25,38,88,63
360,a,12,19,69,94,44,31,82,57,6,9
361,a,60,85,34,47,98,72,22,16,66,91
362,a,41,28,79,53,3,4,55,80,30,42
363,a,93,68,17,23,74,99,49,36,87,61
364,a,11,8,58,83,33,45,96,71,20,14
365,a,64,90,39,27,77,52,1,2,53,78
366,a,27,40,90,65,15,21,72,97,46,34
367,a,84,59,8,12,62,87,37,49,100,75
368,a,24,18,68,94,43,30,81,56,5,4
369,a,54,79,29,42,92,67,16,23,73,98
370,a,48,35,86,60,10,7,57,83,32,45
371,a,95,70,19,13,64,89,38,26,76,51
372,a,1,1,51,77,26,39,89,64,14,20
373,a,70,96,45,32,83,58,7,10,61,86
374,a,36,48,99,73,23,17,67,92,42,29
375,a,80,55,4,6,56,81,31,44,94,69
376,a,18,25,75,100,50,37,88,62,12,9
377,a,59,85,34,47,97,72,21,15,66,91
378,a,40,28,78,53,2,2,52,77,27,40
379,a,90,65,14,21,71,96,46,33,84,59
380,a,8,11,62,87,36,49,100,74,24,17
381,a,68,93,43,30,81,55,5,3,54,79
382,a,29,41,92,66,16,22,73,98,47,35
383,a,85,60,10,6,57,82,32,44,95,70
384,a,19,13,63,88,38,25,76,51,0,0
385,a,50,76,25,38,88,63,13,19,69,95
386,a,44,31,82,57,6,9,60,85,35,47
387,a,98,73,22,16,66,91,41,28,79,54
388,a,3,5,55,80,30,43,93,68,17,24
389,a,74,99,49,36,87,61,11,8,58,84
390,a,33,46,96,71,20,14,65,90,39,27
391,a,77,52,2,2,53,78,28,40,91,65
392,a,15,21,72,97,46,34,84,59,9,12
393,a,62,87,37,50,100,75,24,18,69,94
394,a,43,31,81,56,5,4,54,80,29,42
395,a,92,67,16,23,73,99,48,35,86,61
396,a,10,7,58,83,32,45,95,70,20,13
397,a,64,89,39,26,76,51,1,0,51,76
398,a,26,38,89,63,13,19,70,95,45,32
399,a,82,57,7,10,60,86,35,48,98,73
400,a,22,16,67,92,41,29,79,54,3,5
401,a,56,81,30,43,93,68,18,24,74,100
402,a,49,37,87,62,11,8,59,84,33,46
403,a,97,71,21,15,65,90,40,27,78,52
404,a,2,1,52,77,26,39,89,64,14,20
405,a,71,96,45,33,83,58,7,11,61,86
406,a,36,48,99,74,23,17,67,93,42,30
407,a,80,55,4,3,53,78,28,41,91,66
408,a,15,22,72,97,47,34,85,59,9,6
409,a,56,82,31,44,94,69,18,12,63,88
410,a,37,25,75,50,0,0,50,75,25,37
411,a,88,63,12,18,69,94,44,31,82,56
412,a,6,9,60,85,34,47,97,72,22,15
413,a,66,91,41,28,78,53,3,4,55,80
414,a,30,42,93,67,17,23,74,99,48,36
415,a,86,61,11,7,58,83,33,45,96,71
416,a,20,14,64,89,39,26,77,52,1,2
417,a,52,78,27,40,90,65,15,21,71,97
418,a,46,33,84,59,8,11,62,87,37,49
419,a,100,74,24,18,68,93,43,30,81,56
420,a,5,3,54,79,29,41,92,67,16,22
421,a,73,98,48,35,86,60,10,7,57,82
422,a,32,45,95,70,19,13,63,89,38,26
423,a,76,51,0,1,51,76,26,39,89,64
424,a,13,20,70,95,45,32,83,58,7,10
425,a,61,86,35,48,99,73,23,17,67,92
426,a,42,29,80,54,4,5,56,81,31,43
427,a,94,69,18,24,75,100,50,37,88,62
428,a,12,9,59,84,34,46,97,72,21,15
429,a,65,91,40,28,78,53,2,2,52,77
430,a,27,39,90,65,14,20,71,96,46,33
431,a,84,58,8,11,61,87,36,49,99,74
432,a,24,17,68,93,43,30,80,55,5,3
433,a,54,79,28,41,91,66,16,22,73,98
434,a,47,35,85,60,9,6,57,82,31,44
435,a,95,69,19,13,63,88,38,25,76,50
436,a,0,0,51,76,25,38,88,63,13,19
437,a,70,95,44,32,82,57,6,10,60,85
438,a,35,47,98,73,22,16,66,92,41,29
439,a,79,54,3,5,55,81,30,43,93,68
440,a,17,24,74,100,49,36,87,62,11,8
441,a,59,84,33,46,96,71,21,14,65,90
442,a,40,27,77,52,2,3,53,78,28,40
443,a,91,66,15,21,72,97,47,34,85,59
444,a,9,12,62,88,37,50,100,75,25,18
445,a,69,94,44,31,81,56,6,4,55,80
446,a,29,42,92,67,17,23,74,99,48,36
447,a,86,61,10,7,58,83,32,45,96,70
448,a,20,14,64,89,39,26,77,51,1,1
449,a,51,76,26,38,89,64,13,19,70,95
450,a,45,32,83,57,7,10,60,86,35,48
451,a,98,73,23,16,67,92,42,29,79,54
452,a,4,5,56,81,31,43,94,68,18,24
453,a,75,100,49,37,87,62,12,8,59,84
454,a,34,46,97,72,21,15,65,90,40,27
455,a,78,53,2,1,52,77,27,39,90,64
456,a,14,20,71,96,46,33,83,58,8,11
457,a,61,87,36,49,99,74,23,17,68,93
458,a,42,30,80,55,4,3,53,79,28,41
459,a,91,66,16,22,72,98,47,34,85,60
460,a,9,6,57,82,31,44,94,69,19,12
461,a,63,88,38,25,75,50,0,0,50,76
462,a,25,38,88,63,12,19,69,95,44,31
463,a,82,57,6,9,60,85,35,47,98,72
464,a,22,16,66,91,41,28,79,53,3,5
465,a,55,80,30,42,93,68,17,24,74,99
466,a,49,36,87,61,11,8,58,83,33,46
467,a,96,71,20,14,65,90,39,27,77,52
468,a,1,2,53,78,27,40,91,65,15,21
469,a,72,97,46,34,84,59,9,12,62,87
470,a,37,50,100,75,24,18,68,94,43,31
471,a,81,56,5,4,54,80,29,42,92,67
472,a,16,23,73,98,48,35,86,61,10,7
473,a,57,83,32,45,95,70,20,13,64,89
474,a,38,26,76,51,1,1,52,77,26,39
475,a,89,64,14,20,70,96,45,33,83,58
476,a,7,10,61,86,36,48,99,74,23,17
477,a,67,93,42,29,80,55,4,6,56,81
478,a,31,44,94,69,18,25,75,100,50,37
479,a,88,63,12,9,59,85,34,47,97,72
480,a,22,15,66,91,40,28,78,53,3,2
481,a,52,78,27,40,90,65,14,21,71,96
482,a,46,33,84,59,8,11,62,87,37,49
483,a,100,74,24,18,68,93,43,30,81,55
484,a,5,3,54,79,29,41,92,67,16,22
485,a,73,98,48,35,85,60,10,7,57,82
486,a,32,44,95,70,19,13,63,89,38,25
487,a,76,51,0,0,51,76,25,38,88,63
488,a,13,19,69,95,44,32,82,57,6,10
489,a,60,85,35,47,98,73,22,16,66,92
490,a,41,28,79,54,3,5,55,81,30,43
491,a,93,68,17,24,74,99,49,36,87,62
492,a,11,8,58,84,33,46,96,71,21,14
493,a,65,90,39,27,77,52,2,2,53,78
494,a,28,40,91,66,15,21,72,97,47,34
495,a,84,59,9,12,62,88,37,50,100,75
496,a,24,18,69,94,43,31,81,56,6,4
497,a,54,80,29,42,92,67,17,23,73,99
498,a,48,36,86,61,10,7,58,83,32,45
499,a,95,70,20,13,64,89,39,26,77,51
500,a,1,0,51,76,26,38,89,64,13,19
501,a,70,95,45,32,82,57,7,10,60,86
502,a,35,48,98,73,23,16,67,92,41,29
503,a,79,54,4,5,56,81,30,43,94,68
504,a,18,24,75,100,49,37,87,62,11,8
505,a,59,84,34,46,97,71,21,15,65,90
506,a,40,27,78,53,2,1,52,77,26,39
507,a,90,64,14,20,71,96,45,33,83,58
508,a,8,11,61,86,36,49,99,74,23,17
509,a,67,93,42,30,80,55,4,3,53,79
510,a,28,41,91,66,15,22,72,97,47,34
511,a,85,60,9,6,56,82,31,44,94,69
512,a,19,12,63,88,38,25,75,50,0,0
513,a,50,75,25,38,88,63,12,19,69,94
514,a,44,31,82,56,6,9,60,85,34,47
515,a,98,72,22,15,66,91,41,28,79,53
516,a,3,4,55,80,30,42,93,68,17,23
517,a,74,99,49,36,86,61,11,8,58,83
518,a,33,45,96,71,20,14,64,90,39,27
519,a,77,52,1,2,53,78,27,40,90,65
520,a,15,21,71,97,46,34,84,59,8,12
521,a,62,87,37,49,100,75,24,18,68,94
522,a,43,30,81,56,5,4,54,79,29,42
523,a,92,67,16,23,73,98,48,35,86,60
524,a,10,7,57,83,32,45,95,70,19,13
525,a,64,89,38,26,76,51,0,1,51,77
526,a,26,39,89,64,14,20,70,96,45,32
527,a,83,58,7,10,61,86,36,48,99,73
528,a,23,17,67,92,42,29,80,55,4,6
529,a,56,81,31,43,94,69,18,25,75,100
530,a,50,37,88,62,12,9,59,85,34,47
531,a,97,72,21,15,66,91,40,28,78,53
532,a,2,2,52,77,27,40,90,65,14,21
533,a,71,96,46,33,84,58,8,11,62,87
534,a,36,49,99,74,24,17,68,93,43,30
535,a,81,55,5,3,54,79,28,41,92,66
536,a,16,22,73,98,47,35,85,60,10,6
537,a,57,82,32,44,95,70,19,13,63,88
538,a,38,25,76,51,0,0,51,76,26,38
539,a,89,63,13,19,70,95,44,32,82,57
540,a,7,10,60,85,35,48,98,73,22,16
541,a,67,92,41,29,79,54,3,5,56,81
542,a,30,43,93,68,18,24,74,100,49,37
543,a,87,62,11,8,59,84,33,46,97,71
544,a,21,14,65,90,40,27,78,52,2,3
545,a,53,78,28,41,91,66,15,22,72,97
546,a,47,34,85,59,9,12,63,88,37,50
547,a,100,75,25,18,69,94,44,31,82,56
548,a,6,4,55,80,29,42,93,67,17,23
549,a,74,99,48,36,86,61,11,7,58,83
550,a,33,45,96,70,20,14,64,89,39,26
551,a,77,52,1,1,51,76,26,39,89,64
552,a,13,20,70,95,45,32,83,57,7,10
553,a,61,86,35,48,99,73,23,16,67,92
554,a,42,29,80,54,4,5,56,81,31,43
555,a,94,69,18,24,75,100,50,37,87,62
556,a,12,9,59,84,34,46,97,72,21,15
557,a,65,91,40,28,78,53,2,1,52,77
558,a,27,39,90,65,14,20,71,96,46,33
559,a,84,58,8,11,61,87,36,49,99,74
560,a,24,17,68,93,42,30,80,55,5,3
561,a,54,79,28,41,91,66,16,22,72,98
562,a,47,35,85,60,9,6,57,82,31,44
563,a,95,69,19,13,63,88,38,25,76,50
564,a,0,0,50,76,25,38,88,63,12,19
565,a,69,94,44,31,82,57,6,9,60,85
566,a,35,47,98,72,22,16,66,91,41,28
567,a,79,53,3,5,55,80,30,42,93,68
568,a,17,23,74,99,49,36,87,61,11,8
569,a,58,83,33,46,96,71,20,14,64,90
570,a,39,27,77,52,1,2,53,78,27,40
571,a,91,65,15,21,72,97,46,34,84,59
572,a,8,12,62,87,37,49,100,75,24,18
573,a,68,94,43,31,81,56,5,4,54,79
574,a,29,42,92,67,16,23,73,98,48,35
575,a,86,61,10,7,57,83,32,45,95,70
576,a,20,13,64,89,38,26,76,51,1,1
577,a,51,77,26,39,89,64,14,20,70,96
578,a,45,33,83,58,7,10,61,86,36,48
579,a,99,74,23,17,67,92,42,29,80,55
